resource,key,service,id_field,name_field,id_prefix,arn_field,arn_type,arn_separator,global_resource,has_arn,strategy,arn_quality,asset_class,parent_params
iot.metric_value,iot.metric_value,iot,,,,,,/,false,true,synthetic,synthetic,child,"endTime,metricName,startTime,thingName"
iot.package_configuration,iot.package_configuration,iot,,,,,,/,false,true,synthetic,synthetic,singleton,
iot.percentile,iot.percentile,iot,,,,,,/,false,true,synthetic,synthetic,child,queryString
iot.policy_principal,iot.policy_principal,iot,,,,,,/,false,true,synthetic,synthetic,child,policyName
iot.principal_thing,iot.principal_thing,iot,,,,,,/,false,true,synthetic,synthetic,child,principal
iot.provisioning_template_version,iot.provisioning_template_version,iot,,,,,,/,false,true,synthetic,synthetic,child,"templateName,versionId"
iot.registration_code,iot.registration_code,iot,,,,,,/,false,true,synthetic,synthetic,singleton,
iot.search_index,iot.search_index,iot,,,,,,/,false,true,synthetic,synthetic,child,queryString
iot.security_profiles_for_target,iot.security_profiles_for_target,iot,,,,,,/,false,true,synthetic,synthetic,child,securityProfileTargetArn
iot.targets_for_policy,iot.targets_for_policy,iot,,,,,,/,false,true,synthetic,synthetic,child,policyName
iot.thing_groups_for_thing,iot.thing_groups_for_thing,iot,,,,,,/,false,true,synthetic,synthetic,child,thingName
iot.thing_principal,iot.thing_principal,iot,,,,,,/,false,true,synthetic,synthetic,child,thingName
iot.thing_registration_task,iot.thing_registration_task,iot,,,,,,/,false,true,synthetic,synthetic,child,taskId
iot.things_in_billing_group,iot.things_in_billing_group,iot,,,,,,/,false,true,synthetic,synthetic,child,billingGroupName
iot.things_in_thing_group,iot.things_in_thing_group,iot,,,,,,/,false,true,synthetic,synthetic,child,thingGroupName
iot.v2_logging_option,iot.v2_logging_option,iot,,,,,,/,false,true,synthetic,synthetic,singleton,
iot.violation_event,iot.violation_event,iot,,,,,,/,false,true,synthetic,synthetic,child,"endTime,startTime"
iot-data.named_shadows_for_thing,iot-data.named_shadows_for_thing,iot-data,,,,,,/,false,true,synthetic,synthetic,child,thingName
iot-data.retained_message,iot-data.retained_message,iot-data,,,,,,/,false,true,synthetic,synthetic,child,topic
iot-data.thing_shadow,iot-data.thing_shadow,iot-data,,,,,,/,false,true,synthetic,synthetic,child,thingName
iot-jobs-data.job_execution,iot-jobs-data.job_execution,iot-jobs-data,,,,,,/,false,true,synthetic,synthetic,child,"jobId,thingName"
iot-jobs-data.pending_job_execution,iot-jobs-data.pending_job_execution,iot-jobs-data,,,,,,/,false,true,synthetic,synthetic,child,thingName
iot-managed-integrations.managed_thing_account_association,iot-managed-integrations.managed_thing_account_association,iot-managed-integrations,,,,,,/,false,true,synthetic,synthetic,child,
iotanalytics.dataset_content,iotanalytics.dataset_content,iotanalytics,,,,,,/,false,true,synthetic,synthetic,child,datasetName
iotanalytics.logging_option,iotanalytics.logging_option,iotanalytics,,,,,,/,false,true,synthetic,synthetic,singleton,
iotdeviceadvisor.endpoint,iotdeviceadvisor.endpoint,iotdeviceadvisor,,,,,,/,false,true,synthetic,synthetic,singleton,
iotevents.alarm_model_version,iotevents.alarm_model_version,iotevents,,,,,,/,false,true,synthetic,synthetic,child,alarmModelName
iotevents.detector_model_analysis,iotevents.detector_model_analysis,iotevents,,,,,,/,false,true,synthetic,synthetic,child,analysisId
iotevents.detector_model_version,iotevents.detector_model_version,iotevents,,,,,,/,false,true,synthetic,synthetic,child,detectorModelName
iotevents.logging_option,iotevents.logging_option,iotevents,,,,,,/,false,true,synthetic,synthetic,singleton,
iotevents-data.alarm,iotevents-data.alarm,iotevents-data,,,,,,/,false,true,synthetic,synthetic,child,alarmModelName
iotevents-data.detector,iotevents-data.detector,iotevents-data,,,,,,/,false,true,synthetic,synthetic,child,detectorModelName
iotfleetwise.decoder_manifest_network_interface,iotfleetwise.decoder_manifest_network_interface,iotfleetwise,,,,,,/,false,true,synthetic,synthetic,child,name
iotfleetwise.decoder_manifest_signal,iotfleetwise.decoder_manifest_signal,iotfleetwise,,,,,,/,false,true,synthetic,synthetic,child,name
iotfleetwise.encryption_configuration,iotfleetwise.encryption_configuration,iotfleetwise,,,,,,/,false,true,synthetic,synthetic,singleton,
iotfleetwise.fleets_for_vehicle,iotfleetwise.fleets_for_vehicle,iotfleetwise,,,,,,/,false,true,synthetic,synthetic,child,vehicleName
iotfleetwise.logging_option,iotfleetwise.logging_option,iotfleetwise,,,,,,/,false,true,synthetic,synthetic,singleton,
iotfleetwise.model_manifest_node,iotfleetwise.model_manifest_node,iotfleetwise,,,,,,/,false,true,synthetic,synthetic,child,name
iotfleetwise.register_account_status,iotfleetwise.register_account_status,iotfleetwise,,,,,,/,false,true,synthetic,synthetic,singleton,
iotfleetwise.signal_catalog_node,iotfleetwise.signal_catalog_node,iotfleetwise,,,,,,/,false,true,synthetic,synthetic,child,name
iotfleetwise.vehicle_status,iotfleetwise.vehicle_status,iotfleetwise,,,,,,/,false,true,synthetic,synthetic,child,vehicleName
iotfleetwise.vehicles_in_fleet,iotfleetwise.vehicles_in_fleet,iotfleetwise,,,,,,/,false,true,synthetic,synthetic,child,fleetId
iotsitewise.asset_property_aggregate,iotsitewise.asset_property_aggregate,iotsitewise,,,,,,/,false,true,synthetic,synthetic,child,"aggregateTypes,endDate,resolution,startDate"
iotsitewise.asset_property_value,iotsitewise.asset_property_value,iotsitewise,,,,,,/,false,true,synthetic,synthetic,singleton,
iotsitewise.asset_relationship,iotsitewise.asset_relationship,iotsitewise,,,,,,/,false,true,synthetic,synthetic,child,"assetId,traversalType"
iotsitewise.bulk_import_job,iotsitewise.bulk_import_job,iotsitewise,,,,,,/,false,true,synthetic,synthetic,child,jobId
iotsitewise.composition_relationship,iotsitewise.composition_relationship,iotsitewise,,,,,,/,false,true,synthetic,synthetic,child,assetModelId
iotsitewise.default_encryption_configuration,iotsitewise.default_encryption_configuration,iotsitewise,,,,,,/,false,true,synthetic,synthetic,singleton,
iotsitewise.gateway_capability_configuration,iotsitewise.gateway_capability_configuration,iotsitewise,,,,,,/,false,true,synthetic,synthetic,child,"capabilityNamespace,gatewayId"
iotsitewise.interpolated_asset_property_value,iotsitewise.interpolated_asset_property_value,iotsitewise,,,,,,/,false,true,synthetic,synthetic,child,"endTimeInSeconds,intervalInSeconds,quality,startTimeInSeconds"
iotsitewise.logging_option,iotsitewise.logging_option,iotsitewise,,,,,,/,false,true,synthetic,synthetic,singleton,
iotsitewise.project_asset,iotsitewise.project_asset,iotsitewise,,,,,,/,false,true,synthetic,synthetic,child,projectId
iotsitewise.storage_configuration,iotsitewise.storage_configuration,iotsitewise,,,,,,/,false,true,synthetic,synthetic,singleton,
iotsitewise.time_sery,iotsitewise.time_sery,iotsitewise,,,,,,/,false,true,synthetic,synthetic,singleton,
iotthingsgraph.flow_execution_message,iotthingsgraph.flow_execution_message,iotthingsgraph,,,,,,/,false,true,synthetic,synthetic,child,flowExecutionId
iotthingsgraph.namespace_deletion_status,iotthingsgraph.namespace_deletion_status,iotthingsgraph,,,,,,/,false,true,synthetic,synthetic,singleton,
iotthingsgraph.search_flow_execution,iotthingsgraph.search_flow_execution,iotthingsgraph,,,,,,/,false,true,synthetic,synthetic,child,systemInstanceId
iotthingsgraph.upload_status,iotthingsgraph.upload_status,iotthingsgraph,,,,,,/,false,true,synthetic,synthetic,child,uploadId
iottwinmaker.property_value,iottwinmaker.property_value,iottwinmaker,,,,,,/,false,true,synthetic,synthetic,child,"selectedProperties,workspaceId"
iottwinmaker.property_value_history,iottwinmaker.property_value_history,iottwinmaker,,,,,,/,false,true,synthetic,synthetic,child,"selectedProperties,workspaceId"
iottwinmaker.sync_resource,iottwinmaker.sync_resource,iottwinmaker,,,,,,/,false,true,synthetic,synthetic,child,"syncSource,workspaceId"
iotwireless.devices_for_wireless_device_import_task,iotwireless.devices_for_wireless_device_import_task,iotwireless,,,,,,/,false,true,synthetic,synthetic,child,Id
iotwireless.event_configuration_by_resource_type,iotwireless.event_configuration_by_resource_type,iotwireless,,,,,,/,false,true,synthetic,synthetic,singleton,
iotwireless.multicast_group_session,iotwireless.multicast_group_session,iotwireless,,,,,,/,false,true,synthetic,synthetic,child,Id
iotwireless.position,iotwireless.position,iotwireless,,,,,,/,false,true,synthetic,synthetic,child,ResourceIdentifier
iotwireless.position_configuration,iotwireless.position_configuration,iotwireless,,,,,,/,false,true,synthetic,synthetic,child,ResourceIdentifier
iotwireless.queued_message,iotwireless.queued_message,iotwireless,,,,,,/,false,true,synthetic,synthetic,child,Id
iotwireless.resource_event_configuration,iotwireless.resource_event_configuration,iotwireless,,,,,,/,false,true,synthetic,synthetic,child,"Identifier,IdentifierType"
iotwireless.resource_log_level,iotwireless.resource_log_level,iotwireless,,,,,,/,false,true,synthetic,synthetic,child,ResourceIdentifier
iotwireless.resource_position,iotwireless.resource_position,iotwireless,,,,,,/,false,true,synthetic,synthetic,child,ResourceIdentifier
iotwireless.service_endpoint,iotwireless.service_endpoint,iotwireless,,,,,,/,false,true,synthetic,synthetic,singleton,
iotwireless.wireless_gateway_certificate,iotwireless.wireless_gateway_certificate,iotwireless,,,,,,/,false,true,synthetic,synthetic,child,Id
iotwireless.wireless_gateway_firmware_information,iotwireless.wireless_gateway_firmware_information,iotwireless,,,,,,/,false,true,synthetic,synthetic,child,Id
iotwireless.wireless_gateway_task,iotwireless.wireless_gateway_task,iotwireless,,,,,,/,false,true,synthetic,synthetic,child,Id
ivs-realtime.stage_session,ivs-realtime.stage_session,ivs-realtime,,,,,,/,false,true,synthetic,synthetic,child,"sessionId,stageArn"
kafka.bootstrap_broker,kafka.bootstrap_broker,kafka,,,,,,/,false,true,synthetic,synthetic,child,ClusterArn
kafka.cluster_operation,kafka.cluster_operation,kafka,,,,,,/,false,true,synthetic,synthetic,child,ClusterOperationArn
kafka.cluster_operation_v2,kafka.cluster_operation_v2,kafka,,,,,,/,false,true,synthetic,synthetic,child,ClusterOperationArn
kafka.cluster_operations_v2,kafka.cluster_operations_v2,kafka,,,,,,/,false,true,synthetic,synthetic,child,ClusterArn
kafka.cluster_v2,kafka.cluster_v2,kafka,,,,,,/,false,true,synthetic,synthetic,child,ClusterArn
kendra.groups_older_than_ordering_id,kendra.groups_older_than_ordering_id,kendra,,,,,,/,false,true,synthetic,synthetic,child,"IndexId,OrderingId"
kendra.principal_mapping,kendra.principal_mapping,kendra,,,,,,/,false,true,synthetic,synthetic,child,"GroupId,IndexId"
kendra.query_suggestions_config,kendra.query_suggestions_config,kendra,,,,,,/,false,true,synthetic,synthetic,child,IndexId
kendra.snapshot,kendra.snapshot,kendra,,,,,,/,false,true,synthetic,synthetic,child,"IndexId,Interval,MetricType"
kinesis-video-archived-media.clip,kinesis-video-archived-media.clip,kinesis-video-archived-media,,,,,,/,false,true,synthetic,synthetic,child,ClipFragmentSelector
kinesis-video-archived-media.dash_streaming_session_url,kinesis-video-archived-media.dash_streaming_session_url,kinesis-video-archived-media,,,,,,/,false,true,synthetic,synthetic,singleton,
kinesis-video-archived-media.hls_streaming_session_url,kinesis-video-archived-media.hls_streaming_session_url,kinesis-video-archived-media,,,,,,/,false,true,synthetic,synthetic,singleton,
kinesis-video-archived-media.image,kinesis-video-archived-media.image,kinesis-video-archived-media,,,,,,/,false,true,synthetic,synthetic,child,"EndTimestamp,Format,ImageSelectorType,StartTimestamp"
kinesis-video-archived-media.media_for_fragment_list,kinesis-video-archived-media.media_for_fragment_list,kinesis-video-archived-media,,,,,,/,false,true,synthetic,synthetic,child,Fragments
kinesis-video-media.media,kinesis-video-media.media,kinesis-video-media,,,,,,/,false,true,synthetic,synthetic,child,StartSelector
kinesis-video-signaling.ice_server_config,kinesis-video-signaling.ice_server_config,kinesis-video-signaling,,,,,,/,false,true,synthetic,synthetic,child,ChannelARN
kinesisanalyticsv2.application_snapshot,kinesisanalyticsv2.application_snapshot,kinesisanalyticsv2,,,,,,/,false,true,synthetic,synthetic,child,"ApplicationName,SnapshotName"
kinesisvideo.data_endpoint,kinesisvideo.data_endpoint,kinesisvideo,,,,,,/,false,true,synthetic,synthetic,child,APIName
kinesisvideo.edge_agent_configuration,kinesisvideo.edge_agent_configuration,kinesisvideo,,,,,,/,false,true,synthetic,synthetic,child,HubDeviceArn
kinesisvideo.edge_configuration,kinesisvideo.edge_configuration,kinesisvideo,,,,,,/,false,true,synthetic,synthetic,singleton,
kinesisvideo.image_generation_configuration,kinesisvideo.image_generation_configuration,kinesisvideo,,,,,,/,false,true,synthetic,synthetic,singleton,
kinesisvideo.media_storage_configuration,kinesisvideo.media_storage_configuration,kinesisvideo,,,,,,/,false,true,synthetic,synthetic,singleton,
kinesisvideo.notification_configuration,kinesisvideo.notification_configuration,kinesisvideo,,,,,,/,false,true,synthetic,synthetic,singleton,
kinesisvideo.signaling_channel_endpoint,kinesisvideo.signaling_channel_endpoint,kinesisvideo,,,,,,/,false,true,synthetic,synthetic,child,ChannelARN
kinesisvideo.tags_for_stream,kinesisvideo.tags_for_stream,kinesisvideo,,,,,,/,false,true,synthetic,synthetic,singleton,
kms.key_policy,kms.key_policy,kms,,,,,,/,false,true,synthetic,synthetic,child,"KeyId,PolicyName"
kms.key_rotation_status,kms.key_rotation_status,kms,,,,,,/,false,true,synthetic,synthetic,child,KeyId
lakeformation.data_lake_settings,lakeformation.data_lake_settings,lakeformation,Id,,,,,/,false,true,synthetic,synthetic,singleton,
lakeformation.lake_formation_identity_center_configuration,lakeformation.lake_formation_identity_center_configuration,lakeformation,,,,,,/,false,true,synthetic,synthetic,singleton,
lambda.function_concurrency,lambda.function_concurrency,lambda,,,,,,/,false,true,synthetic,synthetic,child,FunctionName
lambda.function_url_config,lambda.function_url_config,lambda,,,,,,/,false,true,synthetic,synthetic,child,FunctionName
lambda.layer_version_policy,lambda.layer_version_policy,lambda,,,,,,/,false,true,synthetic,synthetic,child,"LayerName,VersionNumber"
lambda.policy,lambda.policy,lambda,,,,,,/,false,true,synthetic,synthetic,child,FunctionName
lexv2-models.resource_policy,lexv2-models.resource_policy,lexv2-models,,,,,,/,false,true,synthetic,synthetic,child,resourceArn
lexv2-runtime.session,lexv2-runtime.session,lexv2-runtime,,,,,,/,false,true,synthetic,synthetic,child,"botAliasId,botId,localeId,sessionId"
license-manager.access_token,license-manager.access_token,license-manager,,,,,,/,false,true,synthetic,synthetic,child,Token
license-manager.associations_for_license_configuration,license-manager.associations_for_license_configuration,license-manager,,,,,,/,false,true,synthetic,synthetic,child,LicenseConfigurationArn
license-manager.failures_for_license_configuration_operation,license-manager.failures_for_license_configuration_operation,license-manager,,,,,,/,false,true,synthetic,synthetic,child,LicenseConfigurationArn
license-manager.license_specifications_for_resource,license-manager.license_specifications_for_resource,license-manager,,,,,,/,false,true,synthetic,synthetic,child,ResourceArn
license-manager.license_version,license-manager.license_version,license-manager,,,,,,/,false,true,synthetic,synthetic,child,LicenseArn
license-manager.received_grants_for_organization,license-manager.received_grants_for_organization,license-manager,,,,,,/,false,true,synthetic,synthetic,child,LicenseArn
license-manager.service_setting,license-manager.service_setting,license-manager,,,,,,/,false,true,synthetic,synthetic,singleton,
license-manager.usage_for_license_configuration,license-manager.usage_for_license_configuration,license-manager,,,,,,/,false,true,synthetic,synthetic,child,LicenseConfigurationArn
license-manager-user-subscriptions.product_subscription,license-manager-user-subscriptions.product_subscription,license-manager-user-subscriptions,,,,,,/,false,true,synthetic,synthetic,child,"IdentityProvider,Product"
license-manager-user-subscriptions.user_association,license-manager-user-subscriptions.user_association,license-manager-user-subscriptions,,,,,,/,false,true,synthetic,synthetic,child,"IdentityProvider,InstanceId"
location.device_position,location.device_position,location,,,,,,/,false,true,synthetic,synthetic,child,"DeviceId,TrackerName"
location.device_position_history,location.device_position_history,location,,,,,,/,false,true,synthetic,synthetic,child,"DeviceId,TrackerName"
location.map_glyph,location.map_glyph,location,,,,,,/,false,true,synthetic,synthetic,child,"FontStack,FontUnicodeRange,MapName"
location.map_sprite,location.map_sprite,location,,,,,,/,false,true,synthetic,synthetic,child,"FileName,MapName"
location.map_style_descriptor,location.map_style_descriptor,location,,,,,,/,false,true,synthetic,synthetic,child,MapName
location.map_tile,location.map_tile,location,,,,,,/,false,true,synthetic,synthetic,child,"MapName,X,Y,Z"
location.search_place_index_for_position,location.search_place_index_for_position,location,,,,,,/,false,true,synthetic,synthetic,child,"IndexName,Position"
location.search_place_index_for_suggestion,location.search_place_index_for_suggestion,location,,,,,,/,false,true,synthetic,synthetic,child,"IndexName,Text"
location.search_place_index_for_text,location.search_place_index_for_text,location,,,,,,/,false,true,synthetic,synthetic,child,"IndexName,Text"
logs.data_protection_policy,logs.data_protection_policy,logs,,,,,,/,false,true,synthetic,synthetic,child,logGroupIdentifier
logs.delivery_destination_policy,logs.delivery_destination_policy,logs,,,,,,/,false,true,synthetic,synthetic,child,deliveryDestinationName
logs.log_event,logs.log_event,logs,,,,,,/,false,true,synthetic,synthetic,child,logStreamName
logs.log_record,logs.log_record,logs,,,,,,/,false,true,synthetic,synthetic,child,logRecordPointer
logs.tags_log_group,logs.tags_log_group,logs,,,,,,/,false,true,synthetic,synthetic,child,logGroupName
lookoutequipment.data_ingestion_job,lookoutequipment.data_ingestion_job,lookoutequipment,,,,,,/,false,true,synthetic,synthetic,child,JobId
lookoutequipment.inference_event,lookoutequipment.inference_event,lookoutequipment,,,,,,/,false,true,synthetic,synthetic,child,"InferenceSchedulerName,IntervalEndTime,IntervalStartTime"
lookoutequipment.inference_execution,lookoutequipment.inference_execution,lookoutequipment,,,,,,/,false,true,synthetic,synthetic,child,InferenceSchedulerName
lookoutequipment.resource_policy,lookoutequipment.resource_policy,lookoutequipment,,,,,,/,false,true,synthetic,synthetic,child,ResourceArn
lookoutequipment.retraining_scheduler,lookoutequipment.retraining_scheduler,lookoutequipment,,,,,,/,false,true,synthetic,synthetic,child,ModelName
m2.batch_job_definition,m2.batch_job_definition,m2,,,,,,/,false,true,synthetic,synthetic,child,applicationId
m2.batch_job_execution,m2.batch_job_execution,m2,,,,,,/,false,true,synthetic,synthetic,child,"applicationId,executionId"
m2.data_set_import_history,m2.data_set_import_history,m2,,,,,,/,false,true,synthetic,synthetic,child,applicationId
m2.data_set_import_task,m2.data_set_import_task,m2,,,,,,/,false,true,synthetic,synthetic,child,"applicationId,taskId"
m2.signed_bluinsights_url,m2.signed_bluinsights_url,m2,,,,,,/,false,true,synthetic,synthetic,singleton,
macie2.administrator_account,macie2.administrator_account,macie2,,,,,,/,false,true,synthetic,synthetic,singleton,
macie2.automated_discovery_configuration,macie2.automated_discovery_configuration,macie2,,,,,,/,false,true,synthetic,synthetic,singleton,
macie2.classification_export_configuration,macie2.classification_export_configuration,macie2,,,,,,/,false,true,synthetic,synthetic,singleton,
macie2.findings_publication_configuration,macie2.findings_publication_configuration,macie2,,,,,,/,false,true,synthetic,synthetic,singleton,
macie2.invitations_count,macie2.invitations_count,macie2,,,,,,/,false,true,synthetic,synthetic,singleton,
macie2.macie_session,macie2.macie_session,macie2,,,,,,/,false,true,synthetic,synthetic,singleton,
macie2.master_account,macie2.master_account,macie2,,,,,,/,false,true,synthetic,synthetic,singleton,
macie2.organization_configuration,macie2.organization_configuration,macie2,,,,,,/,false,true,synthetic,synthetic,singleton,
macie2.resource_profile,macie2.resource_profile,macie2,,,,,,/,false,true,synthetic,synthetic,child,resourceArn
macie2.reveal_configuration,macie2.reveal_configuration,macie2,,,,,,/,false,true,synthetic,synthetic,singleton,
macie2.sensitive_data_occurrence,macie2.sensitive_data_occurrence,macie2,,,,,,/,false,true,synthetic,synthetic,child,findingId
macie2.sensitive_data_occurrences_availability,macie2.sensitive_data_occurrences_availability,macie2,,,,,,/,false,true,synthetic,synthetic,child,findingId
managedblockchain.proposal_vote,managedblockchain.proposal_vote,managedblockchain,,,,,,/,false,true,synthetic,synthetic,child,"NetworkId,ProposalId"
managedblockchain-query.token_balance,managedblockchain-query.token_balance,managedblockchain-query,,,,,,/,false,true,synthetic,synthetic,child,"ownerIdentifier,tokenIdentifier"
managedblockchain-query.transaction_event,managedblockchain-query.transaction_event,managedblockchain-query,,,,,,/,false,true,synthetic,synthetic,child,"network,transactionHash"
marketplace-agreement.agreement_term,marketplace-agreement.agreement_term,marketplace-agreement,,,,,,/,false,true,synthetic,synthetic,child,agreementId
marketplace-catalog.change_set,marketplace-catalog.change_set,marketplace-catalog,,,,,,/,false,true,synthetic,synthetic,child,"Catalog,ChangeSetId"
marketplace-catalog.resource_policy,marketplace-catalog.resource_policy,marketplace-catalog,,,,,,/,false,true,synthetic,synthetic,child,ResourceArn
marketplace-entitlement.entitlement,marketplace-entitlement.entitlement,marketplace-entitlement,,,,,,/,false,true,synthetic,synthetic,child,ProductCode
mediaconvert.policy,mediaconvert.policy,mediaconvert,,,,,,/,false,true,synthetic,synthetic,singleton,
medialive.input_device_thumbnail,medialive.input_device_thumbnail,medialive,,,,,,/,false,true,synthetic,synthetic,child,"Accept,InputDeviceId"
medialive.multiplex_program,medialive.multiplex_program,medialive,,,,,,/,false,true,synthetic,synthetic,child,"MultiplexId,ProgramName"
medialive.schedule,medialive.schedule,medialive,,,,,,/,false,true,synthetic,synthetic,child,ChannelId
medialive.thumbnail,medialive.thumbnail,medialive,,,,,,/,false,true,synthetic,synthetic,child,"ChannelId,PipelineId,ThumbnailType"
mediapackage-vod.asset,mediapackage-vod.asset,mediapackage-vod,,,,,,/,false,true,synthetic,synthetic,child,Id
mediastore.container_policy,mediastore.container_policy,mediastore,,,,,,/,false,true,synthetic,synthetic,child,ContainerName
mediastore.cors_policy,mediastore.cors_policy,mediastore,,,,,,/,false,true,synthetic,synthetic,child,ContainerName
mediastore.lifecycle_policy,mediastore.lifecycle_policy,mediastore,,,,,,/,false,true,synthetic,synthetic,child,ContainerName
mediastore.metric_policy,mediastore.metric_policy,mediastore,,,,,,/,false,true,synthetic,synthetic,child,ContainerName
mediastore-data.object,mediastore-data.object,mediastore-data,,,,,,/,false,true,synthetic,synthetic,child,Path
mediatailor.alert,mediatailor.alert,mediatailor,,,,,,/,false,true,synthetic,synthetic,child,ResourceArn
medical-imaging.dicom_import_job,medical-imaging.dicom_import_job,medical-imaging,,,,,,/,false,true,synthetic,synthetic,child,"datastoreId,jobId"
medical-imaging.image_frame,medical-imaging.image_frame,medical-imaging,,,,,,/,false,true,synthetic,synthetic,child,"datastoreId,imageFrameInformation,imageSetId"
medical-imaging.image_set_version,medical-imaging.image_set_version,medical-imaging,,,,,,/,false,true,synthetic,synthetic,child,"datastoreId,imageSetId"
medical-imaging.search_image_set,medical-imaging.search_image_set,medical-imaging,,,,,,/,false,true,synthetic,synthetic,child,datastoreId
mgh.application_state,mgh.application_state,mgh,,,,,,/,false,true,synthetic,synthetic,child,ApplicationId
mgh.discovered_resource,mgh.discovered_resource,mgh,,,,,,/,false,true,synthetic,synthetic,child,"MigrationTaskName,ProgressUpdateStream"
mgn.export_error,mgn.export_error,mgn,,,,,,/,false,true,synthetic,synthetic,child,exportID
mgn.import_error,mgn.import_error,mgn,,,,,,/,false,true,synthetic,synthetic,child,importID
mgn.job_log_item,mgn.job_log_item,mgn,,,,,,/,false,true,synthetic,synthetic,child,jobID
mgn.source_server_action,mgn.source_server_action,mgn,,,,,,/,false,true,synthetic,synthetic,child,sourceServerID
mgn.template_action,mgn.template_action,mgn,,,,,,/,false,true,synthetic,synthetic,child,launchConfigurationTemplateID
migration-hub-refactor-spaces.environment_vpc,migration-hub-refactor-spaces.environment_vpc,migration-hub-refactor-spaces,,,,,,/,false,true,synthetic,synthetic,child,EnvironmentIdentifier
migration-hub-refactor-spaces.resource_policy,migration-hub-refactor-spaces.resource_policy,migration-hub-refactor-spaces,,,,,,/,false,true,synthetic,synthetic,child,Identifier
migrationhub-config.home_region,migrationhub-config.home_region,migrationhub-config,,,,,,/,false,true,synthetic,synthetic,singleton,
migrationhubstrategy.application_component_strategy,migrationhubstrategy.application_component_strategy,migrationhubstrategy,,,,,,/,false,true,synthetic,synthetic,child,applicationComponentId
migrationhubstrategy.latest_assessment_id,migrationhubstrategy.latest_assessment_id,migrationhubstrategy,id,,,,,/,false,true,synthetic,synthetic,singleton,
migrationhubstrategy.portfolio_preference,migrationhubstrategy.portfolio_preference,migrationhubstrategy,,,,,,/,false,true,synthetic,synthetic,singleton,
migrationhubstrategy.server_strategy,migrationhubstrategy.server_strategy,migrationhubstrategy,,,,,,/,false,true,synthetic,synthetic,child,serverId
mturk.account_balance,mturk.account_balance,mturk,,,,,,/,false,true,synthetic,synthetic,singleton,
mturk.assignments_for_hit,mturk.assignments_for_hit,mturk,,,,,,/,false,true,synthetic,synthetic,child,HITId
mturk.file_upload_url,mturk.file_upload_url,mturk,,,,,,/,false,true,synthetic,synthetic,child,"AssignmentId,QuestionIdentifier"
mturk.hi_ts_for_qualification_type,mturk.hi_ts_for_qualification_type,mturk,,,,,,/,false,true,synthetic,synthetic,child,QualificationTypeId
mturk.qualification_score,mturk.qualification_score,mturk,,,,,,/,false,true,synthetic,synthetic,child,"QualificationTypeId,WorkerId"
mturk.review_policy_results_for_hit,mturk.review_policy_results_for_hit,mturk,,,,,,/,false,true,synthetic,synthetic,child,HITId
mturk.workers_with_qualification_type,mturk.workers_with_qualification_type,mturk,,,,,,/,false,true,synthetic,synthetic,child,QualificationTypeId
neptune-graph.import_task,neptune-graph.import_task,neptune-graph,,,,,,/,false,true,synthetic,synthetic,child,taskIdentifier
neptunedata.engine_status,neptunedata.engine_status,neptunedata,,,,,,/,false,true,synthetic,synthetic,singleton,
neptunedata.gremlin_query_status,neptunedata.gremlin_query_status,neptunedata,,,,,,/,false,true,synthetic,synthetic,child,queryId
neptunedata.loader_job,neptunedata.loader_job,neptunedata,,,,,,/,false,true,synthetic,synthetic,singleton,
neptunedata.loader_job_status,neptunedata.loader_job_status,neptunedata,,,,,,/,false,true,synthetic,synthetic,child,loadId
neptunedata.open_cypher_query_status,neptunedata.open_cypher_query_status,neptunedata,,,,,,/,false,true,synthetic,synthetic,child,queryId
network-firewall.resource_policy,network-firewall.resource_policy,network-firewall,,,,,,/,false,true,synthetic,synthetic,child,ResourceArn
networkmanager.attachment_routing_policy_association,networkmanager.attachment_routing_policy_association,networkmanager,,,,,,/,false,true,synthetic,synthetic,child,
networkmanager.connect_peer_association,networkmanager.connect_peer_association,networkmanager,,,,,,/,false,true,synthetic,synthetic,child,GlobalNetworkId
networkmanager.core_network_change_event,networkmanager.core_network_change_event,networkmanager,,,,,,/,false,true,synthetic,synthetic,child,"CoreNetworkId,PolicyVersionId"
networkmanager.core_network_policy,networkmanager.core_network_policy,networkmanager,,,,,,/,false,true,synthetic,synthetic,child,CoreNetworkId
networkmanager.core_network_policy_version,networkmanager.core_network_policy_version,networkmanager,,,,,,/,false,true,synthetic,synthetic,child,CoreNetworkId
networkmanager.network_resource_count,networkmanager.network_resource_count,networkmanager,,,,,,/,false,true,synthetic,synthetic,child,GlobalNetworkId
networkmanager.network_resource_relationship,networkmanager.network_resource_relationship,networkmanager,,,,,,/,false,true,synthetic,synthetic,child,GlobalNetworkId
networkmanager.network_route,networkmanager.network_route,networkmanager,,,,,,/,false,true,synthetic,synthetic,child,"GlobalNetworkId,RouteTableIdentifier"
networkmanager.network_telemetry,networkmanager.network_telemetry,networkmanager,,,,,,/,false,true,synthetic,synthetic,child,GlobalNetworkId
networkmanager.organization_service_access_status,networkmanager.organization_service_access_status,networkmanager,,,,,,/,false,true,synthetic,synthetic,singleton,
networkmanager.resource_policy,networkmanager.resource_policy,networkmanager,,,,,,/,false,true,synthetic,synthetic,child,ResourceArn
networkmanager.route_analysis,networkmanager.route_analysis,networkmanager,,,,,,/,false,true,synthetic,synthetic,child,"GlobalNetworkId,RouteAnalysisId"
