key,service,resource_name,cfn_type,c7n_name,spec_resource_type,discovery_id,operation,items_for,hops,collectable,id_field,id_field_source,cfn_primary_id,arn_field,arn_type,arn_separator,id_prefix,global_resource,taggable,inspectable,sources,asset_class,identity_rule,parent_params,arn_strategy,arn_quality,tier,name_field
entityresolution.id_mapping_workflow,entityresolution,IdMappingWorkflow,AWS::EntityResolution::IdMappingWorkflow,,,aws.entityresolution.list_id_mapping_workflows,list_id_mapping_workflows,{{ response.workflowSummaries }},0,yes,WorkflowName,cfn,WorkflowName,WorkflowArn,,,,,yes,yes,cfn+spec,asset,own_id,,field,real,primary,
entityresolution.matching_workflow,entityresolution,MatchingWorkflow,AWS::EntityResolution::MatchingWorkflow,,,aws.entityresolution.list_matching_workflows,list_matching_workflows,{{ response.workflowSummaries }},0,yes,WorkflowName,cfn,WorkflowName,WorkflowArn,,,,,yes,yes,cfn+spec,asset,own_id,,field,real,primary,
entityresolution.provider_service,entityresolution,provider_service,,,,aws.entityresolution.get_provider_service,get_provider_service,,1,yes,providerServiceArn,spec-qualified,,providerServiceArn,,,,,,yes,spec,child,parent_chain,"providerName,providerServiceName",field,real,primary,
entityresolution.schema_mapping,entityresolution,SchemaMapping,AWS::EntityResolution::SchemaMapping,,,aws.entityresolution.list_schema_mappings,list_schema_mappings,{{ response.schemaList }},0,yes,SchemaName,cfn,SchemaName,SchemaArn,,,,,yes,yes,cfn+spec,asset,own_id,,field,real,primary,
es.domain,es,Domain,AWS::Elasticsearch::Domain,elasticsearch,,aws.es.list_domain_names,list_domain_names,{{ response.DomainNames }},0,yes,DomainName,c7n,Id,ARN,domain,/,,false,no,no,cfn+c7n+spec,asset,own_id,,field,real,primary,Name
es.elasticsearch_domain,es,elasticsearch_domain,,,,aws.es.describe_elasticsearch_domain,describe_elasticsearch_domain,,1,yes,ARN,spec-bare,,ARN,,,,,,yes,spec,child,parent_chain,DomainName,field,real,primary,
es.elasticsearch_reserved,es,elasticsearch-reserved,,elasticsearch-reserved,,aws.es.describe_reserved_elasticsearch_instances,describe_reserved_elasticsearch_instances,{{ response.ReservedElasticsearchInstances }},0,yes,ReservedElasticsearchInstanceId,c7n,,,reserved-instances,/,,false,,yes,c7n+spec,asset,own_id,,construct,real,primary,ReservedElasticsearchInstanceId
es.vpc_endpoints_for_domain,es,vpc_endpoints_for_domain,,,,aws.es.list_vpc_endpoints_for_domain,list_vpc_endpoints_for_domain,{{ response.VpcEndpointSummaryList }},1,yes,,,,DomainArn,,,,,,yes,spec,child,parent_chain,DomainName,field,real,primary,
events.api_destination,events,ApiDestination,AWS::Events::ApiDestination,,,aws.events.list_api_destinations,list_api_destinations,{{ response.ApiDestinations }},0,yes,Name,cfn,Name,Arn,,,,,no,yes,cfn+spec,asset,own_id,,field,real,primary,
events.archive,events,Archive,AWS::Events::Archive,,,aws.events.list_archives,list_archives,{{ response.Archives }},0,yes,ArchiveName,cfn,ArchiveName,Arn,,,,,no,yes,cfn+spec,asset,own_id,,field,real,primary,
events.connection,events,Connection,AWS::Events::Connection,,,aws.events.list_connections,list_connections,{{ response.Connections }},0,yes,Name,cfn,Name,Arn,,,,,no,yes,cfn+spec,asset,own_id,,field,real,primary,
events.endpoint,events,Endpoint,AWS::Events::Endpoint,,,aws.events.list_endpoints,list_endpoints,{{ response.Endpoints }},0,yes,Name,cfn,Name,Arn,,,,,no,yes,cfn+spec,asset,own_id,,field,real,primary,
events.event_bus,events,EventBus,AWS::Events::EventBus,event-bus,,aws.events.list_event_buses,list_event_buses,{{ response.EventBuses }},0,yes,Name,c7n,Name,Arn,event-bus,/,,false,yes,yes,cfn+c7n+spec,asset,own_id,,field,real,primary,Name
events.event_rule_target,events,event-rule-target,,event-rule-target,,aws.events.list_targets_by_rule,list_targets_by_rule,{{ response.Targets }},0,yes,Id,c7n,,Arn,event-rule-target,/,,false,,yes,c7n+spec,child,parent_chain,Rule,field,real,primary,Id
events.event_source,events,event_source,,,,aws.events.describe_event_source,describe_event_source,,1,yes,Arn,spec-bare,,Arn,,,,,,yes,spec,child,parent_chain,Name,field,real,primary,
events.partner_event_source,events,partner_event_source,,,,aws.events.describe_partner_event_source,describe_partner_event_source,,1,yes,Arn,spec-bare,,Arn,,,,,,yes,spec,child,parent_chain,Name,field,real,primary,
events.replay,events,replay,,,,aws.events.describe_replay,describe_replay,,1,yes,ReplayArn,spec-qualified,,ReplayArn,,,,,,yes,spec,child,parent_chain,ReplayName,field,real,primary,
events.rule,events,Rule,AWS::Events::Rule,event-rule,,aws.events.list_rules,list_rules,{{ response.Rules }},0,yes,Name,c7n,Arn,Arn,rule,/,,false,yes,yes,cfn+c7n+spec,asset,own_id,,field,real,primary,Name
evidently.experiment,evidently,Experiment,AWS::Evidently::Experiment,,,aws.evidently.list_experiments,list_experiments,{{ response.experiments }},0,yes,Arn,cfn,Arn,Arn,,,,,no,yes,cfn+spec,child,parent_chain,project,field,real,primary,
evidently.feature,evidently,Feature,AWS::Evidently::Feature,,,aws.evidently.list_features,list_features,{{ response.features }},0,yes,Arn,cfn,Arn,Arn,,,,,no,yes,cfn+spec,child,parent_chain,project,field,real,primary,
evidently.launch,evidently,Launch,AWS::Evidently::Launch,,,aws.evidently.list_launches,list_launches,{{ response.launches }},0,yes,Arn,cfn,Arn,Arn,,,,,no,yes,cfn+spec,child,parent_chain,project,field,real,primary,
evidently.project,evidently,Project,AWS::Evidently::Project,,,aws.evidently.list_projects,list_projects,{{ response.projects }},0,yes,Arn,cfn,Arn,Arn,,,,,no,yes,cfn+spec,asset,own_id,,field,real,primary,
evidently.segment,evidently,Segment,AWS::Evidently::Segment,,,aws.evidently.list_segments,list_segments,{{ response.segments }},0,yes,Arn,cfn,Arn,Arn,,,,,yes,yes,cfn+spec,asset,own_id,,field,real,primary,
evidently.segment_reference,evidently,segment_reference,,,,aws.evidently.list_segment_references,list_segment_references,{{ response.referencedBy }},0,yes,arn,spec-bare,,arn,,,,,,yes,spec,child,parent_chain,segment,field,real,primary,
finspace.environment,finspace,Environment,AWS::FinSpace::Environment,,,aws.finspace.list_environments,list_environments,{{ response.environments }},0,yes,EnvironmentId,cfn,EnvironmentId,EnvironmentArn,,,,,yes,yes,cfn+spec,asset,own_id,,field,real,primary,
finspace.kx_database,finspace,kx_database,,,,aws.finspace.get_kx_database,get_kx_database,,1,yes,,,,databaseArn,,,,,,yes,spec,child,parent_chain,"databaseName,environmentId",field,real,primary,
finspace.kx_user,finspace,kx_user,,,,aws.finspace.get_kx_user,get_kx_user,,1,yes,,,,userArn,,,,,,yes,spec,child,parent_chain,"environmentId,userName",field,real,primary,
finspace-data.changeset,finspace-data,changeset,,,,aws.finspace-data.get_changeset,get_changeset,,1,yes,changesetArn,spec-qualified,,changesetArn,,,,,,yes,spec,child,parent_chain,"changesetId,datasetId",field,real,primary,
finspace-data.data_view,finspace-data,data_view,,,,aws.finspace-data.get_data_view,get_data_view,{{ response.partitionColumns }},1,yes,dataViewArn,spec-qualified,,dataViewArn,,,,,,yes,spec,child,parent_chain,"dataViewId,datasetId",field,real,primary,
finspace-data.dataset,finspace-data,dataset,,,,aws.finspace-data.get_dataset,get_dataset,,1,yes,datasetArn,spec-qualified,,datasetArn,,,,,,yes,spec,child,parent_chain,datasetId,field,real,primary,
firehose.delivery_stream,firehose,DeliveryStream,AWS::KinesisFirehose::DeliveryStream,firehose,,aws.firehose.describe_delivery_stream,describe_delivery_stream,,0,yes,DeliveryStreamName,c7n,DeliveryStreamName,Arn,deliverystream,/,,false,yes,yes,cfn+c7n+spec,child,parent_chain,DeliveryStreamName,field,real,primary,DeliveryStreamName
fis.action,fis,action,,,,aws.fis.get_action,get_action,,1,yes,arn,spec-bare,,arn,,,,,,yes,spec,child,parent_chain,id,field,real,primary,
fis.experiment,fis,experiment,,,,aws.fis.get_experiment,get_experiment,,1,yes,arn,spec-bare,,arn,,,,,,yes,spec,child,parent_chain,id,field,real,primary,
fis.experiment_template,fis,ExperimentTemplate,AWS::FIS::ExperimentTemplate,fis-template,,aws.fis.list_experiment_templates,list_experiment_templates,{{ response.experimentTemplates }},0,yes,id,c7n,Id,,experiment-template,/,,false,yes,yes,cfn+c7n+spec,asset,own_id,,construct,real,primary,id
fis.fis_experiment,fis,fis-experiment,,fis-experiment,,aws.fis.list_experiments,list_experiments,{{ response.experiments }},0,yes,id,c7n,,,experiment,/,,false,,yes,c7n+spec,asset,own_id,,construct,real,primary,id
fms.apps_list,fms,apps_list,,,,aws.fms.get_apps_list,get_apps_list,,0,yes,AppsListArn,spec-qualified,,AppsListArn,,,,,,yes,spec,child,parent_chain,ListId,field,real,primary,
fms.notification_channel,fms,NotificationChannel,AWS::FMS::NotificationChannel,,,aws.fms.get_notification_channel,get_notification_channel,,0,yes,SnsTopicArn,cfn,SnsTopicArn,SnsTopicArn,,,,,no,yes,cfn+spec,singleton,account_region_type,,field,real,primary,
fms.policy,fms,Policy,AWS::FMS::Policy,,,aws.fms.list_policies,list_policies,{{ response.PolicyList }},0,yes,Id,cfn,Id,Arn,,,,,yes,yes,cfn+spec,asset,own_id,,field,real,primary,
fms.protocols_list,fms,protocols_list,,,,aws.fms.get_protocols_list,get_protocols_list,,0,yes,ProtocolsListArn,spec-qualified,,ProtocolsListArn,,,,,,yes,spec,child,parent_chain,ListId,field,real,primary,
fms.resource_set,fms,ResourceSet,AWS::FMS::ResourceSet,,,aws.fms.list_resource_sets,list_resource_sets,{{ response.ResourceSets }},0,yes,Id,cfn,Id,,resource-set,,,,yes,yes,cfn+spec,asset,own_id,,construct,real,primary,
forecast.dataset,forecast,Dataset,AWS::Forecast::Dataset,,,aws.forecast.list_datasets,list_datasets,{{ response.Datasets }},0,yes,Arn,cfn,Arn,Arn,,,,,no,yes,cfn+spec,asset,own_id,,field,real,primary,
forecast.dataset_group,forecast,DatasetGroup,AWS::Forecast::DatasetGroup,,,aws.forecast.list_dataset_groups,list_dataset_groups,{{ response.DatasetGroups }},0,yes,DatasetGroupArn,cfn,DatasetGroupArn,DatasetGroupArn,,,,,no,yes,cfn+spec,asset,own_id,,field,real,primary,
forecast.dataset_import_job,forecast,dataset_import_job,,,,aws.forecast.list_dataset_import_jobs,list_dataset_import_jobs,{{ response.DatasetImportJobs }},0,yes,DatasetImportJobArn,spec-qualified,,DatasetImportJobArn,,,,,,yes,spec,asset,own_id,,field,real,primary,
forecast.explainability,forecast,explainability,,,,aws.forecast.list_explainabilities,list_explainabilities,{{ response.Explainabilities }},0,yes,ExplainabilityArn,spec-qualified,,ExplainabilityArn,,,,,,yes,spec,asset,own_id,,field,real,primary,
forecast.explainability_export,forecast,explainability_export,,,,aws.forecast.list_explainability_exports,list_explainability_exports,{{ response.ExplainabilityExports }},0,yes,ExplainabilityExportArn,spec-qualified,,ExplainabilityExportArn,,,,,,yes,spec,asset,own_id,,field,real,primary,
forecast.forecast_export_job,forecast,forecast_export_job,,,,aws.forecast.list_forecast_export_jobs,list_forecast_export_jobs,{{ response.ForecastExportJobs }},0,yes,ForecastExportJobArn,spec-qualified,,ForecastExportJobArn,,,,,,yes,spec,asset,own_id,,field,real,primary,
forecast.monitor,forecast,monitor,,,,aws.forecast.list_monitors,list_monitors,{{ response.Monitors }},0,yes,MonitorArn,spec-qualified,,MonitorArn,,,,,,yes,spec,asset,own_id,,field,real,primary,
forecast.predictor,forecast,predictor,,,,aws.forecast.list_predictors,list_predictors,{{ response.Predictors }},0,yes,PredictorArn,spec-qualified,,PredictorArn,,,,,,yes,spec,asset,own_id,,field,real,primary,
forecast.predictor_backtest_export_job,forecast,predictor_backtest_export_job,,,,aws.forecast.list_predictor_backtest_export_jobs,list_predictor_backtest_export_jobs,{{ response.PredictorBacktestExportJobs }},0,yes,PredictorBacktestExportJobArn,spec-qualified,,PredictorBacktestExportJobArn,,,,,,yes,spec,asset,own_id,,field,real,primary,
forecast.what_if_forecast_export,forecast,what_if_forecast_export,,,,aws.forecast.list_what_if_forecast_exports,list_what_if_forecast_exports,{{ response.WhatIfForecastExports }},0,yes,WhatIfForecastExportArn,spec-qualified,,WhatIfForecastExportArn,,,,,,yes,spec,asset,own_id,,field,real,primary,
frauddetector.batch_import_job,frauddetector,batch_import_job,,,,aws.frauddetector.get_batch_import_jobs,get_batch_import_jobs,{{ response.batchImports }},0,yes,arn,spec-bare,,arn,,,,,,yes,spec,asset,own_id,,field,real,primary,
frauddetector.batch_prediction_job,frauddetector,batch_prediction_job,,,,aws.frauddetector.get_batch_prediction_jobs,get_batch_prediction_jobs,{{ response.batchPredictions }},0,yes,arn,spec-bare,,arn,,,,,,yes,spec,asset,own_id,,field,real,primary,
frauddetector.detector,frauddetector,Detector,AWS::FraudDetector::Detector,,,aws.frauddetector.get_detectors,get_detectors,{{ response.detectors }},0,yes,Arn,cfn,Arn,Arn,,,,,no,yes,cfn+spec,asset,own_id,,field,real,primary,
frauddetector.entity_type,frauddetector,EntityType,AWS::FraudDetector::EntityType,,,aws.frauddetector.get_entity_types,get_entity_types,{{ response.entityTypes }},0,yes,Arn,cfn,Arn,Arn,,,,,yes,yes,cfn+spec,asset,own_id,,field,real,primary,
frauddetector.event_type,frauddetector,EventType,AWS::FraudDetector::EventType,,,aws.frauddetector.get_event_types,get_event_types,{{ response.eventTypes }},0,yes,Arn,cfn,Arn,Arn,,,,,no,yes,cfn+spec,asset,own_id,,field,real,primary,
frauddetector.external_model,frauddetector,external_model,,,,aws.frauddetector.get_external_models,get_external_models,{{ response.externalModels }},0,yes,arn,spec-bare,,arn,,,,,,yes,spec,asset,own_id,,field,real,primary,
frauddetector.kms_encryption_key,frauddetector,kms_encryption_key,,,,aws.frauddetector.get_kms_encryption_key,get_kms_encryption_key,,0,yes,kmsEncryptionKeyArn,spec-qualified,,kmsEncryptionKeyArn,,,,,,yes,spec,singleton,account_region_type,,field,real,primary,
frauddetector.label,frauddetector,Label,AWS::FraudDetector::Label,,,aws.frauddetector.get_labels,get_labels,{{ response.labels }},0,yes,Arn,cfn,Arn,Arn,,,,,yes,yes,cfn+spec,asset,own_id,,field,real,primary,
frauddetector.list,frauddetector,List,AWS::FraudDetector::List,,,aws.frauddetector.get_lists_metadata,get_lists_metadata,{{ response.lists }},0,yes,Arn,cfn,Arn,Arn,,,,,yes,yes,cfn+spec,asset,own_id,,field,real,primary,
frauddetector.model,frauddetector,model,,,,aws.frauddetector.get_models,get_models,{{ response.models }},0,yes,modelId,spec-qualified,,arn,,,,,,yes,spec,asset,own_id,,field,real,primary,
frauddetector.model_version,frauddetector,model_version,,,,aws.frauddetector.describe_model_versions,describe_model_versions,{{ response.modelVersionDetails }},0,yes,arn,spec-bare,,arn,,,,,,yes,spec,asset,own_id,,field,real,primary,
frauddetector.outcome,frauddetector,Outcome,AWS::FraudDetector::Outcome,,,aws.frauddetector.get_outcomes,get_outcomes,{{ response.outcomes }},0,yes,Arn,cfn,Arn,Arn,,,,,yes,yes,cfn+spec,asset,own_id,,field,real,primary,
frauddetector.variable,frauddetector,Variable,AWS::FraudDetector::Variable,,,aws.frauddetector.get_variables,get_variables,{{ response.variables }},0,yes,Arn,cfn,Arn,Arn,,,,,yes,yes,cfn+spec,asset,own_id,,field,real,primary,
fsx.data_repository_association,fsx,DataRepositoryAssociation,AWS::FSx::DataRepositoryAssociation,,,aws.fsx.describe_data_repository_associations,describe_data_repository_associations,{{ response.Associations }},0,yes,AssociationId,cfn,AssociationId,ResourceARN,,,,,yes,yes,cfn+botocore,asset,own_id,,field,real,primary,
fsx.file_system,fsx,FileSystem,AWS::FSx::FileSystem,fsx,,aws.fsx.describe_file_systems,describe_file_systems,{{ response.FileSystems }},0,yes,FileSystemId,c7n,Id,ResourceARN,,/,,false,no,no,cfn+c7n+spec,asset,own_id,,field,real,primary,FileSystemId
fsx.fsx_backup,fsx,fsx-backup,,fsx-backup,,aws.fsx.describe_backups,describe_backups,{{ response.Backups }},0,yes,BackupId,c7n,,ResourceARN,,/,,false,,yes,c7n+spec,asset,own_id,,field,real,primary,BackupId
fsx.snapshot,fsx,Snapshot,AWS::FSx::Snapshot,,,aws.fsx.describe_snapshots,describe_snapshots,{{ response.Snapshots }},0,yes,Id,cfn,Id,ResourceARN,,,,,no,no,cfn+spec,asset,own_id,,field,real,primary,
fsx.storage_virtual_machine,fsx,StorageVirtualMachine,AWS::FSx::StorageVirtualMachine,,,aws.fsx.describe_storage_virtual_machines,describe_storage_virtual_machines,{{ response.StorageVirtualMachines }},0,yes,StorageVirtualMachineId,cfn,StorageVirtualMachineId,ResourceARN,,,,,no,no,cfn+botocore,asset,own_id,,field,real,primary,
fsx.volume,fsx,Volume,AWS::FSx::Volume,,,aws.fsx.describe_volumes,describe_volumes,{{ response.Volumes }},0,yes,VolumeId,cfn,VolumeId,ResourceARN,,,,,no,no,cfn+botocore,asset,own_id,,field,real,primary,
gamelift.alias,gamelift,Alias,AWS::GameLift::Alias,,,aws.gamelift.describe_alias,describe_alias,,1,yes,AliasId,cfn,AliasId,AliasArn,,,,,yes,yes,cfn+spec,child,parent_chain,AliasId,field,real,primary,
gamelift.build,gamelift,Build,AWS::GameLift::Build,gamelift-build,,aws.gamelift.list_builds,list_builds,{{ response.Builds }},0,yes,BuildId,c7n,BuildId,BuildArn,,/,,false,yes,yes,cfn+c7n+spec,asset,own_id,,field,real,primary,Name
gamelift.compute,gamelift,compute,,,,aws.gamelift.describe_compute,describe_compute,,0,yes,ComputeArn,spec-qualified,,ComputeArn,,,,,,yes,spec,child,parent_chain,"ComputeName,FleetId",field,real,primary,
gamelift.fleet,gamelift,Fleet,AWS::GameLift::Fleet,gamelift-fleet,,aws.gamelift.list_fleets,list_fleets,{{ response.FleetIds }},0,yes,FleetId,c7n,FleetId,FleetArn,,/,,false,yes,yes,cfn+c7n+spec,asset,own_id,,field,real,primary,Name
gamelift.game_server_group,gamelift,GameServerGroup,AWS::GameLift::GameServerGroup,,,aws.gamelift.list_game_server_groups,list_game_server_groups,{{ response.GameServerGroups }},0,yes,GameServerGroupArn,cfn,GameServerGroupArn,GameServerGroupArn,,,,,yes,yes,cfn+spec,asset,own_id,,field,real,primary,
gamelift.game_session_queue,gamelift,GameSessionQueue,AWS::GameLift::GameSessionQueue,,,aws.gamelift.describe_game_session_queues,describe_game_session_queues,{{ response.GameSessionQueues }},0,yes,Name,cfn,Name,Arn,,,,,yes,yes,cfn+spec,asset,own_id,,field,real,primary,
gamelift.location,gamelift,Location,AWS::GameLift::Location,,,aws.gamelift.list_locations,list_locations,{{ response.Locations }},0,yes,LocationName,cfn,LocationName,LocationArn,,,,,yes,yes,cfn+spec,asset,own_id,,field,real,primary,
gamelift.matchmaking_configuration,gamelift,MatchmakingConfiguration,AWS::GameLift::MatchmakingConfiguration,,,aws.gamelift.describe_matchmaking_configurations,describe_matchmaking_configurations,{{ response.Configurations }},0,yes,Name,cfn,Name,Arn,,,,,yes,yes,cfn+spec,asset,own_id,,field,real,primary,
gamelift.matchmaking_rule_set,gamelift,MatchmakingRuleSet,AWS::GameLift::MatchmakingRuleSet,,,aws.gamelift.describe_matchmaking_rule_sets,describe_matchmaking_rule_sets,{{ response.RuleSets }},0,yes,Name,cfn,Name,Arn,,,,,yes,yes,cfn+spec,asset,own_id,,field,real,primary,
gamelift.player_session,gamelift,player_session,,,,aws.gamelift.describe_player_sessions,describe_player_sessions,{{ response.PlayerSessions }},0,yes,PlayerSessionId,spec-qualified,,,player-session,,,,,yes,spec,asset,own_id,,construct,real,primary,
gamelift.script,gamelift,Script,AWS::GameLift::Script,,,aws.gamelift.list_scripts,list_scripts,{{ response.Scripts }},0,yes,Id,cfn,Id,Arn,,,,,yes,yes,cfn+spec,asset,own_id,,field,real,primary,
gamelift.vpc_peering_connection,gamelift,vpc_peering_connection,,,,aws.gamelift.describe_vpc_peering_connections,describe_vpc_peering_connections,{{ response.VpcPeeringConnections }},0,yes,VpcPeeringConnectionId,spec-qualified,,,vpc-peering-connection,,,,,yes,spec,asset,own_id,,construct,real,primary,
