layer,layer_role,edge_type,source_resource,source_service,source_discovery_id,source_operation,source_items_for,source_depends_on,source_hops,source_executable,source_path,path_kind,target_resource,target_service,target_discovery_id,target_operation,target_items_for,target_hops,target_id_field,target_collectable,source_cfn_type,target_cfn_type,relation_source,confidence,corroborated_by,evidence,condition_prefix,condition_arn_service,condition_arn_type,condition_referential,verdict,observed_sources,observed_hits,hit_rate,resolved_targets,dangling_targets,condition_violations,verdict_detail,verified_at
L2_vpc,containment,contained-in,ec2,ec2,aws.ec2.describe_instances,describe_instances,{{ response.Reservations[].Instances }},,0,yes,VpcId,scalar,vpc,ec2,aws.ec2.describe_vpcs,describe_vpcs,{{ response.Vpcs }},0,VpcId,yes,AWS::EC2::Instance,AWS::EC2::VPC,c7n,high,"asff,doc",aws.ec2.filters.vpc,vpc-,ec2,vpc,exists in vpc,pending,,,,,,,,
L2_vpc,containment,contained-in,eks,eks,aws.eks.list_clusters,list_clusters,{{ response.clusters }},,0,yes,resourcesVpcConfig.vpcId,dotted,vpc,ec2,aws.ec2.describe_vpcs,describe_vpcs,{{ response.Vpcs }},0,VpcId,yes,AWS::EKS::Cluster,AWS::EC2::VPC,c7n,high,,aws.eks.filters.vpc,vpc-,ec2,vpc,exists in vpc,pending,,,,,,,,
L2_vpc,containment,contained-in,elasticsearch,es,aws.es.list_domain_names,list_domain_names,{{ response.DomainNames }},,0,yes,VPCOptions.VPCId,dotted,vpc,ec2,aws.ec2.describe_vpcs,describe_vpcs,{{ response.Vpcs }},0,VpcId,yes,AWS::Elasticsearch::Domain,AWS::EC2::VPC,c7n,high,asff,aws.elasticsearch.filters.vpc,vpc-,ec2,vpc,exists in vpc,pending,,,,,,,,
L2_vpc,containment,contained-in,elb,elb,aws.elb.describe_load_balancers,describe_load_balancers,{{ response.LoadBalancerDescriptions }},,0,yes,VPCId,scalar,vpc,ec2,aws.ec2.describe_vpcs,describe_vpcs,{{ response.Vpcs }},0,VpcId,yes,AWS::ElasticLoadBalancing::LoadBalancer,AWS::EC2::VPC,c7n,high,doc,aws.elb.filters.vpc,vpc-,ec2,vpc,exists in vpc,pending,,,,,,,,
L2_vpc,containment,contained-in,elb,elb,aws.elb.describe_load_balancers,describe_load_balancers,{{ response.LoadBalancerDescriptions }},,0,yes,VpcId,scalar,vpc,ec2,aws.ec2.describe_vpcs,describe_vpcs,{{ response.Vpcs }},0,VpcId,yes,AWS::ElasticLoadBalancing::LoadBalancer,AWS::EC2::VPC,asff,medium,,securityhub.GetFindings: 'VPC for the load balancer',vpc-,ec2,vpc,exists in vpc,pending,,,,,,,,
L2_vpc,containment,contained-in,eni,ec2,aws.ec2.describe_network_interfaces,describe_network_interfaces,{{ response.NetworkInterfaces }},,0,yes,VpcId,scalar,vpc,ec2,aws.ec2.describe_vpcs,describe_vpcs,{{ response.Vpcs }},0,VpcId,yes,AWS::EC2::NetworkInterface,AWS::EC2::VPC,c7n,high,doc,aws.eni.filters.vpc,vpc-,ec2,vpc,exists in vpc,pending,,,,,,,,
L2_vpc,containment,contained-in,firewall,network-firewall,aws.network-firewall.list_firewalls,list_firewalls,{{ response.Firewalls }},,0,yes,VpcId,scalar,vpc,ec2,aws.ec2.describe_vpcs,describe_vpcs,{{ response.Vpcs }},0,VpcId,yes,AWS::NetworkFirewall::Firewall,AWS::EC2::VPC,c7n,high,asff,aws.firewall.filters.vpc,vpc-,ec2,vpc,exists in vpc,pending,,,,,,,,
L2_vpc,containment,contained-in,fsx,fsx,aws.fsx.describe_file_systems,describe_file_systems,{{ response.FileSystems }},,0,yes,AdministrativeActions[].TargetFileSystemValues.VpcId,list_dict,vpc,ec2,aws.ec2.describe_vpcs,describe_vpcs,{{ response.Vpcs }},0,VpcId,yes,AWS::FSx::FileSystem,AWS::EC2::VPC,doc,medium,,fsx.DescribeFileSystems: 'primary virtual private cloud',vpc-,ec2,vpc,exists in vpc,pending,,,,,,,,
L2_vpc,containment,contained-in,fsx,fsx,aws.fsx.describe_file_systems,describe_file_systems,{{ response.FileSystems }},,0,yes,VpcId,scalar,vpc,ec2,aws.ec2.describe_vpcs,describe_vpcs,{{ response.Vpcs }},0,VpcId,yes,AWS::FSx::FileSystem,AWS::EC2::VPC,doc,medium,,fsx.DescribeFileSystems: 'primary virtual private cloud',vpc-,ec2,vpc,exists in vpc,pending,,,,,,,,
L2_vpc,containment,contained-in,fsx-backup,fsx,aws.fsx.describe_backups,describe_backups,{{ response.Backups }},,0,yes,FileSystem.AdministrativeActions[].TargetFileSystemValues.VpcId,list_dict,vpc,ec2,aws.ec2.describe_vpcs,describe_vpcs,{{ response.Vpcs }},0,VpcId,yes,,AWS::EC2::VPC,doc,medium,,fsx.DescribeBackups: 'primary virtual private cloud',vpc-,ec2,vpc,exists in vpc,pending,,,,,,,,
L2_vpc,containment,contained-in,fsx-backup,fsx,aws.fsx.describe_backups,describe_backups,{{ response.Backups }},,0,yes,FileSystem.VpcId,dotted,vpc,ec2,aws.ec2.describe_vpcs,describe_vpcs,{{ response.Vpcs }},0,VpcId,yes,,AWS::EC2::VPC,doc,medium,,fsx.DescribeBackups: 'primary virtual private cloud',vpc-,ec2,vpc,exists in vpc,pending,,,,,,,,
L2_vpc,containment,contained-in,fsx-backup,fsx,aws.fsx.describe_backups,describe_backups,{{ response.Backups }},,0,yes,Volume.AdministrativeActions[].TargetFileSystemValues.VpcId,list_dict,vpc,ec2,aws.ec2.describe_vpcs,describe_vpcs,{{ response.Vpcs }},0,VpcId,yes,,AWS::EC2::VPC,doc,medium,,fsx.DescribeBackups: 'primary virtual private cloud',vpc-,ec2,vpc,exists in vpc,pending,,,,,,,,
L2_vpc,containment,contained-in,glue-dev-endpoint,glue,aws.glue.get_dev_endpoints,get_dev_endpoints,{{ response.DevEndpoints }},,0,yes,VpcId,scalar,vpc,ec2,aws.ec2.describe_vpcs,describe_vpcs,{{ response.Vpcs }},0,VpcId,yes,AWS::Glue::DevEndpoint,AWS::EC2::VPC,doc,medium,,glue.GetDevEndpoints: 'virtual private cloud',vpc-,ec2,vpc,exists in vpc,pending,,,,,,,,
L2_vpc,containment,contained-in,inspector2-finding,inspector2,aws.inspector2.list_findings,list_findings,{{ response.findings }},,0,yes,resources[].details.awsEc2Instance.vpcId,list_dict,vpc,ec2,aws.ec2.describe_vpcs,describe_vpcs,{{ response.Vpcs }},0,VpcId,yes,,AWS::EC2::VPC,doc,medium,,inspector2.ListFindings: 'Amazon EC2 instance',vpc-,ec2,vpc,exists in vpc,pending,,,,,,,,
L2_vpc,containment,contained-in,inspector2-finding,inspector2,aws.inspector2.list_findings,list_findings,{{ response.findings }},,0,yes,resources[].details.awsLambdaFunction.vpcConfig.vpcId,list_dict,vpc,ec2,aws.ec2.describe_vpcs,describe_vpcs,{{ response.Vpcs }},0,VpcId,yes,,AWS::EC2::VPC,doc,medium,,inspector2.ListFindings: 'VPC',vpc-,ec2,vpc,exists in vpc,pending,,,,,,,,
L2_vpc,containment,contained-in,lambda,lambda,aws.lambda.list_functions,list_functions,{{ response.Functions }},,0,yes,VpcConfig.VpcId,dotted,vpc,ec2,aws.ec2.describe_vpcs,describe_vpcs,{{ response.Vpcs }},0,VpcId,yes,AWS::Lambda::Function,AWS::EC2::VPC,c7n,high,"asff,doc",aws.lambda.filters.vpc,vpc-,ec2,vpc,exists in vpc,pending,,,,,,,,
L2_vpc,containment,contained-in,nat-gateway,ec2,aws.ec2.describe_nat_gateways,describe_nat_gateways,{{ response.NatGateways }},,0,yes,VpcId,scalar,vpc,ec2,aws.ec2.describe_vpcs,describe_vpcs,{{ response.Vpcs }},0,VpcId,yes,AWS::EC2::NatGateway,AWS::EC2::VPC,doc,medium,,ec2.DescribeNatGateways: 'VPC in which the NAT gateway is located',vpc-,ec2,vpc,exists in vpc,pending,,,,,,,,
L2_vpc,containment,contained-in,network-acl,ec2,aws.ec2.describe_network_acls,describe_network_acls,{{ response.NetworkAcls }},,0,yes,VpcId,scalar,vpc,ec2,aws.ec2.describe_vpcs,describe_vpcs,{{ response.Vpcs }},0,VpcId,yes,AWS::EC2::NetworkAcl,AWS::EC2::VPC,asff,high,doc,securityhub.GetFindings: 'VPC for the network ACL',vpc-,ec2,vpc,exists in vpc,pending,,,,,,,,
L2_vpc,containment,contained-in,peering-connection,ec2,aws.ec2.describe_vpc_peering_connections,describe_vpc_peering_connections,{{ response.VpcPeeringConnections }},,0,yes,AccepterVpcInfo.VpcId,dotted,vpc,ec2,aws.ec2.describe_vpcs,describe_vpcs,{{ response.Vpcs }},0,VpcId,yes,AWS::EC2::VPCPeeringConnection,AWS::EC2::VPC,asff,high,doc,securityhub.GetFindings: 'VPC',vpc-,ec2,vpc,exists in vpc,pending,,,,,,,,
L2_vpc,containment,contained-in,peering-connection,ec2,aws.ec2.describe_vpc_peering_connections,describe_vpc_peering_connections,{{ response.VpcPeeringConnections }},,0,yes,RequesterVpcInfo.VpcId,dotted,vpc,ec2,aws.ec2.describe_vpcs,describe_vpcs,{{ response.Vpcs }},0,VpcId,yes,AWS::EC2::VPCPeeringConnection,AWS::EC2::VPC,asff,high,doc,securityhub.GetFindings: 'VPC',vpc-,ec2,vpc,exists in vpc,pending,,,,,,,,
L2_vpc,containment,contained-in,rds,rds,aws.rds.describe_db_instances,describe_db_instances,{{ response.DBInstances }},,0,yes,DBSubnetGroup.VpcId,dotted,vpc,ec2,aws.ec2.describe_vpcs,describe_vpcs,{{ response.Vpcs }},0,VpcId,yes,AWS::RDS::DBInstance,AWS::EC2::VPC,c7n,high,,aws.rds.filters.vpc,vpc-,ec2,vpc,exists in vpc,pending,,,,,,,,
L2_vpc,containment,contained-in,rds,rds,aws.rds.describe_db_instances,describe_db_instances,{{ response.DBInstances }},,0,yes,DbSubnetGroup.VpcId,dotted,vpc,ec2,aws.ec2.describe_vpcs,describe_vpcs,{{ response.Vpcs }},0,VpcId,yes,AWS::RDS::DBInstance,AWS::EC2::VPC,asff,medium,,securityhub.GetFindings: 'subnet group',vpc-,ec2,vpc,exists in vpc,pending,,,,,,,,
L2_vpc,containment,contained-in,rds-proxy,rds,aws.rds.describe_db_proxies,describe_db_proxies,{{ response.DBProxies }},,0,yes,VpcId,scalar,vpc,ec2,aws.ec2.describe_vpcs,describe_vpcs,{{ response.Vpcs }},0,VpcId,yes,AWS::RDS::DBProxy,AWS::EC2::VPC,c7n,high,doc,aws.rds-proxy.filters.vpc,vpc-,ec2,vpc,exists in vpc,pending,,,,,,,,
L2_vpc,containment,contained-in,redshift,redshift,aws.redshift.describe_clusters,describe_clusters,{{ response.Clusters }},,0,yes,VpcId,scalar,vpc,ec2,aws.ec2.describe_vpcs,describe_vpcs,{{ response.Vpcs }},0,VpcId,yes,AWS::Redshift::Cluster,AWS::EC2::VPC,asff,high,doc,securityhub.GetFindings: 'VPC that the cluster is in',vpc-,ec2,vpc,exists in vpc,pending,,,,,,,,
L2_vpc,containment,contained-in,redshift,redshift,aws.redshift.describe_clusters,describe_clusters,{{ response.Clusters }},,0,yes,VpcSecurityGroupIds.items,dotted,vpc,ec2,aws.ec2.describe_vpcs,describe_vpcs,{{ response.Vpcs }},0,VpcId,yes,AWS::Redshift::Cluster,AWS::EC2::VPC,cfn,high,,AWS::Redshift::Cluster/properties/VpcSecurityGroupIds/items,vpc-,ec2,vpc,exists in vpc,pending,,,,,,,,
L2_vpc,containment,contained-in,redshift-subnet-group,redshift,aws.redshift.describe_cluster_subnet_groups,describe_cluster_subnet_groups,{{ response.ClusterSubnetGroups }},,0,yes,VpcId,scalar,vpc,ec2,aws.ec2.describe_vpcs,describe_vpcs,{{ response.Vpcs }},0,VpcId,yes,AWS::Redshift::ClusterSubnetGroup,AWS::EC2::VPC,doc,medium,,redshift.DescribeClusterSubnetGroups: 'cluster subnet group',vpc-,ec2,vpc,exists in vpc,pending,,,,,,,,
L2_vpc,containment,contained-in,resolver-logs,route53resolver,aws.route53resolver.list_resolver_query_log_configs,list_resolver_query_log_configs,{{ response.ResolverQueryLogConfigs }},,0,yes,ResourceArn,scalar,vpc,ec2,aws.ec2.describe_vpcs,describe_vpcs,{{ response.Vpcs }},0,VpcId,yes,AWS::Route53Resolver::ResolverQueryLoggingConfig,AWS::EC2::VPC,c7n,high,,aws.resolver-logs.filters.is-associated,vpc-,ec2,vpc,exists in vpc,pending,,,,,,,,
L2_vpc,containment,contained-in,route-table,ec2,aws.ec2.describe_route_tables,describe_route_tables,{{ response.RouteTables }},,0,yes,VpcId,scalar,vpc,ec2,aws.ec2.describe_vpcs,describe_vpcs,{{ response.Vpcs }},0,VpcId,yes,AWS::EC2::RouteTable,AWS::EC2::VPC,c7n,high,"asff,doc",aws.route-table.filters.vpc,vpc-,ec2,vpc,exists in vpc,pending,,,,,,,,
L2_vpc,containment,contained-in,security-group,ec2,aws.ec2.describe_security_groups,describe_security_groups,{{ response.SecurityGroups }},,0,yes,IpPermissionsEgress[].UserIdGroupPairs[].VpcId,list_nested,vpc,ec2,aws.ec2.describe_vpcs,describe_vpcs,{{ response.Vpcs }},0,VpcId,yes,AWS::EC2::SecurityGroup,AWS::EC2::VPC,asff,high,doc,securityhub.GetFindings: 'VPC for the referenced security group',vpc-,ec2,vpc,exists in vpc,pending,,,,,,,,
L2_vpc,containment,contained-in,security-group,ec2,aws.ec2.describe_security_groups,describe_security_groups,{{ response.SecurityGroups }},,0,yes,IpPermissions[].UserIdGroupPairs[].VpcId,list_nested,vpc,ec2,aws.ec2.describe_vpcs,describe_vpcs,{{ response.Vpcs }},0,VpcId,yes,AWS::EC2::SecurityGroup,AWS::EC2::VPC,asff,high,doc,securityhub.GetFindings: 'VPC for the referenced security group',vpc-,ec2,vpc,exists in vpc,pending,,,,,,,,
L2_vpc,containment,contained-in,security-group,ec2,aws.ec2.describe_security_groups,describe_security_groups,{{ response.SecurityGroups }},,0,yes,VpcId,scalar,vpc,ec2,aws.ec2.describe_vpcs,describe_vpcs,{{ response.Vpcs }},0,VpcId,yes,AWS::EC2::SecurityGroup,AWS::EC2::VPC,hand,high,"asff,doc",hand-authored from API response shape,vpc-,ec2,vpc,exists in vpc,pending,,,,,,,,
L2_vpc,containment,contained-in,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},,0,yes,VpcId,scalar,vpc,ec2,aws.ec2.describe_vpcs,describe_vpcs,{{ response.Vpcs }},0,VpcId,yes,AWS::EC2::Subnet,AWS::EC2::VPC,c7n,high,"asff,doc,hand",aws.subnet.filters.vpc,vpc-,ec2,vpc,exists in vpc,pending,,,,,,,,
L2_vpc,containment,contained-in,vpc-endpoint,ec2,aws.ec2.describe_vpc_endpoints,describe_vpc_endpoints,{{ response.VpcEndpoints }},,0,yes,SecurityGroupIds.items.anyOf[2],dotted,vpc,ec2,aws.ec2.describe_vpcs,describe_vpcs,{{ response.Vpcs }},0,VpcId,yes,AWS::EC2::VPCEndpoint,AWS::EC2::VPC,cfn,high,,AWS::EC2::VPCEndpoint/properties/SecurityGroupIds/items/anyOf[2],vpc-,ec2,vpc,exists in vpc,pending,,,,,,,,
L2_vpc,containment,contained-in,vpc-endpoint,ec2,aws.ec2.describe_vpc_endpoints,describe_vpc_endpoints,{{ response.VpcEndpoints }},,0,yes,VpcId,scalar,vpc,ec2,aws.ec2.describe_vpcs,describe_vpcs,{{ response.Vpcs }},0,VpcId,yes,AWS::EC2::VPCEndpoint,AWS::EC2::VPC,c7n,high,doc,aws.vpc-endpoint.filters.vpc,vpc-,ec2,vpc,exists in vpc,pending,,,,,,,,
L2_vpc,containment,contained-in,vpn-gateway,ec2,aws.ec2.describe_vpn_gateways,,,,,no,VpcAttachments[].VpcId,list_dict,vpc,ec2,aws.ec2.describe_vpcs,describe_vpcs,{{ response.Vpcs }},0,VpcId,yes,AWS::EC2::VPNGateway,AWS::EC2::VPC,doc,medium,,ec2.DescribeVpnGateways: 'VPC',vpc-,ec2,vpc,exists in vpc,pending,,,,,,,,
L4_subnet,containment,contained-in,app-elb,elbv2,aws.elbv2.describe_load_balancers,describe_load_balancers,{{ response.LoadBalancers }},,0,yes,AvailabilityZones[].SubnetId,list_dict,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,AWS::ElasticLoadBalancingV2::LoadBalancer,AWS::EC2::Subnet,c7n,high,"asff,doc",aws.app-elb.filters.subnet,subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,asg,autoscaling,aws.autoscaling.describe_auto_scaling_groups,describe_auto_scaling_groups,{{ response.AutoScalingGroups }},,0,yes,,,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,AWS::AutoScaling::AutoScalingGroup,AWS::EC2::Subnet,c7n,declared-no-path,,aws.asg.filters.subnet,subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,batch-compute,batch,aws.batch.describe_compute_environments,describe_compute_environments,{{ response.computeEnvironments }},,0,yes,computeResources.subnets[],list_scalar,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,AWS::Batch::ComputeEnvironment,AWS::EC2::Subnet,c7n,high,,aws.batch-compute.filters.subnet,subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,cache-cluster,elasticache,aws.elasticache.describe_cache_clusters,describe_cache_clusters,{{ response.CacheClusters }},,0,yes,,,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,AWS::ElastiCache::CacheCluster,AWS::EC2::Subnet,c7n,declared-no-path,,aws.cache-cluster.filters.subnet,subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,cache-subnet-group,elasticache,aws.elasticache.describe_cache_subnet_groups,describe_cache_subnet_groups,{{ response.CacheSubnetGroups }},,0,yes,Subnets[].SubnetIdentifier,list_dict,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,AWS::ElastiCache::SubnetGroup,AWS::EC2::Subnet,doc,medium,,elasticache.DescribeCacheSubnetGroups: 'subnet',subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,cache-subnet-group,elasticache,aws.elasticache.describe_cache_subnet_groups,describe_cache_subnet_groups,{{ response.CacheSubnetGroups }},,0,yes,Subnets[].SubnetOutpost.SubnetOutpostArn,list_dict,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,AWS::ElastiCache::SubnetGroup,AWS::EC2::Subnet,doc,medium,,elasticache.DescribeCacheSubnetGroups: 'subnet',subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,cloudhsm-cluster,cloudhsmv2,aws.cloudhsmv2.describe_clusters,describe_clusters,{{ response.Clusters }},,0,yes,,,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,,AWS::EC2::Subnet,c7n,declared-no-path,,aws.cloudhsm-cluster.filters.subnet,subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,codebuild,codebuild,aws.codebuild.list_projects,list_projects,{{ response.projects }},,0,yes,vpcConfig.subnets[],list_scalar,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,AWS::CodeBuild::Project,AWS::EC2::Subnet,c7n,high,,aws.codebuild.filters.subnet,subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,dax,dax,aws.dax.describe_clusters,describe_clusters,{{ response.Clusters }},,0,yes,,,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,AWS::DAX::Cluster,AWS::EC2::Subnet,c7n,declared-no-path,,aws.dax.filters.subnet,subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,directory,ds,aws.ds.describe_directories,describe_directories,{{ response.DirectoryDescriptions }},,0,yes,VpcSettings.SubnetIds,dotted,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,,AWS::EC2::Subnet,c7n,high,,aws.directory.filters.subnet,subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,dms-instance,dms,aws.dms.describe_replication_instances,describe_replication_instances,{{ response.ReplicationInstances }},,0,yes,ReplicationSubnetGroup.Subnets[].SubnetIdentifier,list_dict,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,AWS::DMS::ReplicationInstance,AWS::EC2::Subnet,c7n,high,,aws.dms-instance.filters.subnet,subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,ec2,ec2,aws.ec2.describe_instances,describe_instances,{{ response.Reservations[].Instances }},,0,yes,NetworkInterfaces[].SubnetId,list_dict,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,AWS::EC2::Instance,AWS::EC2::Subnet,c7n,high,doc,aws.ec2.filters.subnet,subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,ec2,ec2,aws.ec2.describe_instances,describe_instances,{{ response.Reservations[].Instances }},,0,yes,SubnetId,scalar,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,AWS::EC2::Instance,AWS::EC2::Subnet,asff,high,doc,securityhub.GetFindings: 'subnet that the instance was launched in',subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,ec2-spot-fleet-request,ec2,aws.ec2.describe_spot_fleet_requests,,,,,no,SpotFleetRequestConfig.LaunchSpecifications[].NetworkInterfaces[].SubnetId,list_nested,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,AWS::EC2::SpotFleet,AWS::EC2::Subnet,doc,medium,,ec2.DescribeSpotFleetRequests: 'subnet associated with the network interface',subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,ec2-spot-fleet-request,ec2,aws.ec2.describe_spot_fleet_requests,,,,,no,SpotFleetRequestConfig.LaunchSpecifications[].SubnetId,list_dict,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,AWS::EC2::SpotFleet,AWS::EC2::Subnet,doc,medium,,ec2.DescribeSpotFleetRequests: 'subnets in which to launch the instances',subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
