layer,layer_role,edge_type,source_resource,source_service,source_discovery_id,source_operation,source_items_for,source_depends_on,source_hops,source_executable,source_path,path_kind,target_resource,target_service,target_discovery_id,target_operation,target_items_for,target_hops,target_id_field,target_collectable,source_cfn_type,target_cfn_type,relation_source,confidence,corroborated_by,evidence,condition_prefix,condition_arn_service,condition_arn_type,condition_referential,verdict,observed_sources,observed_hits,hit_rate,resolved_targets,dangling_targets,condition_violations,verdict_detail,verified_at
L4_subnet,containment,contained-in,ec2-spot-fleet-request,ec2,aws.ec2.describe_spot_fleet_requests,,,,,no,SpotFleetRequestConfig.LaunchTemplateConfigs[].Overrides[].SubnetId,list_nested,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,AWS::EC2::SpotFleet,AWS::EC2::Subnet,doc,medium,,ec2.DescribeSpotFleetRequests: 'subnet in which to launch the instances',subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,ecs-container-instance,ecs,aws.ecs.list_container_instances,,,,,no,attributes[?name == 'ecs.subnet-id'].value[],list_scalar,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,,AWS::EC2::Subnet,c7n,high,,aws.ecs-container-instance.filters.subnet,subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,ecs-service,ecs,aws.ecs.list_services,,,,,no,,,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,AWS::ECS::Service,AWS::EC2::Subnet,c7n,declared-no-path,,aws.ecs-service.filters.subnet,subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,ecs-task,ecs,aws.ecs.describe_clusters,describe_clusters,{{ response.clusters }},,0,yes,attachments[].details[?name == 'subnetId'].value[],list_nested,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,AWS::ECS::TaskSet,AWS::EC2::Subnet,c7n,high,,aws.ecs-task.filters.subnet,subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,efs-mount-target,efs,aws.efs.describe_mount_targets,describe_mount_targets,{{ response.MountTargets }},,0,yes,SubnetId,scalar,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,AWS::EFS::MountTarget,AWS::EC2::Subnet,c7n,high,,aws.efs-mount-target.filters.subnet,subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,eks,eks,aws.eks.list_clusters,list_clusters,{{ response.clusters }},,0,yes,resourcesVpcConfig.subnetIds[],list_scalar,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,AWS::EKS::Cluster,AWS::EC2::Subnet,c7n,high,,aws.eks.filters.subnet,subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,elasticsearch,es,aws.es.list_domain_names,list_domain_names,{{ response.DomainNames }},,0,yes,VPCOptions.SubnetIds[],list_scalar,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,AWS::Elasticsearch::Domain,AWS::EC2::Subnet,c7n,high,,aws.elasticsearch.filters.subnet,subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,elb,elb,aws.elb.describe_load_balancers,describe_load_balancers,{{ response.LoadBalancerDescriptions }},,0,yes,Subnets[],list_scalar,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,AWS::ElasticLoadBalancing::LoadBalancer,AWS::EC2::Subnet,c7n,high,,aws.elb.filters.subnet,subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,emr,emr,aws.emr.list_clusters,list_clusters,{{ response.Clusters }},,0,yes,Ec2InstanceAttributes.RequestedEc2SubnetIds[],list_scalar,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,AWS::EMR::Cluster,AWS::EC2::Subnet,c7n,high,,aws.emr.filters.subnet,subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,eni,ec2,aws.ec2.describe_network_interfaces,describe_network_interfaces,{{ response.NetworkInterfaces }},,0,yes,SubnetId,scalar,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,AWS::EC2::NetworkInterface,AWS::EC2::Subnet,c7n,high,doc,aws.eni.filters.subnet,subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,firehose,firehose,aws.firehose.list_delivery_streams,,,,,no,definitions.VpcConfigurationSubnetIds.items,dotted,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,AWS::KinesisFirehose::DeliveryStream,AWS::EC2::Subnet,cfn,high,,AWS::KinesisFirehose::DeliveryStream/definitions/VpcConfiguration/properties/SubnetIds/items,subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,firewall,network-firewall,aws.network-firewall.list_firewalls,list_firewalls,{{ response.Firewalls }},,0,yes,SubnetMappings[].SubnetId,list_dict,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,AWS::NetworkFirewall::Firewall,AWS::EC2::Subnet,c7n,high,,aws.firewall.filters.subnet,subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,fsx,fsx,aws.fsx.describe_file_systems,describe_file_systems,{{ response.FileSystems }},,0,yes,SubnetIds[],list_scalar,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,AWS::FSx::FileSystem,AWS::EC2::Subnet,c7n,high,,aws.fsx.filters.subnet,subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,glue-connection,glue,aws.glue.get_connections,get_connections,{{ response.ConnectionList }},,0,yes,PhysicalConnectionRequirements.SubnetId,dotted,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,AWS::Glue::Connection,AWS::EC2::Subnet,c7n,high,,aws.glue-connection.filters.subnet,subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,glue-dev-endpoint,glue,aws.glue.get_dev_endpoints,get_dev_endpoints,{{ response.DevEndpoints }},,0,yes,SubnetId,scalar,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,AWS::Glue::DevEndpoint,AWS::EC2::Subnet,c7n,high,,aws.glue-dev-endpoint.filters.subnet,subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,inspector2-finding,inspector2,aws.inspector2.list_findings,list_findings,{{ response.findings }},,0,yes,resources[].details.awsEc2Instance.subnetId,list_dict,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,,AWS::EC2::Subnet,doc,medium,,inspector2.ListFindings: 'Amazon EC2 instance',subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,kafka,kafka,aws.kafka.list_clusters_v2,list_clusters_v2,{{ response.ClusterInfoList }},,0,yes,compound,scalar,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,AWS::MSK::Cluster,AWS::EC2::Subnet,c7n,high,,aws.kafka.filters.subnet,subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,kinesis-analyticsv2,kinesisanalyticsv2,aws.kinesisanalyticsv2.list_applications,list_applications,{{ response.ApplicationSummaries }},,0,yes,ApplicationConfigurationDescription.VpcConfigurationDescriptions[].SubnetIds[],list_nested,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,AWS::KinesisAnalyticsV2::Application,AWS::EC2::Subnet,c7n,high,,aws.kinesis-analyticsv2.filters.subnet,subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,lambda,lambda,aws.lambda.list_functions,list_functions,{{ response.Functions }},,0,yes,VpcConfig.SubnetIds[],list_scalar,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,AWS::Lambda::Function,AWS::EC2::Subnet,c7n,high,,aws.lambda.filters.subnet,subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,message-broker,mq,aws.mq.list_brokers,list_brokers,{{ response.BrokerSummaries }},,0,yes,SubnetIds[],list_scalar,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,AWS::AmazonMQ::Broker,AWS::EC2::Subnet,c7n,high,,aws.message-broker.filters.subnet,subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,nat-gateway,ec2,aws.ec2.describe_nat_gateways,describe_nat_gateways,{{ response.NatGateways }},,0,yes,SubnetId,scalar,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,AWS::EC2::NatGateway,AWS::EC2::Subnet,hand,high,doc,hand-authored from API response shape,subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,network-acl,ec2,aws.ec2.describe_network_acls,describe_network_acls,{{ response.NetworkAcls }},,0,yes,Associations[].SubnetId,list_dict,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,AWS::EC2::NetworkAcl,AWS::EC2::Subnet,c7n,high,doc,aws.network-acl.filters.subnet,subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,rds,rds,aws.rds.describe_db_instances,describe_db_instances,{{ response.DBInstances }},,0,yes,DBSubnetGroup.Subnets[].SubnetIdentifier,list_dict,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,AWS::RDS::DBInstance,AWS::EC2::Subnet,c7n,high,doc,aws.rds.filters.subnet,subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,rds-cluster,rds,aws.rds.describe_db_clusters,describe_db_clusters,{{ response.DBClusters }},,0,yes,,,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,AWS::RDS::DBCluster,AWS::EC2::Subnet,c7n,declared-no-path,,aws.rds-cluster.filters.subnet,subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,rds-proxy,rds,aws.rds.describe_db_proxies,describe_db_proxies,{{ response.DBProxies }},,0,yes,VpcSubnetIds[],list_scalar,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,AWS::RDS::DBProxy,AWS::EC2::Subnet,c7n,high,,aws.rds-proxy.filters.subnet,subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,rds-subnet-group,rds,aws.rds.describe_db_subnet_groups,describe_db_subnet_groups,{{ response.DBSubnetGroups }},,0,yes,Subnets[].SubnetIdentifier,list_dict,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,AWS::RDS::DBSubnetGroup,AWS::EC2::Subnet,doc,medium,,rds.DescribeDBSubnetGroups: 'subnet',subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,redshift,redshift,aws.redshift.describe_clusters,describe_clusters,{{ response.Clusters }},,0,yes,,,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,AWS::Redshift::Cluster,AWS::EC2::Subnet,c7n,declared-no-path,,aws.redshift.filters.subnet,subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,redshift-subnet-group,redshift,aws.redshift.describe_cluster_subnet_groups,describe_cluster_subnet_groups,{{ response.ClusterSubnetGroups }},,0,yes,SubnetIds.items,dotted,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,AWS::Redshift::ClusterSubnetGroup,AWS::EC2::Subnet,cfn,high,,AWS::Redshift::ClusterSubnetGroup/properties/SubnetIds/items,subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,redshift-subnet-group,redshift,aws.redshift.describe_cluster_subnet_groups,describe_cluster_subnet_groups,{{ response.ClusterSubnetGroups }},,0,yes,Subnets[].SubnetIdentifier,list_dict,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,AWS::Redshift::ClusterSubnetGroup,AWS::EC2::Subnet,doc,medium,,redshift.DescribeClusterSubnetGroups: 'subnet',subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,route-table,ec2,aws.ec2.describe_route_tables,describe_route_tables,{{ response.RouteTables }},,0,yes,AssociationSet[].SubnetId,list_dict,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,AWS::EC2::RouteTable,AWS::EC2::Subnet,asff,medium,,securityhub.GetFindings: 'subnet',subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,route-table,ec2,aws.ec2.describe_route_tables,describe_route_tables,{{ response.RouteTables }},,0,yes,Associations[].SubnetId,list_dict,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,AWS::EC2::RouteTable,AWS::EC2::Subnet,c7n,high,doc,aws.route-table.filters.subnet,subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,sagemaker-notebook,sagemaker,aws.sagemaker.list_notebook_instances,list_notebook_instances,{{ response.NotebookInstances }},,0,yes,SubnetId,scalar,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,AWS::SageMaker::NotebookInstance,AWS::EC2::Subnet,c7n,high,,aws.sagemaker-notebook.filters.subnet,subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,transit-attachment,ec2,aws.ec2.describe_transit_gateway_attachments,describe_transit_gateway_attachments,{{ response.TransitGatewayAttachments }},,0,yes,SubnetIds.items,dotted,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,AWS::EC2::TransitGatewayAttachment,AWS::EC2::Subnet,cfn,high,,AWS::EC2::TransitGatewayAttachment/properties/SubnetIds/items,subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,vpc,ec2,aws.ec2.describe_vpcs,describe_vpcs,{{ response.Vpcs }},,0,yes,[Subnets][].SubnetId,list_dict,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,AWS::EC2::VPC,AWS::EC2::Subnet,c7n,high,,aws.vpc.filters.subnet,subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,vpc-endpoint,ec2,aws.ec2.describe_vpc_endpoints,describe_vpc_endpoints,{{ response.VpcEndpoints }},,0,yes,SubnetIds.items,dotted,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,AWS::EC2::VPCEndpoint,AWS::EC2::Subnet,cfn,high,,AWS::EC2::VPCEndpoint/properties/SubnetIds/items,subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,vpc-endpoint,ec2,aws.ec2.describe_vpc_endpoints,describe_vpc_endpoints,{{ response.VpcEndpoints }},,0,yes,SubnetIds[],list_scalar,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,AWS::EC2::VPCEndpoint,AWS::EC2::Subnet,c7n,high,,aws.vpc-endpoint.filters.subnet,subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,workspaces,workspaces,aws.workspaces.describe_workspaces,describe_workspaces,{{ response.Workspaces }},,0,yes,SubnetId,scalar,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,AWS::WorkSpaces::Workspace,AWS::EC2::Subnet,doc,medium,,workspaces.DescribeWorkspaces: 'subnet for the WorkSpace',subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L4_subnet,containment,contained-in,workspaces-directory,workspaces,aws.workspaces.describe_workspace_directories,describe_workspace_directories,{{ response.Directories }},,0,yes,SubnetIds[],list_scalar,subnet,ec2,aws.ec2.describe_subnets,describe_subnets,{{ response.Subnets }},0,SubnetId,yes,,AWS::EC2::Subnet,c7n,high,,aws.workspaces-directory.filters.subnet,subnet-,ec2,subnet,exists in subnet,pending,,,,,,,,
L6_attached,containment,attached-to,ebs,ec2,aws.ec2.describe_volumes,describe_volumes,{{ response.Volumes }},,0,yes,Attachments[].InstanceId,list_dict,ec2,ec2,aws.ec2.describe_instances,describe_instances,{{ response.Reservations[].Instances }},0,InstanceId,yes,AWS::EC2::Volume,AWS::EC2::Instance,hand,high,"asff,doc",hand-authored from API response shape,i-,ec2,instance,exists in ec2,pending,,,,,,,,
L6_attached,containment,attached-to,ebs-snapshot,ec2,aws.ec2.describe_snapshots,describe_snapshots,{{ response.Snapshots }},,0,yes,VolumeId,scalar,ebs,ec2,aws.ec2.describe_volumes,describe_volumes,{{ response.Volumes }},0,VolumeId,yes,,AWS::EC2::Volume,c7n,high,doc,aws.ebs-snapshot.filters.volume,vol-,ec2,volume,exists in ebs,pending,,,,,,,,
L6_attached,containment,attached-to,ec2,ec2,aws.ec2.describe_instances,describe_instances,{{ response.Reservations[].Instances }},,0,yes,BlockDeviceMappings[].Ebs.VolumeId,list_dict,ebs,ec2,aws.ec2.describe_volumes,describe_volumes,{{ response.Volumes }},0,VolumeId,yes,AWS::EC2::Instance,AWS::EC2::Volume,hand,high,doc,hand-authored from API response shape,vol-,ec2,volume,exists in ebs,pending,,,,,,,,
L6_attached,containment,attached-to,ec2,ec2,aws.ec2.describe_instances,describe_instances,{{ response.Reservations[].Instances }},,0,yes,NetworkInterfaces[].Attachment.AttachmentId,list_dict,eni,ec2,aws.ec2.describe_network_interfaces,describe_network_interfaces,{{ response.NetworkInterfaces }},0,NetworkInterfaceId,yes,AWS::EC2::Instance,AWS::EC2::NetworkInterface,doc,medium,,ec2.DescribeInstances: 'network interface attachment',eni-,ec2,network-interface,exists in eni,pending,,,,,,,,
L6_attached,containment,attached-to,ec2,ec2,aws.ec2.describe_instances,describe_instances,{{ response.Reservations[].Instances }},,0,yes,NetworkInterfaces[].NetworkInterfaceId,list_dict,eni,ec2,aws.ec2.describe_network_interfaces,describe_network_interfaces,{{ response.NetworkInterfaces }},0,NetworkInterfaceId,yes,AWS::EC2::Instance,AWS::EC2::NetworkInterface,hand,high,"asff,doc",hand-authored from API response shape,eni-,ec2,network-interface,exists in eni,pending,,,,,,,,
L6_attached,containment,attached-to,ec2-spot-fleet-request,ec2,aws.ec2.describe_spot_fleet_requests,,,,,no,SpotFleetRequestConfig.LaunchSpecifications[].NetworkInterfaces[].NetworkInterfaceId,list_nested,eni,ec2,aws.ec2.describe_network_interfaces,describe_network_interfaces,{{ response.NetworkInterfaces }},0,NetworkInterfaceId,yes,AWS::EC2::SpotFleet,AWS::EC2::NetworkInterface,doc,medium,,ec2.DescribeSpotFleetRequests: 'network interface',eni-,ec2,network-interface,exists in eni,pending,,,,,,,,
L6_attached,containment,attached-to,elastic-ip,ec2,aws.ec2.describe_addresses,describe_addresses,{{ response.Addresses }},,0,yes,NetworkInterfaceId,scalar,eni,ec2,aws.ec2.describe_network_interfaces,describe_network_interfaces,{{ response.NetworkInterfaces }},0,NetworkInterfaceId,yes,AWS::EC2::EIP,AWS::EC2::NetworkInterface,asff,high,doc,securityhub.GetFindings: 'network interface',eni-,ec2,network-interface,exists in eni,pending,,,,,,,,
L6_attached,containment,attached-to,eni,ec2,aws.ec2.describe_network_interfaces,describe_network_interfaces,{{ response.NetworkInterfaces }},,0,yes,Attachment.InstanceId,dotted,ec2,ec2,aws.ec2.describe_instances,describe_instances,{{ response.Reservations[].Instances }},0,InstanceId,yes,AWS::EC2::NetworkInterface,AWS::EC2::Instance,hand,high,"asff,doc",hand-authored from API response shape,i-,ec2,instance,exists in ec2,pending,,,,,,,,
L6_attached,containment,attached-to,fsx,fsx,aws.fsx.describe_file_systems,describe_file_systems,{{ response.FileSystems }},,0,yes,AdministrativeActions[].TargetSnapshotValues.VolumeId,list_dict,ebs,ec2,aws.ec2.describe_volumes,describe_volumes,{{ response.Volumes }},0,VolumeId,yes,AWS::FSx::FileSystem,AWS::EC2::Volume,doc,medium,,fsx.DescribeFileSystems: 'volume that the snapshot is of',vol-,ec2,volume,exists in ebs,pending,,,,,,,,
L6_attached,containment,attached-to,fsx,fsx,aws.fsx.describe_file_systems,describe_file_systems,{{ response.FileSystems }},,0,yes,AdministrativeActions[].TargetVolumeValues.VolumeId,list_dict,ebs,ec2,aws.ec2.describe_volumes,describe_volumes,{{ response.Volumes }},0,VolumeId,yes,AWS::FSx::FileSystem,AWS::EC2::Volume,doc,medium,,fsx.DescribeFileSystems: 'volume',vol-,ec2,volume,exists in ebs,pending,,,,,,,,
L6_attached,containment,attached-to,fsx-backup,fsx,aws.fsx.describe_backups,describe_backups,{{ response.Backups }},,0,yes,FileSystem.AdministrativeActions[].TargetSnapshotValues.VolumeId,list_dict,ebs,ec2,aws.ec2.describe_volumes,describe_volumes,{{ response.Volumes }},0,VolumeId,yes,,AWS::EC2::Volume,doc,medium,,fsx.DescribeBackups: 'volume that the snapshot is of',vol-,ec2,volume,exists in ebs,pending,,,,,,,,
L6_attached,containment,attached-to,fsx-backup,fsx,aws.fsx.describe_backups,describe_backups,{{ response.Backups }},,0,yes,FileSystem.AdministrativeActions[].TargetVolumeValues.VolumeId,list_dict,ebs,ec2,aws.ec2.describe_volumes,describe_volumes,{{ response.Volumes }},0,VolumeId,yes,,AWS::EC2::Volume,doc,medium,,fsx.DescribeBackups: 'volume',vol-,ec2,volume,exists in ebs,pending,,,,,,,,
L6_attached,containment,attached-to,fsx-backup,fsx,aws.fsx.describe_backups,describe_backups,{{ response.Backups }},,0,yes,Volume.AdministrativeActions[].TargetSnapshotValues.VolumeId,list_dict,ebs,ec2,aws.ec2.describe_volumes,describe_volumes,{{ response.Volumes }},0,VolumeId,yes,,AWS::EC2::Volume,doc,medium,,fsx.DescribeBackups: 'volume that the snapshot is of',vol-,ec2,volume,exists in ebs,pending,,,,,,,,
L6_attached,containment,attached-to,fsx-backup,fsx,aws.fsx.describe_backups,describe_backups,{{ response.Backups }},,0,yes,Volume.AdministrativeActions[].TargetVolumeValues.VolumeId,list_dict,ebs,ec2,aws.ec2.describe_volumes,describe_volumes,{{ response.Volumes }},0,VolumeId,yes,,AWS::EC2::Volume,doc,medium,,fsx.DescribeBackups: 'volume',vol-,ec2,volume,exists in ebs,pending,,,,,,,,
L6_attached,containment,attached-to,fsx-backup,fsx,aws.fsx.describe_backups,describe_backups,{{ response.Backups }},,0,yes,Volume.VolumeId,dotted,ebs,ec2,aws.ec2.describe_volumes,describe_volumes,{{ response.Volumes }},0,VolumeId,yes,,AWS::EC2::Volume,doc,medium,,fsx.DescribeBackups: 'volume',vol-,ec2,volume,exists in ebs,pending,,,,,,,,
L6_attached,overlay,attached-to,internet-gateway,ec2,aws.ec2.describe_internet_gateways,describe_internet_gateways,{{ response.InternetGateways }},,0,yes,Attachments[].VpcId,list_dict,vpc,ec2,aws.ec2.describe_vpcs,describe_vpcs,{{ response.Vpcs }},0,VpcId,yes,AWS::EC2::InternetGateway,AWS::EC2::VPC,hand,high,doc,hand-authored from API response shape,vpc-,ec2,vpc,exists in vpc,pending,,,,,,,,
L6_attached,containment,attached-to,route-table,ec2,aws.ec2.describe_route_tables,describe_route_tables,{{ response.RouteTables }},,0,yes,RouteSet[].NetworkInterfaceId,list_dict,eni,ec2,aws.ec2.describe_network_interfaces,describe_network_interfaces,{{ response.NetworkInterfaces }},0,NetworkInterfaceId,yes,AWS::EC2::RouteTable,AWS::EC2::NetworkInterface,asff,medium,,securityhub.GetFindings: 'network interface',eni-,ec2,network-interface,exists in eni,pending,,,,,,,,
L6_attached,containment,attached-to,route-table,ec2,aws.ec2.describe_route_tables,describe_route_tables,{{ response.RouteTables }},,0,yes,Routes[].NetworkInterfaceId,list_dict,eni,ec2,aws.ec2.describe_network_interfaces,describe_network_interfaces,{{ response.NetworkInterfaces }},0,NetworkInterfaceId,yes,AWS::EC2::RouteTable,AWS::EC2::NetworkInterface,doc,medium,,ec2.DescribeRouteTables: 'network interface',eni-,ec2,network-interface,exists in eni,pending,,,,,,,,
O1_identity,overlay,assumes,appstream-fleet,appstream,aws.appstream.describe_fleets,describe_fleets,{{ response.Fleets }},,0,yes,IamRoleArn,scalar,iam-role,iam,aws.iam.list_roles,list_roles,{{ response.Roles }},0,RoleName,yes,AWS::AppStream::Fleet,AWS::IAM::Role,doc,medium,,appstream.DescribeFleets: 'IAM role that is applied to the fleet',,iam,role,exists in iam-role,pending,,,,,,,,
O1_identity,overlay,assumes,ec2,ec2,aws.ec2.describe_instances,describe_instances,{{ response.Reservations[].Instances }},,0,yes,IamInstanceProfile.Arn,dotted,iam-profile,iam,aws.iam.list_instance_profiles,list_instance_profiles,{{ response.InstanceProfiles }},0,InstanceProfileName,yes,AWS::EC2::Instance,AWS::IAM::InstanceProfile,hand,high,,hand-authored from API response shape,,iam,instance-profile,exists in iam-profile,pending,,,,,,,,
O1_identity,overlay,assumes,firehose,firehose,aws.firehose.list_delivery_streams,,,,,no,definitions.ProcessorParameterParameterValue.anyOf[1],dotted,iam-role,iam,aws.iam.list_roles,list_roles,{{ response.Roles }},0,RoleName,yes,AWS::KinesisFirehose::DeliveryStream,AWS::IAM::Role,cfn,high,,AWS::KinesisFirehose::DeliveryStream/definitions/ProcessorParameter/properties/ParameterValue/anyOf[1],,iam,role,exists in iam-role,pending,,,,,,,,
O1_identity,overlay,assumes,lambda,lambda,aws.lambda.list_functions,list_functions,{{ response.Functions }},,0,yes,Role,scalar,iam-role,iam,aws.iam.list_roles,list_roles,{{ response.Roles }},0,RoleName,yes,AWS::Lambda::Function,AWS::IAM::Role,hand,high,,hand-authored from API response shape,,iam,role,exists in iam-role,pending,,,,,,,,
O1_identity,overlay,assumes,rds-cluster,rds,aws.rds.describe_db_clusters,describe_db_clusters,{{ response.DBClusters }},,0,yes,AssociatedRoles[].RoleArn,list_dict,iam-role,iam,aws.iam.list_roles,list_roles,{{ response.Roles }},0,RoleName,yes,AWS::RDS::DBCluster,AWS::IAM::Role,asff,medium,,securityhub.GetFindings: 'IAM role',,iam,role,exists in iam-role,pending,,,,,,,,
O1_identity,overlay,assumes,redshift,redshift,aws.redshift.describe_clusters,describe_clusters,{{ response.Clusters }},,0,yes,IamRoles.items,dotted,iam-role,iam,aws.iam.list_roles,list_roles,{{ response.Roles }},0,RoleName,yes,AWS::Redshift::Cluster,AWS::IAM::Role,cfn,high,,AWS::Redshift::Cluster/properties/IamRoles/items,,iam,role,exists in iam-role,pending,,,,,,,,
