provider,resource,service,id,name,date,arn,arn_type,arn_separator,config_type,cfn_type,enum_spec,detail_spec,parent_spec,id_prefix,dimension,global_resource,universal_taggable,default_report_fields,permissions_enum,permission_prefix,class_path
aws,s3-access-point-multi,s3control,Name,Name,,,accesspoint,/,,AWS::S3::MultiRegionAccessPoint,"[""list_multi_region_access_points"",""AccessPoints"",null]",,,,,False,False,[],,s3,c7n.resources.s3control.MultiRegionAccessPoint
aws,s3-directory,s3,Name,Name,CreationDate,,bucket,/,,AWS::S3Express::DirectoryBucket,"[""list_directory_buckets"",""Buckets[]"",null]",,,,BucketName,False,False,[],"[""s3express:ListAllMyDirectoryBuckets""]",s3express,c7n.resources.s3.S3Directory
aws,s3-storage-lens,s3control,Id,Id,,StorageLensArn,storage-lens,/,,AWS::S3::StorageLens,"[""list_storage_lens_configurations"",""StorageLensConfigurationList"",null]",,,,,False,<object object at 0x10f274960>,[],,s3,c7n.resources.s3control.StorageLens
aws,sagemaker-endpoint,sagemaker,EndpointArn,EndpointName,CreationTime,EndpointArn,,/,,AWS::SageMaker::Endpoint,"[""list_endpoints"",""Endpoints"",null]","[""describe_endpoint"",""EndpointName"",""EndpointName"",null]",,,,False,False,[],,,c7n.resources.sagemaker.SagemakerEndpoint
aws,sagemaker-endpoint-config,sagemaker,EndpointConfigArn,EndpointConfigName,CreationTime,EndpointConfigArn,,/,,AWS::SageMaker::EndpointConfig,"[""list_endpoint_configs"",""EndpointConfigs"",null]","[""describe_endpoint_config"",""EndpointConfigName"",""EndpointConfigName"",null]",,,,False,False,[],,,c7n.resources.sagemaker.SagemakerEndpointConfig
aws,sagemaker-job,sagemaker,TrainingJobArn,TrainingJobName,CreationTime,TrainingJobArn,,/,,,"[""list_training_jobs"",""TrainingJobSummaries"",null]","[""describe_training_job"",""TrainingJobName"",""TrainingJobName"",null]",,,,False,False,[],,,c7n.resources.sagemaker.SagemakerJob
aws,sagemaker-model,sagemaker,ModelArn,ModelName,CreationTime,ModelArn,,/,AWS::SageMaker::Model,AWS::SageMaker::Model,"[""list_models"",""Models"",null]","[""describe_model"",""ModelName"",""ModelName"",null]",,,,False,False,[],,,c7n.resources.sagemaker.Model
aws,sagemaker-notebook,sagemaker,NotebookInstanceArn,NotebookInstanceName,CreationTime,NotebookInstanceArn,,/,,AWS::SageMaker::NotebookInstance,"[""list_notebook_instances"",""NotebookInstances"",null]","[""describe_notebook_instance"",""NotebookInstanceName"",""NotebookInstanceName"",null]",,,,False,False,[],,,c7n.resources.sagemaker.NotebookInstance
aws,sagemaker-transform-job,sagemaker,TransformJobArn,TransformJobName,CreationTime,TransformJobArn,transform-job,/,,,"[""list_transform_jobs"",""TransformJobSummaries"",null]","[""describe_transform_job"",""TransformJobName"",""TransformJobName"",null]",,,,False,False,[],,,c7n.resources.sagemaker.SagemakerTransformJob
aws,scaling-policy,autoscaling,PolicyName,PolicyName,CreatedTime,,scalingPolicy,/,,AWS::AutoScaling::ScalingPolicy,"[""describe_policies"",""ScalingPolicies"",null]",,,,,False,False,[],,,c7n.resources.asg.ScalingPolicy
aws,secrets-manager,secretsmanager,Name,Name,,ARN,,/,AWS::SecretsManager::Secret,AWS::SecretsManager::Secret,"[""list_secrets"",""SecretList"",null]","[""describe_secret"",""SecretId"",""Name"",null]",,,,False,False,[],,,c7n.resources.secretsmanager.SecretsManager
aws,security-group,ec2,GroupId,GroupName,,,security-group,/,AWS::EC2::SecurityGroup,AWS::EC2::SecurityGroup,"[""describe_security_groups"",""SecurityGroups"",null]",,,sg-,,False,False,[],,,c7n.resources.vpc.SecurityGroup
aws,securityhub-finding,securityhub,Id,ProductName,,False,,/,,,"[""get_findings"",""Findings"",null]",,,,,False,False,[],,,c7n.resources.securityhub.SecurityhubFinding
aws,serverless-app,serverlessrepo,ApplicationId,Name,,ApplicationId,,/,,AWS::Serverless::Application,"[""list_applications"",""Applications"",null]",,,,,False,False,"[""ApplicationId"",""Name"",""CreationTime"",""SpdxLicenseId"",""Author""]",,,c7n.resources.sar.ServerlessApp
aws,service-quota,service-quotas,QuotaCode,QuotaName,,QuotaArn,,/,,,"[""list_services"",""Services"",{""MaxResults"":100}]",,,,,False,False,[],,servicequotas,c7n.resources.quotas.ServiceQuota
aws,service-quota-request,service-quotas,Id,Id,,,request,/,,,"[""list_requested_service_quota_change_history"",""RequestedQuotas"",null]",,,,,False,False,[],,servicequotas,c7n.resources.quotas.ServiceQuotaRequest
aws,ses-configuration-set,ses,Name,Name,,,configuration-set,/,,,"[""list_configuration_sets"",""ConfigurationSets"",null]",,,,,False,<object object at 0x10f274aa0>,[],,,c7n.resources.ses.SESConfigurationSet
aws,ses-email-identity,sesv2,IdentityName,IdentityName,,,identity,/,,AWS::SES::EmailIdentity,"[""list_email_identities"",""EmailIdentities"",null]","[""get_email_identity"",""EmailIdentity"",""IdentityName"",null]",,,,False,<object object at 0x10f274ab0>,[],,ses,c7n.resources.ses.SESEmailIdentity
aws,ses-receipt-rule-set,ses,Name,Name,,,receipt-rule-set,/,,,"[""list_receipt_rule_sets"",""RuleSets"",null]","[""describe_receipt_rule_set"",""RuleSetName"",""Name"",null]",,,,False,False,[],,,c7n.resources.ses.SESReceiptRuleSet
aws,shield-attack,shield,AttackId,AttackId,StartTime,False,,/,,,"[""list_attacks"",""Attacks"",null]","[""describe_attack"",""AttackId"",""AttackId"",""Attack""]",,,,False,False,[],,,c7n.resources.shield.ShieldAttack
aws,shield-protection,shield,Id,Name,,False,,/,AWS::Shield::Protection,,"[""list_protections"",""Protections"",null]",,,,,False,False,[],,,c7n.resources.shield.ShieldProtection
aws,simpledb,sdb,DomainName,DomainName,,,domain,/,,,"[""list_domains"",""DomainNames"",null]",,,,,False,False,[],,,c7n.resources.simpledb.SimpleDB
aws,snowball,snowball,JobId,Description,CreationDate,False,,/,,,"[""list_jobs"",""JobListEntries"",null]","[""describe_job"",""JobId"",""JobId"",""JobMetadata""]",,,,False,False,[],,,c7n.resources.snowball.Snowball
aws,snowball-cluster,snowball,ClusterId,Description,CreationDate,False,,/,,,"[""list_clusters"",""ClusterListEntries"",null]","[""describe_cluster"",""ClusterId"",""ClusterId"",""ClusterMetadata""]",,,,False,False,[],,,c7n.resources.snowball.SnowballCluster
aws,sns,sns,TopicArn,DisplayName,,,,/,AWS::SNS::Topic,AWS::SNS::Topic,"[""list_topics"",""Topics"",null]","[""get_topic_attributes"",""TopicArn"",""TopicArn"",""Attributes""]",,,TopicName,False,True,"[""TopicArn"",""DisplayName"",""SubscriptionsConfirmed"",""SubscriptionsPending"",""SubscriptionsDeleted""]",,,c7n.resources.sns.SNS
aws,sns-subscription,sns,SubscriptionArn,SubscriptionArn,,SubscriptionArn,,/,,AWS::SNS::Subscription,"[""list_subscriptions"",""Subscriptions"",null]",,,,SubscriptionArn,False,False,"[""SubscriptionArn"",""Owner"",""Protocol"",""Endpoint"",""TopicArn""]",,,c7n.resources.sns.SNSSubscription
aws,sqs,sqs,QueueUrl,QueueUrl,CreatedTimestamp,QueueArn,,/,AWS::SQS::Queue,AWS::SQS::Queue,"[""list_queues"",""QueueUrls"",{""MaxResults"":1000}]","[""get_queue_attributes"",""QueueUrl"",null,""Attributes""]",,,QueueName,False,<object object at 0x10f274b60>,"[""QueueArn"",""CreatedTimestamp"",""ApproximateNumberOfMessages""]",,,c7n.resources.sqs.SQS
aws,ssm-activation,ssm,ActivationId,Description,CreatedDate,False,,/,,,"[""describe_activations"",""ActivationList"",null]",,,,,False,False,[],,,c7n.resources.ssm.SSMActivation
aws,ssm-data-sync,ssm,SyncName,SyncName,,,resource-data-sync,/,,,"[""list_resource_data_sync"",""ResourceDataSyncItems"",null]",,,,,False,False,[],,,c7n.resources.ssm.SSMDataSync
aws,ssm-document,ssm,Name,Name,RegistrationDate,,document,/,AWS::SSM::Document,AWS::SSM::Document,"[""list_documents"",""DocumentIdentifiers"",{""Filters"":[{""Key"":""Owner"",""Values"":[""Self""]}]}]",,,,,False,False,[],,,c7n.resources.ssm.SSMDocument
aws,ssm-managed-instance,ssm,InstanceId,Name,RegistrationDate,,managed-instance,/,,,"[""describe_instance_information"",""InstanceInformationList"",null]",,,,,False,False,[],,,c7n.resources.ssm.ManagedInstance
aws,ssm-parameter,ssm,Name,Name,,,parameter,/,,AWS::SSM::Parameter,"[""describe_parameters"",""Parameters"",null]",,,,,False,True,[],,,c7n.resources.ssm.SSMParameter
aws,ssm-patch-group,ssm,PatchGroup,PatchGroup,,False,,/,,,"[""describe_patch_groups"",""Mappings"",null]",,,,,False,False,[],,,c7n.resources.ssm.SsmPatchGroup
aws,ssm-session-manager,ssm,SessionId,SessionId,,,session,/,,,"[""describe_sessions"",""Sessions"",null]",,,,,False,False,[],,,c7n.resources.ssm.SSMSessionManager
aws,step-machine,stepfunctions,stateMachineArn,name,creationDate,stateMachineArn,stateMachine,/,AWS::StepFunctions::StateMachine,AWS::StepFunctions::StateMachine,"[""list_state_machines"",""stateMachines"",null]","[""describe_state_machine"",""stateMachineArn"",""stateMachineArn"",null]",,,,False,False,[],,states,c7n.resources.sfn.StepFunction
aws,storage-gateway,storagegateway,GatewayARN,GatewayName,,GatewayARN,gateway,/,,,"[""list_gateways"",""Gateways"",null]",,,,,False,False,[],,,c7n.resources.storagegw.StorageGateway
aws,streaming-distribution,cloudfront,Id,DomainName,LastModifiedTime,ARN,streaming-distribution,/,AWS::CloudFront::StreamingDistribution,AWS::CloudFront::StreamingDistribution,"[""list_streaming_distributions"",""StreamingDistributionList.Items"",null]",,,,DistributionId,False,True,[],,,c7n.resources.cloudfront.StreamingDistribution
aws,subnet,ec2,SubnetId,SubnetId,,,subnet,/,AWS::EC2::Subnet,AWS::EC2::Subnet,"[""describe_subnets"",""Subnets"",null]",,,subnet-,,False,False,[],,,c7n.resources.vpc.Subnet
aws,support-case,support,caseId,displayId,timeCreated,False,,/,,,"[""describe_cases"",""cases"",null]",,,,,True,False,[],,,c7n.resources.support.SupportCase
aws,swf-domain,swf,name,name,,arn,,/,,,"[""list_domains"",""domainInfos"",{""registrationStatus"":""REGISTERED""}]",,,,,False,<object object at 0x10f274cc0>,[],,,c7n.resources.swf.SimpleWorkflowDomain
aws,timestream-database,timestream-write,Arn,DatabaseName,,Arn,,/,,,"[""list_databases"",""Databases"",{}]",,,,,False,False,[],,timestream,c7n.resources.timestream.TimestreamDatabase
aws,timestream-table,timestream-write,Arn,TableName,,Arn,,/,,,"[""list_tables"",""Tables"",{}]",,,,,False,False,[],,timestream,c7n.resources.timestream.TimestreamTable
aws,transfer-server,transfer,ServerId,ServerId,,,server,/,,AWS::Transfer::Server,"[""list_servers"",""Servers"",{""MaxResults"":60}]","[""describe_server"",""ServerId"",""ServerId"",null]",,,,False,False,[],,,c7n.resources.transfer.TransferServer
aws,transfer-user,transfer,UserName,UserName,,Arn,user,/,,AWS::Transfer::User,"[""list_users"",""Users"",null]","[""describe_user"",""UserName"",""UserName"",""User""]","[""transfer-server"",""ServerId"",true]",,,False,False,[],,,c7n.resources.transfer.TransferUser
aws,transit-attachment,ec2,TransitGatewayAttachmentId,TransitGatewayAttachmentId,,False,,/,,AWS::EC2::TransitGatewayAttachment,"[""describe_transit_gateway_attachments"",""TransitGatewayAttachments"",null]",,"[""transit-gateway"",""transit-gateway-id"",null]",tgw-attach-,,False,False,[],,,c7n.resources.vpc.TransitGatewayAttachment
aws,transit-gateway,ec2,TransitGatewayId,TransitGatewayId,,TransitGatewayArn,,/,AWS::EC2::TransitGateway,AWS::EC2::TransitGateway,"[""describe_transit_gateways"",""TransitGateways"",null]",,,tgw-,,False,False,[],,,c7n.resources.vpc.TransitGateway
aws,user-pool,cognito-idp,Id,Name,,Arn,userpool,/,AWS::Cognito::UserPool,AWS::Cognito::UserPool,"[""list_user_pools"",""UserPools"",{""MaxResults"":60}]","[""describe_user_pool"",""UserPoolId"",""Id"",""UserPool""]",,,,False,<object object at 0x10c946f00>,[],,,c7n.resources.cognito.CognitoUserPool
aws,vpc,ec2,VpcId,VpcId,,,vpc,/,AWS::EC2::VPC,AWS::EC2::VPC,"[""describe_vpcs"",""Vpcs"",null]",,,vpc-,,False,False,[],,,c7n.resources.vpc.Vpc
aws,vpc-endpoint,ec2,VpcEndpointId,VpcEndpointId,CreationTimestamp,,vpc-endpoint,/,AWS::EC2::VPCEndpoint,AWS::EC2::VPCEndpoint,"[""describe_vpc_endpoints"",""VpcEndpoints"",null]",,,vpce-,,False,<object object at 0x10f2750b0>,[],,,c7n.resources.vpc.VpcEndpoint
aws,vpn-connection,ec2,VpnConnectionId,VpnConnectionId,,,vpn-connection,/,AWS::EC2::VPNConnection,AWS::EC2::VPNConnection,"[""describe_vpn_connections"",""VpnConnections"",null]",,,vpn-,,False,False,[],,,c7n.resources.vpc.VPNConnection
aws,vpn-gateway,ec2,VpnGatewayId,VpnGatewayId,,,vpn-gateway,/,AWS::EC2::VPNGateway,AWS::EC2::VPNGateway,"[""describe_vpn_gateways"",""VpnGateways"",null]",,,vgw-,,False,False,[],,,c7n.resources.vpc.VPNGateway
aws,waf,waf,WebACLId,Name,,,webacl,/,AWS::WAF::WebACL,AWS::WAF::WebACL,"[""list_web_acls"",""WebACLs"",null]","[""get_web_acl"",""WebACLId"",""WebACLId"",""WebACL""]",,,WebACL,True,False,[],"[""waf:ListWebACLs""]",,c7n.resources.waf.WAF
aws,waf-regional,waf-regional,WebACLId,Name,,WebACLArn,webacl,/,AWS::WAFRegional::WebACL,AWS::WAFRegional::WebACL,"[""list_web_acls"",""WebACLs"",null]","[""get_web_acl"",""WebACLId"",""WebACLId"",""WebACL""]",,,WebACL,False,<object object at 0x10f2751a0>,[],"[""waf-regional:ListWebACLs""]",,c7n.resources.waf.RegionalWAF
aws,wafv2,wafv2,Id,Name,,ARN,webacl,/,AWS::WAFv2::WebACL,AWS::WAFv2::WebACL,"[""list_web_acls"",""WebACLs"",null]","[""get_web_acl"",""Id"",""Id"",""WebACL""]",,,WebACL,False,<object object at 0x10f2751b0>,[],"[""wafv2:ListWebACLs""]",,c7n.resources.waf.WAFV2
aws,workspaces,workspaces,WorkspaceId,WorkspaceId,,,workspace,/,AWS::WorkSpaces::Workspace,AWS::WorkSpaces::Workspace,"[""describe_workspaces"",""Workspaces"",null]",,,,WorkspaceId,False,True,[],,,c7n.resources.workspaces.Workspace
aws,workspaces-directory,workspaces,DirectoryId,DirectoryName,,,directory,/,,,"[""describe_workspace_directories"",""Directories"",null]",,,,,False,True,[],,,c7n.resources.workspaces.WorkspaceDirectory
aws,workspaces-image,workspaces,ImageId,ImageId,,,workspaceimage,/,,,"[""describe_workspace_images"",""Images"",null]",,,,,False,True,[],,,c7n.resources.workspaces.WorkspaceImage
aws,workspaces-web,workspaces-web,portalArn,displayName,,portalArn,portal,/,,,"[""list_portals"",""portals"",null]",,,,,False,False,[],,,c7n.resources.workspaces.WorkspacesWeb
aws,xray-group,xray,GroupName,GroupName,,GroupARN,group,/,,AWS::XRay::Group,"[""get_groups"",""Groups"",null]",,,,,False,<object object at 0x10f275280>,[],,,c7n.resources.xray.XRayGroup
aws,xray-rule,xray,RuleName,RuleName,,RuleARN,sampling-rule,/,,AWS::XRay::SamplingRule,"[""get_sampling_rules"",""SamplingRuleRecords"",null]",,,,,False,<object object at 0x10f275290>,[],,,c7n.resources.xray.XRaySamplingRule
