key,service,layer_id,layer_name,kind,overlay_group,rule,notes
cloudwatch.alarm,cloudwatch,R1,regional,spatial,,regional-service,"cloudwatch is regional, outside any VPC"
cloudwatch.alarm_history,cloudwatch,R1,regional,spatial,,regional-service,"cloudwatch is regional, outside any VPC"
cloudwatch.alarm_mute_rule,cloudwatch,R1,regional,spatial,,regional-service,"cloudwatch is regional, outside any VPC"
cloudwatch.alarms_for_metric,cloudwatch,R1,regional,spatial,,regional-service,"cloudwatch is regional, outside any VPC"
cloudwatch.anomaly_detector,cloudwatch,R1,regional,spatial,,regional-service,"cloudwatch is regional, outside any VPC"
cloudwatch.composite_alarm,cloudwatch,R1,regional,spatial,,regional-service,"cloudwatch is regional, outside any VPC"
cloudwatch.dashboard,cloudwatch,R1,regional,spatial,,regional-service,"cloudwatch is regional, outside any VPC"
cloudwatch.insight_rule,cloudwatch,R1,regional,spatial,,regional-service,"cloudwatch is regional, outside any VPC"
cloudwatch.log_alarm,cloudwatch,R1,regional,spatial,,regional-service,"cloudwatch is regional, outside any VPC"
cloudwatch.metric_stream,cloudwatch,R1,regional,spatial,,regional-service,"cloudwatch is regional, outside any VPC"
cloudwatch.o_tel_enrichment,cloudwatch,R1,regional,spatial,,regional-service,"cloudwatch is regional, outside any VPC"
cloudwatch.tags_for_resource,cloudwatch,R1,regional,spatial,,regional-service,"cloudwatch is regional, outside any VPC"
codeartifact.domain,codeartifact,R1,regional,spatial,,regional,collectable but has no VPC presence
codeartifact.repository,codeartifact,R1,regional,spatial,,regional,collectable but has no VPC presence
codebuild.fleet,codebuild,R1,regional,spatial,,regional-service,"codebuild is regional, outside any VPC"
codebuild.report_group,codebuild,R1,regional,spatial,,regional-service,"codebuild is regional, outside any VPC"
codebuild.source_credential,codebuild,R1,regional,spatial,,regional-service,"codebuild is regional, outside any VPC"
codecatalyst.access_token,codecatalyst,R1,regional,spatial,,regional,collectable but has no VPC presence
codecatalyst.dev_environment,codecatalyst,R1,regional,spatial,,regional,collectable but has no VPC presence
codecatalyst.dev_environment_session,codecatalyst,R1,regional,spatial,,regional,collectable but has no VPC presence
codecatalyst.event_log,codecatalyst,R1,regional,spatial,,regional,collectable but has no VPC presence
codecatalyst.project,codecatalyst,R1,regional,spatial,,regional,collectable but has no VPC presence
codecatalyst.source_repository,codecatalyst,R1,regional,spatial,,regional,collectable but has no VPC presence
codecatalyst.source_repository_branch,codecatalyst,R1,regional,spatial,,regional,collectable but has no VPC presence
codecatalyst.source_repository_clone_url,codecatalyst,R1,regional,spatial,,regional,collectable but has no VPC presence
codecatalyst.space,codecatalyst,R1,regional,spatial,,regional,collectable but has no VPC presence
codecatalyst.subscription,codecatalyst,R1,regional,spatial,,regional,collectable but has no VPC presence
codecatalyst.user_detail,codecatalyst,R1,regional,spatial,,regional,collectable but has no VPC presence
codecatalyst.workflow,codecatalyst,R1,regional,spatial,,regional,collectable but has no VPC presence
codecatalyst.workflow_run,codecatalyst,R1,regional,spatial,,regional,collectable but has no VPC presence
codecommit.approval_rule_template,codecommit,R1,regional,spatial,,regional-service,"codecommit is regional, outside any VPC"
codecommit.blob,codecommit,R1,regional,spatial,,regional-service,"codecommit is regional, outside any VPC"
codecommit.branch,codecommit,R1,regional,spatial,,regional-service,"codecommit is regional, outside any VPC"
codecommit.comment,codecommit,R1,regional,spatial,,regional-service,"codecommit is regional, outside any VPC"
codecommit.comment_reaction,codecommit,R1,regional,spatial,,regional-service,"codecommit is regional, outside any VPC"
codecommit.comments_for_compared_commit,codecommit,R1,regional,spatial,,regional-service,"codecommit is regional, outside any VPC"
codecommit.comments_for_pull_request,codecommit,R1,regional,spatial,,regional-service,"codecommit is regional, outside any VPC"
codecommit.commit,codecommit,R1,regional,spatial,,regional-service,"codecommit is regional, outside any VPC"
codecommit.difference,codecommit,R1,regional,spatial,,regional-service,"codecommit is regional, outside any VPC"
codecommit.file,codecommit,R1,regional,spatial,,regional-service,"codecommit is regional, outside any VPC"
codecommit.file_commit_history,codecommit,R1,regional,spatial,,regional-service,"codecommit is regional, outside any VPC"
codecommit.folder,codecommit,R1,regional,spatial,,regional-service,"codecommit is regional, outside any VPC"
codecommit.merge_commit,codecommit,R1,regional,spatial,,regional-service,"codecommit is regional, outside any VPC"
codecommit.merge_conflict,codecommit,R1,regional,spatial,,regional-service,"codecommit is regional, outside any VPC"
codecommit.pull_request,codecommit,R1,regional,spatial,,regional-service,"codecommit is regional, outside any VPC"
codecommit.pull_request_approval_state,codecommit,R1,regional,spatial,,regional-service,"codecommit is regional, outside any VPC"
codecommit.pull_request_event,codecommit,R1,regional,spatial,,regional-service,"codecommit is regional, outside any VPC"
codecommit.pull_request_override_state,codecommit,R1,regional,spatial,,regional-service,"codecommit is regional, outside any VPC"
codecommit.repository,codecommit,R1,regional,spatial,,regional-service,"codecommit is regional, outside any VPC"
codecommit.repository_trigger,codecommit,R1,regional,spatial,,regional-service,"codecommit is regional, outside any VPC"
codecommit.tags_for_resource,codecommit,R1,regional,spatial,,regional-service,"codecommit is regional, outside any VPC"
codeconnections.connection,codeconnections,R1,regional,spatial,,regional,collectable but has no VPC presence
codeconnections.host,codeconnections,R1,regional,spatial,,regional,collectable but has no VPC presence
codeconnections.repository_link,codeconnections,R1,regional,spatial,,regional,collectable but has no VPC presence
codeconnections.repository_sync_definition,codeconnections,R1,regional,spatial,,regional,collectable but has no VPC presence
codeconnections.repository_sync_status,codeconnections,R1,regional,spatial,,regional,collectable but has no VPC presence
codeconnections.resource_sync_status,codeconnections,R1,regional,spatial,,regional,collectable but has no VPC presence
codeconnections.sync_blocker_summary,codeconnections,R1,regional,spatial,,regional,collectable but has no VPC presence
codeconnections.sync_configuration,codeconnections,R1,regional,spatial,,regional,collectable but has no VPC presence
codeconnections.tags_for_resource,codeconnections,R1,regional,spatial,,regional,collectable but has no VPC presence
codedeploy.application,codedeploy,R1,regional,spatial,,regional,collectable but has no VPC presence
codedeploy.application_revision,codedeploy,R1,regional,spatial,,regional,collectable but has no VPC presence
codedeploy.codedeploy_deployment,codedeploy,R1,regional,spatial,,regional,collectable but has no VPC presence
codedeploy.deployment,codedeploy,R1,regional,spatial,,regional,collectable but has no VPC presence
codedeploy.deployment_config,codedeploy,R1,regional,spatial,,regional,collectable but has no VPC presence
codedeploy.deployment_instance,codedeploy,R1,regional,spatial,,regional,collectable but has no VPC presence
codedeploy.deployment_target,codedeploy,R1,regional,spatial,,regional,collectable but has no VPC presence
codedeploy.git_hub_account_token_name,codedeploy,R1,regional,spatial,,regional,collectable but has no VPC presence
codedeploy.on_premises_instance,codedeploy,R1,regional,spatial,,regional,collectable but has no VPC presence
codedeploy.tags_for_resource,codedeploy,R1,regional,spatial,,regional,collectable but has no VPC presence
codeguru-reviewer.code_review,codeguru-reviewer,R1,regional,spatial,,regional,collectable but has no VPC presence
codeguru-reviewer.recommendation,codeguru-reviewer,R1,regional,spatial,,regional,collectable but has no VPC presence
codeguru-reviewer.recommendation_feedback,codeguru-reviewer,R1,regional,spatial,,regional,collectable but has no VPC presence
codeguru-reviewer.repository_association,codeguru-reviewer,R1,regional,spatial,,regional,collectable but has no VPC presence
codeguru-reviewer.tags_for_resource,codeguru-reviewer,R1,regional,spatial,,regional,collectable but has no VPC presence
codeguru-security.account_configuration,codeguru-security,R1,regional,spatial,,regional,collectable but has no VPC presence
codeguru-security.finding,codeguru-security,R1,regional,spatial,,regional,collectable but has no VPC presence
codeguru-security.findings_metric,codeguru-security,R1,regional,spatial,,regional,collectable but has no VPC presence
codeguru-security.metrics_summary,codeguru-security,R1,regional,spatial,,regional,collectable but has no VPC presence
codeguru-security.scan,codeguru-security,R1,regional,spatial,,regional,collectable but has no VPC presence
codeguru-security.tags_for_resource,codeguru-security,R1,regional,spatial,,regional,collectable but has no VPC presence
codeguruprofiler.findings_report,codeguruprofiler,R1,regional,spatial,,regional,collectable but has no VPC presence
codeguruprofiler.findings_report_account_summary,codeguruprofiler,R1,regional,spatial,,regional,collectable but has no VPC presence
codeguruprofiler.notification_configuration,codeguruprofiler,R1,regional,spatial,,regional,collectable but has no VPC presence
codeguruprofiler.policy,codeguruprofiler,R1,regional,spatial,,regional,collectable but has no VPC presence
codeguruprofiler.profile,codeguruprofiler,R1,regional,spatial,,regional,collectable but has no VPC presence
codeguruprofiler.profile_time,codeguruprofiler,R1,regional,spatial,,regional,collectable but has no VPC presence
codeguruprofiler.profiling_group,codeguruprofiler,R1,regional,spatial,,regional,collectable but has no VPC presence
codeguruprofiler.recommendation,codeguruprofiler,R1,regional,spatial,,regional,collectable but has no VPC presence
codeguruprofiler.tags_for_resource,codeguruprofiler,R1,regional,spatial,,regional,collectable but has no VPC presence
codepipeline.action_execution,codepipeline,R1,regional,spatial,,regional-service,"codepipeline is regional, outside any VPC"
codepipeline.action_type,codepipeline,R1,regional,spatial,,regional-service,"codepipeline is regional, outside any VPC"
codepipeline.custom_action_type,codepipeline,R1,regional,spatial,,regional-service,"codepipeline is regional, outside any VPC"
codepipeline.deploy_action_execution_target,codepipeline,R1,regional,spatial,,regional-service,"codepipeline is regional, outside any VPC"
codepipeline.job_detail,codepipeline,R1,regional,spatial,,regional-service,"codepipeline is regional, outside any VPC"
codepipeline.pipeline,codepipeline,R1,regional,spatial,,regional-service,"codepipeline is regional, outside any VPC"
codepipeline.pipeline_execution,codepipeline,R1,regional,spatial,,regional-service,"codepipeline is regional, outside any VPC"
codepipeline.pipeline_state,codepipeline,R1,regional,spatial,,regional-service,"codepipeline is regional, outside any VPC"
codepipeline.rule_execution,codepipeline,R1,regional,spatial,,regional-service,"codepipeline is regional, outside any VPC"
codepipeline.tags_for_resource,codepipeline,R1,regional,spatial,,regional-service,"codepipeline is regional, outside any VPC"
codepipeline.third_party_job_detail,codepipeline,R1,regional,spatial,,regional-service,"codepipeline is regional, outside any VPC"
codepipeline.webhook,codepipeline,R1,regional,spatial,,regional-service,"codepipeline is regional, outside any VPC"
codestar-connections.connection,codestar-connections,R1,regional,spatial,,regional,collectable but has no VPC presence
codestar-connections.repository_link,codestar-connections,R1,regional,spatial,,regional,collectable but has no VPC presence
codestar-connections.repository_sync_definition,codestar-connections,R1,regional,spatial,,regional,collectable but has no VPC presence
codestar-connections.repository_sync_status,codestar-connections,R1,regional,spatial,,regional,collectable but has no VPC presence
codestar-connections.resource_sync_status,codestar-connections,R1,regional,spatial,,regional,collectable but has no VPC presence
codestar-connections.sync_blocker_summary,codestar-connections,R1,regional,spatial,,regional,collectable but has no VPC presence
codestar-connections.sync_configuration,codestar-connections,R1,regional,spatial,,regional,collectable but has no VPC presence
codestar-connections.tags_for_resource,codestar-connections,R1,regional,spatial,,regional,collectable but has no VPC presence
codestar-notifications.event_type,codestar-notifications,R1,regional,spatial,,regional,collectable but has no VPC presence
codestar-notifications.notification_rule,codestar-notifications,R1,regional,spatial,,regional,collectable but has no VPC presence
codestar-notifications.tags_for_resource,codestar-notifications,R1,regional,spatial,,regional,collectable but has no VPC presence
codestar-notifications.target,codestar-notifications,R1,regional,spatial,,regional,collectable but has no VPC presence
cognito-identity.credentials_for_identity,cognito-identity,R1,regional,spatial,,regional,collectable but has no VPC presence
cognito-identity.id,cognito-identity,R1,regional,spatial,,regional,collectable but has no VPC presence
cognito-identity.identity,cognito-identity,R1,regional,spatial,,regional,collectable but has no VPC presence
cognito-identity.identity_pool,cognito-identity,R1,regional,spatial,,regional,collectable but has no VPC presence
cognito-identity.identity_pool_role,cognito-identity,R1,regional,spatial,,regional,collectable but has no VPC presence
cognito-identity.open_id_token,cognito-identity,R1,regional,spatial,,regional,collectable but has no VPC presence
cognito-identity.open_id_token_for_developer_identity,cognito-identity,R1,regional,spatial,,regional,collectable but has no VPC presence
cognito-identity.principal_tag_attribute_map,cognito-identity,R1,regional,spatial,,regional,collectable but has no VPC presence
cognito-identity.tags_for_resource,cognito-identity,R1,regional,spatial,,regional,collectable but has no VPC presence
cognito-identity.user_pool,cognito-identity,R1,regional,spatial,,regional,collectable but has no VPC presence
cognito-idp.csv_header,cognito-idp,R1,regional,spatial,,regional,collectable but has no VPC presence
cognito-idp.device,cognito-idp,R1,regional,spatial,,regional,collectable but has no VPC presence
cognito-idp.group,cognito-idp,R1,regional,spatial,,regional,collectable but has no VPC presence
cognito-idp.identity_provider,cognito-idp,R1,regional,spatial,,regional,collectable but has no VPC presence
cognito-idp.identity_provider_by_identifier,cognito-idp,R1,regional,spatial,,regional,collectable but has no VPC presence
cognito-idp.log_delivery_configuration,cognito-idp,R1,regional,spatial,,regional,collectable but has no VPC presence
cognito-idp.managed_login_branding,cognito-idp,R1,regional,spatial,,regional,collectable but has no VPC presence
cognito-idp.managed_login_branding_by_client,cognito-idp,R1,regional,spatial,,regional,collectable but has no VPC presence
cognito-idp.resource_server,cognito-idp,R1,regional,spatial,,regional,collectable but has no VPC presence
cognito-idp.risk_configuration,cognito-idp,R1,regional,spatial,,regional,collectable but has no VPC presence
cognito-idp.signing_certificate,cognito-idp,R1,regional,spatial,,regional,collectable but has no VPC presence
cognito-idp.tags_for_resource,cognito-idp,R1,regional,spatial,,regional,collectable but has no VPC presence
cognito-idp.term,cognito-idp,R1,regional,spatial,,regional,collectable but has no VPC presence
cognito-idp.tokens_from_refresh_token,cognito-idp,R1,regional,spatial,,regional,collectable but has no VPC presence
cognito-idp.ui_customization,cognito-idp,R1,regional,spatial,,regional,collectable but has no VPC presence
cognito-idp.user,cognito-idp,R1,regional,spatial,,regional,collectable but has no VPC presence
cognito-idp.user_attribute_verification_code,cognito-idp,R1,regional,spatial,,regional,collectable but has no VPC presence
cognito-idp.user_auth_factor,cognito-idp,R1,regional,spatial,,regional,collectable but has no VPC presence
cognito-idp.user_import_job,cognito-idp,R1,regional,spatial,,regional,collectable but has no VPC presence
cognito-idp.user_pool,cognito-idp,R1,regional,spatial,,regional,collectable but has no VPC presence
cognito-idp.user_pool_client,cognito-idp,R1,regional,spatial,,regional,collectable but has no VPC presence
cognito-idp.user_pool_domain,cognito-idp,R1,regional,spatial,,regional,collectable but has no VPC presence
cognito-idp.user_pool_mfa_config,cognito-idp,R1,regional,spatial,,regional,collectable but has no VPC presence
cognito-idp.users_in_group,cognito-idp,R1,regional,spatial,,regional,collectable but has no VPC presence
cognito-idp.web_authn_credential,cognito-idp,R1,regional,spatial,,regional,collectable but has no VPC presence
cognito-sync.bulk_publish_detail,cognito-sync,R1,regional,spatial,,regional,collectable but has no VPC presence
cognito-sync.cognito_event,cognito-sync,R1,regional,spatial,,regional,collectable but has no VPC presence
cognito-sync.dataset,cognito-sync,R1,regional,spatial,,regional,collectable but has no VPC presence
cognito-sync.identity_pool_configuration,cognito-sync,R1,regional,spatial,,regional,collectable but has no VPC presence
cognito-sync.identity_pool_usage,cognito-sync,R1,regional,spatial,,regional,collectable but has no VPC presence
cognito-sync.identity_usage,cognito-sync,R1,regional,spatial,,regional,collectable but has no VPC presence
cognito-sync.record,cognito-sync,R1,regional,spatial,,regional,collectable but has no VPC presence
cognito.user_pool,cognito,R1,regional,spatial,,regional,collectable but has no VPC presence
comprehend.dataset,comprehend,R1,regional,spatial,,regional,collectable but has no VPC presence
comprehend.document_classification_job,comprehend,R1,regional,spatial,,regional,collectable but has no VPC presence
comprehend.document_classifier,comprehend,R1,regional,spatial,,regional,collectable but has no VPC presence
comprehend.document_classifier_summary,comprehend,R1,regional,spatial,,regional,collectable but has no VPC presence
comprehend.dominant_language_detection_job,comprehend,R1,regional,spatial,,regional,collectable but has no VPC presence
comprehend.endpoint,comprehend,R1,regional,spatial,,regional,collectable but has no VPC presence
comprehend.entities_detection_job,comprehend,R1,regional,spatial,,regional,collectable but has no VPC presence
comprehend.entity_recognizer,comprehend,R1,regional,spatial,,regional,collectable but has no VPC presence
comprehend.entity_recognizer_summary,comprehend,R1,regional,spatial,,regional,collectable but has no VPC presence
comprehend.events_detection_job,comprehend,R1,regional,spatial,,regional,collectable but has no VPC presence
comprehend.flywheel,comprehend,R1,regional,spatial,,regional,collectable but has no VPC presence
comprehend.key_phrases_detection_job,comprehend,R1,regional,spatial,,regional,collectable but has no VPC presence
comprehend.pii_entities_detection_job,comprehend,R1,regional,spatial,,regional,collectable but has no VPC presence
comprehend.resource_policy,comprehend,R1,regional,spatial,,regional,collectable but has no VPC presence
comprehend.sentiment_detection_job,comprehend,R1,regional,spatial,,regional,collectable but has no VPC presence
comprehend.tags_for_resource,comprehend,R1,regional,spatial,,regional,collectable but has no VPC presence
comprehend.targeted_sentiment_detection_job,comprehend,R1,regional,spatial,,regional,collectable but has no VPC presence
comprehend.topics_detection_job,comprehend,R1,regional,spatial,,regional,collectable but has no VPC presence
comprehendmedical.entities_detection_v2_job,comprehendmedical,R1,regional,spatial,,regional,collectable but has no VPC presence
comprehendmedical.icd10_cm_inference_job,comprehendmedical,R1,regional,spatial,,regional,collectable but has no VPC presence
comprehendmedical.phi_detection_job,comprehendmedical,R1,regional,spatial,,regional,collectable but has no VPC presence
comprehendmedical.rx_norm_inference_job,comprehendmedical,R1,regional,spatial,,regional,collectable but has no VPC presence
comprehendmedical.snomedct_inference_job,comprehendmedical,R1,regional,spatial,,regional,collectable but has no VPC presence
compute-optimizer-automation.account,compute-optimizer-automation,R1,regional,spatial,,regional,collectable but has no VPC presence
compute-optimizer-automation.automation_event,compute-optimizer-automation,R1,regional,spatial,,regional,collectable but has no VPC presence
compute-optimizer-automation.automation_event_step,compute-optimizer-automation,R1,regional,spatial,,regional,collectable but has no VPC presence
compute-optimizer-automation.automation_event_summary,compute-optimizer-automation,R1,regional,spatial,,regional,collectable but has no VPC presence
compute-optimizer-automation.automation_rule,compute-optimizer-automation,R1,regional,spatial,,regional,collectable but has no VPC presence
compute-optimizer-automation.automation_rule_preview,compute-optimizer-automation,R1,regional,spatial,,regional,collectable but has no VPC presence
compute-optimizer-automation.automation_rule_preview_summary,compute-optimizer-automation,R1,regional,spatial,,regional,collectable but has no VPC presence
compute-optimizer-automation.enrollment_configuration,compute-optimizer-automation,R1,regional,spatial,,regional,collectable but has no VPC presence
compute-optimizer-automation.recommended_action,compute-optimizer-automation,R1,regional,spatial,,regional,collectable but has no VPC presence
compute-optimizer-automation.recommended_action_summary,compute-optimizer-automation,R1,regional,spatial,,regional,collectable but has no VPC presence
compute-optimizer-automation.tags_for_resource,compute-optimizer-automation,R1,regional,spatial,,regional,collectable but has no VPC presence
compute-optimizer.auto_scaling_group_recommendation,compute-optimizer,R1,regional,spatial,,regional,collectable but has no VPC presence
compute-optimizer.ebs_volume_recommendation,compute-optimizer,R1,regional,spatial,,regional,collectable but has no VPC presence
compute-optimizer.ec2_instance_recommendation,compute-optimizer,R1,regional,spatial,,regional,collectable but has no VPC presence
compute-optimizer.ec2_recommendation_projected_metric,compute-optimizer,R1,regional,spatial,,regional,collectable but has no VPC presence
compute-optimizer.ecs_service_recommendation,compute-optimizer,R1,regional,spatial,,regional,collectable but has no VPC presence
compute-optimizer.ecs_service_recommendation_projected_metric,compute-optimizer,R1,regional,spatial,,regional,collectable but has no VPC presence
compute-optimizer.effective_recommendation_preference,compute-optimizer,R1,regional,spatial,,regional,collectable but has no VPC presence
compute-optimizer.enrollment_status,compute-optimizer,R1,regional,spatial,,regional,collectable but has no VPC presence
compute-optimizer.enrollment_statuses_for_organization,compute-optimizer,R1,regional,spatial,,regional,collectable but has no VPC presence
compute-optimizer.idle_recommendation,compute-optimizer,R1,regional,spatial,,regional,collectable but has no VPC presence
compute-optimizer.lambda_function_recommendation,compute-optimizer,R1,regional,spatial,,regional,collectable but has no VPC presence
compute-optimizer.license_recommendation,compute-optimizer,R1,regional,spatial,,regional,collectable but has no VPC presence
compute-optimizer.rds_database_recommendation,compute-optimizer,R1,regional,spatial,,regional,collectable but has no VPC presence
compute-optimizer.rds_database_recommendation_projected_metric,compute-optimizer,R1,regional,spatial,,regional,collectable but has no VPC presence
compute-optimizer.recommendation_export_job,compute-optimizer,R1,regional,spatial,,regional,collectable but has no VPC presence
compute-optimizer.recommendation_preference,compute-optimizer,R1,regional,spatial,,regional,collectable but has no VPC presence
compute-optimizer.recommendation_summary,compute-optimizer,R1,regional,spatial,,regional,collectable but has no VPC presence
config.aggregation_authorization,config,R1,regional,spatial,,regional-service,"config is regional, outside any VPC"
config.config_rule,config,R1,regional,spatial,,regional-service,"config is regional, outside any VPC"
config.config_rule_evaluation_status,config,R1,regional,spatial,,regional-service,"config is regional, outside any VPC"
config.configuration_aggregator,config,R1,regional,spatial,,regional-service,"config is regional, outside any VPC"
config.configuration_recorder,config,R1,regional,spatial,,regional-service,"config is regional, outside any VPC"
config.configuration_recorder_status,config,R1,regional,spatial,,regional-service,"config is regional, outside any VPC"
config.conformance_pack,config,R1,regional,spatial,,regional-service,"config is regional, outside any VPC"
config.conformance_pack_status,config,R1,regional,spatial,,regional-service,"config is regional, outside any VPC"
config.connector,config,R1,regional,spatial,,regional-service,"config is regional, outside any VPC"
config.delivery_channel,config,R1,regional,spatial,,regional-service,"config is regional, outside any VPC"
config.organization_config_rule,config,R1,regional,spatial,,regional-service,"config is regional, outside any VPC"
config.organization_conformance_pack,config,R1,regional,spatial,,regional-service,"config is regional, outside any VPC"
config.remediation_configuration,config,R1,regional,spatial,,regional-service,"config is regional, outside any VPC"
config.stored_query,config,R1,regional,spatial,,regional-service,"config is regional, outside any VPC"
connect-contact-lens.realtime_contact_analysis_segment,connect-contact-lens,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.agent_status,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.analytics_data_association,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.analytics_data_lake_data_set,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.approved_origin,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.associated_contact,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.attached_file,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.authentication_profile,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.bot,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.instance,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.contact,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.contact_attribute,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.contact_evaluation,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.contact_flow,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.contact_flow_module,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.contact_flow_module_alias,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.contact_flow_module_version,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.contact_flow_version,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.contact_metric,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.contact_reference,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.current_metric_data,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.current_user_data,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.default_vocabulary,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.effective_hours_of_operation,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.email_address,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.evaluation_form,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.evaluation_form_version,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.federation_token,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.flow_association,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.hours_of_operation,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.hours_of_operation_override,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.instance_attribute,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.instance_storage_config,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.integration_association,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.lex_bot,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.metric_data,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.metric_data_v2,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.phone_number,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.phone_numbers_v2,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.predefined_attribute,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.prompt,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.prompt_file,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.queue,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.queue_quick_connect,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.quick_connect,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.realtime_contact_analysis_segments_v2,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.routing_profile,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.routing_profile_manual_assignment_queue,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.routing_profile_queue,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.rule,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.search_agent_status,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.search_contact,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.search_contact_evaluation,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.search_contact_flow,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.search_contact_flow_module,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.search_email_address,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.search_evaluation_form,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.search_hours_of_operation,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.search_hours_of_operation_override,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.search_predefined_attribute,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.search_prompt,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.search_queue,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.search_quick_connect,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.search_routing_profile,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.search_security_profile,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.search_user,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.search_user_hierarchy_group,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.security_key,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.security_profile,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.security_profile_application,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.security_profile_permission,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.tags_for_resource,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.task_template,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.traffic_distribution,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.traffic_distribution_group,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.traffic_distribution_group_user,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.use_cas,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.user,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.user_hierarchy_group,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.user_hierarchy_structure,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.user_proficiency,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
connect.view,connect,R1,regional,spatial,,regional,collectable but has no VPC presence
