key,service,layer_id,layer_name,kind,overlay_group,rule,notes
lexv2-models.test_execution,lexv2-models,R1,regional,spatial,,regional,collectable but has no VPC presence
lexv2-models.test_set,lexv2-models,R1,regional,spatial,,regional,collectable but has no VPC presence
lexv2-models.test_set_discrepancy_report,lexv2-models,R1,regional,spatial,,regional,collectable but has no VPC presence
lexv2-models.test_set_generation,lexv2-models,R1,regional,spatial,,regional,collectable but has no VPC presence
lexv2-runtime.session,lexv2-runtime,R1,regional,spatial,,regional,collectable but has no VPC presence
license-manager-linux-subscriptions.linux_subscription,license-manager-linux-subscriptions,R1,regional,spatial,,regional,collectable but has no VPC presence
license-manager-linux-subscriptions.linux_subscription_instance,license-manager-linux-subscriptions,R1,regional,spatial,,regional,collectable but has no VPC presence
license-manager-linux-subscriptions.registered_subscription_provider,license-manager-linux-subscriptions,R1,regional,spatial,,regional,collectable but has no VPC presence
license-manager-linux-subscriptions.service_setting,license-manager-linux-subscriptions,R1,regional,spatial,,regional,collectable but has no VPC presence
license-manager-linux-subscriptions.tags_for_resource,license-manager-linux-subscriptions,R1,regional,spatial,,regional,collectable but has no VPC presence
license-manager-user-subscriptions.identity_provider,license-manager-user-subscriptions,R1,regional,spatial,,regional,collectable but has no VPC presence
license-manager-user-subscriptions.instance,license-manager-user-subscriptions,R1,regional,spatial,,regional,collectable but has no VPC presence
license-manager-user-subscriptions.license_server_endpoint,license-manager-user-subscriptions,R1,regional,spatial,,regional,collectable but has no VPC presence
license-manager-user-subscriptions.product_subscription,license-manager-user-subscriptions,R1,regional,spatial,,regional,collectable but has no VPC presence
license-manager-user-subscriptions.tags_for_resource,license-manager-user-subscriptions,R1,regional,spatial,,regional,collectable but has no VPC presence
license-manager-user-subscriptions.user_association,license-manager-user-subscriptions,R1,regional,spatial,,regional,collectable but has no VPC presence
license-manager.access_token,license-manager,R1,regional,spatial,,regional,collectable but has no VPC presence
license-manager.assets_for_license_asset_group,license-manager,R1,regional,spatial,,regional,collectable but has no VPC presence
license-manager.associations_for_license_configuration,license-manager,R1,regional,spatial,,regional,collectable but has no VPC presence
license-manager.distributed_grant,license-manager,R1,regional,spatial,,regional,collectable but has no VPC presence
license-manager.failures_for_license_configuration_operation,license-manager,R1,regional,spatial,,regional,collectable but has no VPC presence
license-manager.grant,license-manager,R1,regional,spatial,,regional,collectable but has no VPC presence
license-manager.licens,license-manager,R1,regional,spatial,,regional,collectable but has no VPC presence
license-manager.license,license-manager,R1,regional,spatial,,regional,collectable but has no VPC presence
license-manager.license_asset_group,license-manager,R1,regional,spatial,,regional,collectable but has no VPC presence
license-manager.license_asset_ruleset,license-manager,R1,regional,spatial,,regional,collectable but has no VPC presence
license-manager.license_configuration,license-manager,R1,regional,spatial,,regional,collectable but has no VPC presence
license-manager.license_configurations_for_organization,license-manager,R1,regional,spatial,,regional,collectable but has no VPC presence
license-manager.license_conversion_task,license-manager,R1,regional,spatial,,regional,collectable but has no VPC presence
license-manager.license_manager_report_generator,license-manager,R1,regional,spatial,,regional,collectable but has no VPC presence
license-manager.license_specifications_for_resource,license-manager,R1,regional,spatial,,regional,collectable but has no VPC presence
license-manager.license_usage,license-manager,R1,regional,spatial,,regional,collectable but has no VPC presence
license-manager.license_version,license-manager,R1,regional,spatial,,regional,collectable but has no VPC presence
license-manager.received_grant,license-manager,R1,regional,spatial,,regional,collectable but has no VPC presence
license-manager.received_grants_for_organization,license-manager,R1,regional,spatial,,regional,collectable but has no VPC presence
license-manager.received_licens,license-manager,R1,regional,spatial,,regional,collectable but has no VPC presence
license-manager.received_licenses_for_organization,license-manager,R1,regional,spatial,,regional,collectable but has no VPC presence
license-manager.resource_inventory,license-manager,R1,regional,spatial,,regional,collectable but has no VPC presence
license-manager.service_setting,license-manager,R1,regional,spatial,,regional,collectable but has no VPC presence
license-manager.tags_for_resource,license-manager,R1,regional,spatial,,regional,collectable but has no VPC presence
license-manager.token,license-manager,R1,regional,spatial,,regional,collectable but has no VPC presence
license-manager.usage_for_license_configuration,license-manager,R1,regional,spatial,,regional,collectable but has no VPC presence
lightsail.alarm,lightsail,R1,regional,spatial,,regional,collectable but has no VPC presence
lightsail.bucket,lightsail,R1,regional,spatial,,regional,collectable but has no VPC presence
lightsail.certificate,lightsail,R1,regional,spatial,,regional,collectable but has no VPC presence
lightsail.cloud_formation_stack_record,lightsail,R1,regional,spatial,,regional,collectable but has no VPC presence
lightsail.contact_method,lightsail,R1,regional,spatial,,regional,collectable but has no VPC presence
lightsail.container_service,lightsail,R1,regional,spatial,,regional,collectable but has no VPC presence
lightsail.disk,lightsail,R1,regional,spatial,,regional,collectable but has no VPC presence
lightsail.disk_snapshot,lightsail,R1,regional,spatial,,regional,collectable but has no VPC presence
lightsail.distribution,lightsail,R1,regional,spatial,,regional,collectable but has no VPC presence
lightsail.domain,lightsail,R1,regional,spatial,,regional,collectable but has no VPC presence
lightsail.export_snapshot_record,lightsail,R1,regional,spatial,,regional,collectable but has no VPC presence
lightsail.instance_snapshot,lightsail,R1,regional,spatial,,regional,collectable but has no VPC presence
lightsail.key_pair,lightsail,R1,regional,spatial,,regional,collectable but has no VPC presence
lightsail.relational_database_snapshot,lightsail,R1,regional,spatial,,regional,collectable but has no VPC presence
lightsail.static_ip,lightsail,R1,regional,spatial,,regional,collectable but has no VPC presence
location.device_position,location,R1,regional,spatial,,regional,collectable but has no VPC presence
location.device_position_history,location,R1,regional,spatial,,regional,collectable but has no VPC presence
location.geofence,location,R1,regional,spatial,,regional,collectable but has no VPC presence
location.geofence_collection,location,R1,regional,spatial,,regional,collectable but has no VPC presence
location.key,location,R1,regional,spatial,,regional,collectable but has no VPC presence
location.map,location,R1,regional,spatial,,regional,collectable but has no VPC presence
location.map_glyph,location,R1,regional,spatial,,regional,collectable but has no VPC presence
location.map_sprite,location,R1,regional,spatial,,regional,collectable but has no VPC presence
location.map_style_descriptor,location,R1,regional,spatial,,regional,collectable but has no VPC presence
location.map_tile,location,R1,regional,spatial,,regional,collectable but has no VPC presence
location.place,location,R1,regional,spatial,,regional,collectable but has no VPC presence
location.place_index,location,R1,regional,spatial,,regional,collectable but has no VPC presence
location.route_calculator,location,R1,regional,spatial,,regional,collectable but has no VPC presence
location.search_place_index_for_position,location,R1,regional,spatial,,regional,collectable but has no VPC presence
location.search_place_index_for_suggestion,location,R1,regional,spatial,,regional,collectable but has no VPC presence
location.search_place_index_for_text,location,R1,regional,spatial,,regional,collectable but has no VPC presence
location.tags_for_resource,location,R1,regional,spatial,,regional,collectable but has no VPC presence
location.tracker,location,R1,regional,spatial,,regional,collectable but has no VPC presence
location.tracker_consumer,location,R1,regional,spatial,,regional,collectable but has no VPC presence
logs.account_policy,logs,R1,regional,spatial,,regional-service,"logs is regional, outside any VPC"
logs.anomaly,logs,R1,regional,spatial,,regional-service,"logs is regional, outside any VPC"
logs.configuration_template,logs,R1,regional,spatial,,regional-service,"logs is regional, outside any VPC"
logs.data_protection_policy,logs,R1,regional,spatial,,regional-service,"logs is regional, outside any VPC"
logs.delivery,logs,R1,regional,spatial,,regional-service,"logs is regional, outside any VPC"
logs.delivery_destination,logs,R1,regional,spatial,,regional-service,"logs is regional, outside any VPC"
logs.delivery_destination_policy,logs,R1,regional,spatial,,regional-service,"logs is regional, outside any VPC"
logs.delivery_source,logs,R1,regional,spatial,,regional-service,"logs is regional, outside any VPC"
logs.destination,logs,R1,regional,spatial,,regional-service,"logs is regional, outside any VPC"
logs.export_task,logs,R1,regional,spatial,,regional-service,"logs is regional, outside any VPC"
logs.field_index,logs,R1,regional,spatial,,regional-service,"logs is regional, outside any VPC"
logs.index_policy,logs,R1,regional,spatial,,regional-service,"logs is regional, outside any VPC"
logs.integration,logs,R1,regional,spatial,,regional-service,"logs is regional, outside any VPC"
logs.log_anomaly_detector,logs,R1,regional,spatial,,regional-service,"logs is regional, outside any VPC"
logs.log_event,logs,R1,regional,spatial,,regional-service,"logs is regional, outside any VPC"
logs.log_group,logs,R1,regional,spatial,,regional-service,"logs is regional, outside any VPC"
logs.log_group_field,logs,R1,regional,spatial,,regional-service,"logs is regional, outside any VPC"
logs.log_groups_for_query,logs,R1,regional,spatial,,regional-service,"logs is regional, outside any VPC"
logs.log_object,logs,R1,regional,spatial,,regional-service,"logs is regional, outside any VPC"
logs.log_record,logs,R1,regional,spatial,,regional-service,"logs is regional, outside any VPC"
logs.log_stream,logs,R1,regional,spatial,,regional-service,"logs is regional, outside any VPC"
logs.metric_filter,logs,R1,regional,spatial,,regional-service,"logs is regional, outside any VPC"
logs.query,logs,R1,regional,spatial,,regional-service,"logs is regional, outside any VPC"
logs.query_definition,logs,R1,regional,spatial,,regional-service,"logs is regional, outside any VPC"
logs.query_result,logs,R1,regional,spatial,,regional-service,"logs is regional, outside any VPC"
logs.resource_policy,logs,R1,regional,spatial,,regional-service,"logs is regional, outside any VPC"
logs.scheduled_query,logs,R1,regional,spatial,,regional-service,"logs is regional, outside any VPC"
logs.scheduled_query_history,logs,R1,regional,spatial,,regional-service,"logs is regional, outside any VPC"
logs.subscription_filter,logs,R1,regional,spatial,,regional-service,"logs is regional, outside any VPC"
logs.tags_for_resource,logs,R1,regional,spatial,,regional-service,"logs is regional, outside any VPC"
logs.tags_log_group,logs,R1,regional,spatial,,regional-service,"logs is regional, outside any VPC"
logs.transformer,logs,R1,regional,spatial,,regional-service,"logs is regional, outside any VPC"
lookoutequipment.data_ingestion_job,lookoutequipment,R1,regional,spatial,,regional,collectable but has no VPC presence
lookoutequipment.dataset,lookoutequipment,R1,regional,spatial,,regional,collectable but has no VPC presence
lookoutequipment.inference_event,lookoutequipment,R1,regional,spatial,,regional,collectable but has no VPC presence
lookoutequipment.inference_execution,lookoutequipment,R1,regional,spatial,,regional,collectable but has no VPC presence
lookoutequipment.inference_scheduler,lookoutequipment,R1,regional,spatial,,regional,collectable but has no VPC presence
lookoutequipment.label,lookoutequipment,R1,regional,spatial,,regional,collectable but has no VPC presence
lookoutequipment.label_group,lookoutequipment,R1,regional,spatial,,regional,collectable but has no VPC presence
lookoutequipment.model,lookoutequipment,R1,regional,spatial,,regional,collectable but has no VPC presence
lookoutequipment.model_version,lookoutequipment,R1,regional,spatial,,regional,collectable but has no VPC presence
lookoutequipment.resource_policy,lookoutequipment,R1,regional,spatial,,regional,collectable but has no VPC presence
lookoutequipment.retraining_scheduler,lookoutequipment,R1,regional,spatial,,regional,collectable but has no VPC presence
lookoutequipment.sensor_statistic,lookoutequipment,R1,regional,spatial,,regional,collectable but has no VPC presence
lookoutequipment.tags_for_resource,lookoutequipment,R1,regional,spatial,,regional,collectable but has no VPC presence
lookoutvision.project,lookoutvision,R1,regional,spatial,,regional,collectable but has no VPC presence
m2.application,m2,R1,regional,spatial,,regional,collectable but has no VPC presence
m2.application_version,m2,R1,regional,spatial,,regional,collectable but has no VPC presence
m2.batch_job_definition,m2,R1,regional,spatial,,regional,collectable but has no VPC presence
m2.batch_job_execution,m2,R1,regional,spatial,,regional,collectable but has no VPC presence
m2.batch_job_restart_point,m2,R1,regional,spatial,,regional,collectable but has no VPC presence
m2.data_set,m2,R1,regional,spatial,,regional,collectable but has no VPC presence
m2.data_set_detail,m2,R1,regional,spatial,,regional,collectable but has no VPC presence
m2.data_set_export_history,m2,R1,regional,spatial,,regional,collectable but has no VPC presence
m2.data_set_export_task,m2,R1,regional,spatial,,regional,collectable but has no VPC presence
m2.data_set_import_history,m2,R1,regional,spatial,,regional,collectable but has no VPC presence
m2.data_set_import_task,m2,R1,regional,spatial,,regional,collectable but has no VPC presence
m2.deployment,m2,R1,regional,spatial,,regional,collectable but has no VPC presence
m2.engine_version,m2,R1,regional,spatial,,regional,collectable but has no VPC presence
m2.signed_bluinsights_url,m2,R1,regional,spatial,,regional,collectable but has no VPC presence
m2.tags_for_resource,m2,R1,regional,spatial,,regional,collectable but has no VPC presence
machinelearning.batch_prediction,machinelearning,R1,regional,spatial,,regional,collectable but has no VPC presence
machinelearning.data_source,machinelearning,R1,regional,spatial,,regional,collectable but has no VPC presence
machinelearning.evaluation,machinelearning,R1,regional,spatial,,regional,collectable but has no VPC presence
machinelearning.ml_model,machinelearning,R1,regional,spatial,,regional,collectable but has no VPC presence
machinelearning.tag,machinelearning,R1,regional,spatial,,regional,collectable but has no VPC presence
macie.allow_list,macie,R1,regional,spatial,,regional,collectable but has no VPC presence
macie.bucket,macie,R1,regional,spatial,,regional,collectable but has no VPC presence
macie.classification_job,macie,R1,regional,spatial,,regional,collectable but has no VPC presence
macie.finding,macie,R1,regional,spatial,,regional,collectable but has no VPC presence
macie.findings_filter,macie,R1,regional,spatial,,regional,collectable but has no VPC presence
macie2.administrator_account,macie2,R1,regional,spatial,,regional,collectable but has no VPC presence
macie2.allow_list,macie2,R1,regional,spatial,,regional,collectable but has no VPC presence
macie2.automated_discovery_account,macie2,R1,regional,spatial,,regional,collectable but has no VPC presence
macie2.automated_discovery_configuration,macie2,R1,regional,spatial,,regional,collectable but has no VPC presence
macie2.bucket,macie2,R1,regional,spatial,,regional,collectable but has no VPC presence
macie2.bucket_statistic,macie2,R1,regional,spatial,,regional,collectable but has no VPC presence
macie2.classification_export_configuration,macie2,R1,regional,spatial,,regional,collectable but has no VPC presence
macie2.classification_job,macie2,R1,regional,spatial,,regional,collectable but has no VPC presence
macie2.classification_scope,macie2,R1,regional,spatial,,regional,collectable but has no VPC presence
macie2.custom_data_identifier,macie2,R1,regional,spatial,,regional,collectable but has no VPC presence
macie2.finding,macie2,R1,regional,spatial,,regional,collectable but has no VPC presence
macie2.finding_statistic,macie2,R1,regional,spatial,,regional,collectable but has no VPC presence
macie2.findings_filter,macie2,R1,regional,spatial,,regional,collectable but has no VPC presence
macie2.findings_publication_configuration,macie2,R1,regional,spatial,,regional,collectable but has no VPC presence
macie2.invitation,macie2,R1,regional,spatial,,regional,collectable but has no VPC presence
macie2.invitations_count,macie2,R1,regional,spatial,,regional,collectable but has no VPC presence
macie2.macie_session,macie2,R1,regional,spatial,,regional,collectable but has no VPC presence
macie2.managed_data_identifier,macie2,R1,regional,spatial,,regional,collectable but has no VPC presence
macie2.master_account,macie2,R1,regional,spatial,,regional,collectable but has no VPC presence
macie2.member,macie2,R1,regional,spatial,,regional,collectable but has no VPC presence
macie2.organization_admin_account,macie2,R1,regional,spatial,,regional,collectable but has no VPC presence
macie2.organization_configuration,macie2,R1,regional,spatial,,regional,collectable but has no VPC presence
macie2.resource_profile,macie2,R1,regional,spatial,,regional,collectable but has no VPC presence
macie2.resource_profile_artifact,macie2,R1,regional,spatial,,regional,collectable but has no VPC presence
macie2.resource_profile_detection,macie2,R1,regional,spatial,,regional,collectable but has no VPC presence
macie2.reveal_configuration,macie2,R1,regional,spatial,,regional,collectable but has no VPC presence
macie2.search_resource,macie2,R1,regional,spatial,,regional,collectable but has no VPC presence
macie2.sensitive_data_occurrence,macie2,R1,regional,spatial,,regional,collectable but has no VPC presence
macie2.sensitive_data_occurrences_availability,macie2,R1,regional,spatial,,regional,collectable but has no VPC presence
macie2.sensitivity_inspection_template,macie2,R1,regional,spatial,,regional,collectable but has no VPC presence
macie2.tags_for_resource,macie2,R1,regional,spatial,,regional,collectable but has no VPC presence
macie2.usage_statistic,macie2,R1,regional,spatial,,regional,collectable but has no VPC presence
macie2.usage_total,macie2,R1,regional,spatial,,regional,collectable but has no VPC presence
mailmanager.addon_instance,mailmanager,R1,regional,spatial,,regional,collectable but has no VPC presence
mailmanager.addon_subscription,mailmanager,R1,regional,spatial,,regional,collectable but has no VPC presence
mailmanager.address_list,mailmanager,R1,regional,spatial,,regional,collectable but has no VPC presence
mailmanager.address_list_import_job,mailmanager,R1,regional,spatial,,regional,collectable but has no VPC presence
mailmanager.archive,mailmanager,R1,regional,spatial,,regional,collectable but has no VPC presence
mailmanager.archive_export,mailmanager,R1,regional,spatial,,regional,collectable but has no VPC presence
mailmanager.archive_message,mailmanager,R1,regional,spatial,,regional,collectable but has no VPC presence
mailmanager.archive_message_content,mailmanager,R1,regional,spatial,,regional,collectable but has no VPC presence
mailmanager.archive_search,mailmanager,R1,regional,spatial,,regional,collectable but has no VPC presence
mailmanager.archive_search_result,mailmanager,R1,regional,spatial,,regional,collectable but has no VPC presence
mailmanager.ingress_point,mailmanager,R1,regional,spatial,,regional,collectable but has no VPC presence
mailmanager.member_of_address_list,mailmanager,R1,regional,spatial,,regional,collectable but has no VPC presence
mailmanager.members_of_address_list,mailmanager,R1,regional,spatial,,regional,collectable but has no VPC presence
mailmanager.relay,mailmanager,R1,regional,spatial,,regional,collectable but has no VPC presence
mailmanager.rule_set,mailmanager,R1,regional,spatial,,regional,collectable but has no VPC presence
mailmanager.tags_for_resource,mailmanager,R1,regional,spatial,,regional,collectable but has no VPC presence
mailmanager.traffic_policy,mailmanager,R1,regional,spatial,,regional,collectable but has no VPC presence
managedblockchain-query.asset_contract,managedblockchain-query,R1,regional,spatial,,regional,collectable but has no VPC presence
managedblockchain-query.filtered_transaction_event,managedblockchain-query,R1,regional,spatial,,regional,collectable but has no VPC presence
managedblockchain-query.token_balance,managedblockchain-query,R1,regional,spatial,,regional,collectable but has no VPC presence
managedblockchain-query.transaction,managedblockchain-query,R1,regional,spatial,,regional,collectable but has no VPC presence
managedblockchain-query.transaction_event,managedblockchain-query,R1,regional,spatial,,regional,collectable but has no VPC presence
managedblockchain.accessor,managedblockchain,R1,regional,spatial,,regional,collectable but has no VPC presence
managedblockchain.invitation,managedblockchain,R1,regional,spatial,,regional,collectable but has no VPC presence
managedblockchain.member,managedblockchain,R1,regional,spatial,,regional,collectable but has no VPC presence
managedblockchain.node,managedblockchain,R1,regional,spatial,,regional,collectable but has no VPC presence
managedblockchain.proposal,managedblockchain,R1,regional,spatial,,regional,collectable but has no VPC presence
managedblockchain.proposal_vote,managedblockchain,R1,regional,spatial,,regional,collectable but has no VPC presence
managedblockchain.tags_for_resource,managedblockchain,R1,regional,spatial,,regional,collectable but has no VPC presence
marketplace-agreement.agreement,marketplace-agreement,R1,regional,spatial,,regional,collectable but has no VPC presence
marketplace-agreement.agreement_term,marketplace-agreement,R1,regional,spatial,,regional,collectable but has no VPC presence
marketplace-agreement.search_agreement,marketplace-agreement,R1,regional,spatial,,regional,collectable but has no VPC presence
marketplace-catalog.change_set,marketplace-catalog,R1,regional,spatial,,regional,collectable but has no VPC presence
marketplace-catalog.entity,marketplace-catalog,R1,regional,spatial,,regional,collectable but has no VPC presence
marketplace-catalog.resource_policy,marketplace-catalog,R1,regional,spatial,,regional,collectable but has no VPC presence
marketplace-catalog.tags_for_resource,marketplace-catalog,R1,regional,spatial,,regional,collectable but has no VPC presence
marketplace-deployment.tags_for_resource,marketplace-deployment,R1,regional,spatial,,regional,collectable but has no VPC presence
marketplace-entitlement.entitlement,marketplace-entitlement,R1,regional,spatial,,regional,collectable but has no VPC presence
marketplace-reporting.buyer_dashboard,marketplace-reporting,R1,regional,spatial,,regional,collectable but has no VPC presence
mediaconnect.entitlement,mediaconnect,R1,regional,spatial,,regional,collectable but has no VPC presence
mediaconnect.flow_source_metadata,mediaconnect,R1,regional,spatial,,regional,collectable but has no VPC presence
mediaconnect.flow_source_thumbnail,mediaconnect,R1,regional,spatial,,regional,collectable but has no VPC presence
mediaconnect.gateway,mediaconnect,R1,regional,spatial,,regional,collectable but has no VPC presence
mediaconnect.gateway_instance,mediaconnect,R1,regional,spatial,,regional,collectable but has no VPC presence
mediaconnect.offering,mediaconnect,R1,regional,spatial,,regional,collectable but has no VPC presence
mediaconnect.reservation,mediaconnect,R1,regional,spatial,,regional,collectable but has no VPC presence
mediaconnect.router_input,mediaconnect,R1,regional,spatial,,regional,collectable but has no VPC presence
mediaconnect.router_input_source_metadata,mediaconnect,R1,regional,spatial,,regional,collectable but has no VPC presence
mediaconnect.router_input_thumbnail,mediaconnect,R1,regional,spatial,,regional,collectable but has no VPC presence
mediaconnect.router_network_interface,mediaconnect,R1,regional,spatial,,regional,collectable but has no VPC presence
mediaconnect.router_output,mediaconnect,R1,regional,spatial,,regional,collectable but has no VPC presence
mediaconnect.tags_for_global_resource,mediaconnect,R1,regional,spatial,,regional,collectable but has no VPC presence
mediaconnect.tags_for_resource,mediaconnect,R1,regional,spatial,,regional,collectable but has no VPC presence
mediaconvert.endpoint,mediaconvert,R1,regional,spatial,,regional,collectable but has no VPC presence
mediaconvert.job,mediaconvert,R1,regional,spatial,,regional,collectable but has no VPC presence
mediaconvert.job_template,mediaconvert,R1,regional,spatial,,regional,collectable but has no VPC presence
mediaconvert.jobs_query_result,mediaconvert,R1,regional,spatial,,regional,collectable but has no VPC presence
mediaconvert.policy,mediaconvert,R1,regional,spatial,,regional,collectable but has no VPC presence
mediaconvert.preset,mediaconvert,R1,regional,spatial,,regional,collectable but has no VPC presence
mediaconvert.queue,mediaconvert,R1,regional,spatial,,regional,collectable but has no VPC presence
mediaconvert.tags_for_resource,mediaconvert,R1,regional,spatial,,regional,collectable but has no VPC presence
mediaconvert.version,mediaconvert,R1,regional,spatial,,regional,collectable but has no VPC presence
medialive.account_configuration,medialive,R1,regional,spatial,,regional,collectable but has no VPC presence
medialive.alert,medialive,R1,regional,spatial,,regional,collectable but has no VPC presence
medialive.channel,medialive,R1,regional,spatial,,regional,collectable but has no VPC presence
medialive.channel_placement_group,medialive,R1,regional,spatial,,regional,collectable but has no VPC presence
medialive.cloud_watch_alarm_template,medialive,R1,regional,spatial,,regional,collectable but has no VPC presence
medialive.cloud_watch_alarm_template_group,medialive,R1,regional,spatial,,regional,collectable but has no VPC presence
medialive.cluster,medialive,R1,regional,spatial,,regional,collectable but has no VPC presence
medialive.cluster_alert,medialive,R1,regional,spatial,,regional,collectable but has no VPC presence
medialive.event_bridge_rule_template,medialive,R1,regional,spatial,,regional,collectable but has no VPC presence
medialive.event_bridge_rule_template_group,medialive,R1,regional,spatial,,regional,collectable but has no VPC presence
medialive.input_device,medialive,R1,regional,spatial,,regional,collectable but has no VPC presence
medialive.input_device_thumbnail,medialive,R1,regional,spatial,,regional,collectable but has no VPC presence
medialive.input_device_transfer,medialive,R1,regional,spatial,,regional,collectable but has no VPC presence
medialive.input_security_group,medialive,R1,regional,spatial,,regional,collectable but has no VPC presence
medialive.multiplex,medialive,R1,regional,spatial,,regional,collectable but has no VPC presence
medialive.multiplex_alert,medialive,R1,regional,spatial,,regional,collectable but has no VPC presence
medialive.multiplex_program,medialive,R1,regional,spatial,,regional,collectable but has no VPC presence
medialive.multiplexprogram,medialive,R1,regional,spatial,,regional,collectable but has no VPC presence
medialive.network,medialive,R1,regional,spatial,,regional,collectable but has no VPC presence
medialive.node,medialive,R1,regional,spatial,,regional,collectable but has no VPC presence
medialive.offering,medialive,R1,regional,spatial,,regional,collectable but has no VPC presence
medialive.reservation,medialive,R1,regional,spatial,,regional,collectable but has no VPC presence
medialive.schedule,medialive,R1,regional,spatial,,regional,collectable but has no VPC presence
medialive.sdi_source,medialive,R1,regional,spatial,,regional,collectable but has no VPC presence
medialive.signal_map,medialive,R1,regional,spatial,,regional,collectable but has no VPC presence
medialive.tags_for_resource,medialive,R1,regional,spatial,,regional,collectable but has no VPC presence
medialive.thumbnail,medialive,R1,regional,spatial,,regional,collectable but has no VPC presence
medialive.version,medialive,R1,regional,spatial,,regional,collectable but has no VPC presence
mediapackage-vod.asset,mediapackage-vod,R1,regional,spatial,,regional,collectable but has no VPC presence
mediapackage-vod.packaging_configuration,mediapackage-vod,R1,regional,spatial,,regional,collectable but has no VPC presence
mediapackage-vod.packaging_group,mediapackage-vod,R1,regional,spatial,,regional,collectable but has no VPC presence
mediapackage-vod.tags_for_resource,mediapackage-vod,R1,regional,spatial,,regional,collectable but has no VPC presence
mediapackage.channel,mediapackage,R1,regional,spatial,,regional,collectable but has no VPC presence
mediapackage.harvest_job,mediapackage,R1,regional,spatial,,regional,collectable but has no VPC presence
mediapackage.origin_endpoint,mediapackage,R1,regional,spatial,,regional,collectable but has no VPC presence
mediapackage.tags_for_resource,mediapackage,R1,regional,spatial,,regional,collectable but has no VPC presence
mediapackagev2.channel,mediapackagev2,R1,regional,spatial,,regional,collectable but has no VPC presence
mediapackagev2.channel_group,mediapackagev2,R1,regional,spatial,,regional,collectable but has no VPC presence
mediapackagev2.channel_policy,mediapackagev2,R1,regional,spatial,,regional,collectable but has no VPC presence
mediapackagev2.harvest_job,mediapackagev2,R1,regional,spatial,,regional,collectable but has no VPC presence
mediapackagev2.origin_endpoint,mediapackagev2,R1,regional,spatial,,regional,collectable but has no VPC presence
mediapackagev2.origin_endpoint_policy,mediapackagev2,R1,regional,spatial,,regional,collectable but has no VPC presence
mediapackagev2.tags_for_resource,mediapackagev2,R1,regional,spatial,,regional,collectable but has no VPC presence
mediastore-data.item,mediastore-data,R1,regional,spatial,,regional,collectable but has no VPC presence
mediastore-data.object,mediastore-data,R1,regional,spatial,,regional,collectable but has no VPC presence
mediastore.container,mediastore,R1,regional,spatial,,regional,collectable but has no VPC presence
mediastore.container_policy,mediastore,R1,regional,spatial,,regional,collectable but has no VPC presence
mediastore.cors_policy,mediastore,R1,regional,spatial,,regional,collectable but has no VPC presence
mediastore.lifecycle_policy,mediastore,R1,regional,spatial,,regional,collectable but has no VPC presence
mediastore.metric_policy,mediastore,R1,regional,spatial,,regional,collectable but has no VPC presence
mediastore.tags_for_resource,mediastore,R1,regional,spatial,,regional,collectable but has no VPC presence
mediatailor.alert,mediatailor,R1,regional,spatial,,regional,collectable but has no VPC presence
mediatailor.channel,mediatailor,R1,regional,spatial,,regional,collectable but has no VPC presence
mediatailor.channel_policy,mediatailor,R1,regional,spatial,,regional,collectable but has no VPC presence
mediatailor.channel_schedule,mediatailor,R1,regional,spatial,,regional,collectable but has no VPC presence
mediatailor.live_source,mediatailor,R1,regional,spatial,,regional,collectable but has no VPC presence
mediatailor.playback_configuration,mediatailor,R1,regional,spatial,,regional,collectable but has no VPC presence
mediatailor.prefetch_schedule,mediatailor,R1,regional,spatial,,regional,collectable but has no VPC presence
mediatailor.program,mediatailor,R1,regional,spatial,,regional,collectable but has no VPC presence
mediatailor.source_location,mediatailor,R1,regional,spatial,,regional,collectable but has no VPC presence
mediatailor.tags_for_resource,mediatailor,R1,regional,spatial,,regional,collectable but has no VPC presence
mediatailor.vod_source,mediatailor,R1,regional,spatial,,regional,collectable but has no VPC presence
medical-imaging.datastore,medical-imaging,R1,regional,spatial,,regional,collectable but has no VPC presence
medical-imaging.dicom_import_job,medical-imaging,R1,regional,spatial,,regional,collectable but has no VPC presence
medical-imaging.image_frame,medical-imaging,R1,regional,spatial,,regional,collectable but has no VPC presence
medical-imaging.image_set,medical-imaging,R1,regional,spatial,,regional,collectable but has no VPC presence
medical-imaging.image_set_metadata,medical-imaging,R1,regional,spatial,,regional,collectable but has no VPC presence
medical-imaging.image_set_version,medical-imaging,R1,regional,spatial,,regional,collectable but has no VPC presence
medical-imaging.search_image_set,medical-imaging,R1,regional,spatial,,regional,collectable but has no VPC presence
medical-imaging.tags_for_resource,medical-imaging,R1,regional,spatial,,regional,collectable but has no VPC presence
memorydb.acl,memorydb,R1,regional,spatial,,regional,collectable but has no VPC presence
memorydb.cluster,memorydb,R1,regional,spatial,,regional,collectable but has no VPC presence
memorydb.engine_version,memorydb,R1,regional,spatial,,regional,collectable but has no VPC presence
memorydb.event,memorydb,R1,regional,spatial,,regional,collectable but has no VPC presence
memorydb.multi_region_cluster,memorydb,R1,regional,spatial,,regional,collectable but has no VPC presence
memorydb.multi_region_parameter,memorydb,R1,regional,spatial,,regional,collectable but has no VPC presence
memorydb.multi_region_parameter_group,memorydb,R1,regional,spatial,,regional,collectable but has no VPC presence
memorydb.parameter,memorydb,R1,regional,spatial,,regional,collectable but has no VPC presence
