key,service,icon_name,icon_class,icon_category,icon_file,match_level
iotevents.input_routing,iotevents,IotEvents,IotEvents,iot,iot-events.png,service
iotevents.logging_option,iotevents,IotEvents,IotEvents,iot,iot-events.png,service
iotsitewise.access_policy,iotsitewise,IotSitewise,IotSitewise,iot,iot-sitewise.png,service
iotsitewise.action,iotsitewise,IotSitewise,IotSitewise,iot,iot-sitewise.png,service
iotsitewise.asset,iotsitewise,IotSitewise,IotSitewise,iot,iot-sitewise.png,service
iotsitewise.asset_composite_model,iotsitewise,IotSitewise,IotSitewise,iot,iot-sitewise.png,service
iotsitewise.asset_model,iotsitewise,IotSitewise,IotSitewise,iot,iot-sitewise.png,service
iotsitewise.asset_model_composite_model,iotsitewise,IotSitewise,IotSitewise,iot,iot-sitewise.png,service
iotsitewise.asset_model_property,iotsitewise,IotSitewise,IotSitewise,iot,iot-sitewise.png,service
iotsitewise.asset_property,iotsitewise,IotSitewise,IotSitewise,iot,iot-sitewise.png,service
iotsitewise.asset_property_aggregate,iotsitewise,IotSitewise,IotSitewise,iot,iot-sitewise.png,service
iotsitewise.asset_property_value,iotsitewise,IotSitewise,IotSitewise,iot,iot-sitewise.png,service
iotsitewise.asset_relationship,iotsitewise,IotSitewise,IotSitewise,iot,iot-sitewise.png,service
iotsitewise.associated_asset,iotsitewise,IotSitewise,IotSitewise,iot,iot-sitewise.png,service
iotsitewise.bulk_import_job,iotsitewise,IotSitewise,IotSitewise,iot,iot-sitewise.png,service
iotsitewise.composition_relationship,iotsitewise,IotSitewise,IotSitewise,iot,iot-sitewise.png,service
iotsitewise.computation_model,iotsitewise,IotSitewise,IotSitewise,iot,iot-sitewise.png,service
iotsitewise.dashboard,iotsitewise,IotSitewise,IotSitewise,iot,iot-sitewise.png,service
iotsitewise.dataset,iotsitewise,IotSitewise,IotSitewise,iot,iot-sitewise.png,service
iotsitewise.default_encryption_configuration,iotsitewise,IotSitewise,IotSitewise,iot,iot-sitewise.png,service
iotsitewise.gateway,iotsitewise,IotSitewise,IotSitewise,iot,iot-sitewise.png,service
iotsitewise.gateway_capability_configuration,iotsitewise,IotSitewise,IotSitewise,iot,iot-sitewise.png,service
iotsitewise.interface_relationship,iotsitewise,IotSitewise,IotSitewise,iot,iot-sitewise.png,service
iotsitewise.interpolated_asset_property_value,iotsitewise,IotSitewise,IotSitewise,iot,iot-sitewise.png,service
iotsitewise.logging_option,iotsitewise,IotSitewise,IotSitewise,iot,iot-sitewise.png,service
iotsitewise.portal,iotsitewise,IotSitewise,IotSitewise,iot,iot-sitewise.png,service
iotsitewise.project,iotsitewise,IotSitewise,IotSitewise,iot,iot-sitewise.png,service
iotsitewise.project_asset,iotsitewise,IotSitewise,IotSitewise,iot,iot-sitewise.png,service
iotsitewise.storage_configuration,iotsitewise,IotSitewise,IotSitewise,iot,iot-sitewise.png,service
iotsitewise.time_sery,iotsitewise,IotSitewise,IotSitewise,iot,iot-sitewise.png,service
iotthingsgraph.entity,iotthingsgraph,IotThingsGraph,IotThingsGraph,iot,iot-things-graph.png,service
iotthingsgraph.flow_execution_message,iotthingsgraph,IotThingsGraph,IotThingsGraph,iot,iot-things-graph.png,service
iotthingsgraph.flow_template,iotthingsgraph,IotThingsGraph,IotThingsGraph,iot,iot-things-graph.png,service
iotthingsgraph.flow_template_revision,iotthingsgraph,IotThingsGraph,IotThingsGraph,iot,iot-things-graph.png,service
iotthingsgraph.namespace,iotthingsgraph,IotThingsGraph,IotThingsGraph,iot,iot-things-graph.png,service
iotthingsgraph.namespace_deletion_status,iotthingsgraph,IotThingsGraph,IotThingsGraph,iot,iot-things-graph.png,service
iotthingsgraph.search_entity,iotthingsgraph,IotThingsGraph,IotThingsGraph,iot,iot-things-graph.png,service
iotthingsgraph.search_flow_execution,iotthingsgraph,IotThingsGraph,IotThingsGraph,iot,iot-things-graph.png,service
iotthingsgraph.search_thing,iotthingsgraph,IotThingsGraph,IotThingsGraph,iot,iot-things-graph.png,service
iotthingsgraph.system_instance,iotthingsgraph,IotThingsGraph,IotThingsGraph,iot,iot-things-graph.png,service
iotthingsgraph.system_template,iotthingsgraph,IotThingsGraph,IotThingsGraph,iot,iot-things-graph.png,service
iotthingsgraph.system_template_revision,iotthingsgraph,IotThingsGraph,IotThingsGraph,iot,iot-things-graph.png,service
iotthingsgraph.upload_status,iotthingsgraph,IotThingsGraph,IotThingsGraph,iot,iot-things-graph.png,service
kendra.access_control_configuration,kendra,Kendra,Kendra,ml,kendra.png,service
kendra.data_source,kendra,Kendra,Kendra,ml,kendra.png,service
kendra.experience,kendra,Kendra,Kendra,ml,kendra.png,service
kendra.faq,kendra,Kendra,Kendra,ml,kendra.png,service
kendra.featured_results_set,kendra,Kendra,Kendra,ml,kendra.png,service
kendra.groups_older_than_ordering_id,kendra,Kendra,Kendra,ml,kendra.png,service
kendra.indice,kendra,Kendra,Kendra,ml,kendra.png,service
kendra.principal_mapping,kendra,Kendra,Kendra,ml,kendra.png,service
kendra.query,kendra,Kendra,Kendra,ml,kendra.png,service
kendra.query_suggestion,kendra,Kendra,Kendra,ml,kendra.png,service
kendra.query_suggestions_block_list,kendra,Kendra,Kendra,ml,kendra.png,service
kendra.query_suggestions_config,kendra,Kendra,Kendra,ml,kendra.png,service
kendra.snapshot,kendra,Kendra,Kendra,ml,kendra.png,service
kendra.thesauri,kendra,Kendra,Kendra,ml,kendra.png,service
kinesis.stream,kinesis,Kinesis,Kinesis,analytics,kinesis.png,service
kinesis.stream_consumer,kinesis,Kinesis,Kinesis,analytics,kinesis.png,service
kinesisvideostreams.mapped_resource_configuration,kinesisvideostreams,KinesisVideoStreams,KinesisVideoStreams,analytics,kinesis-video-streams.png,service
kinesisvideostreams.stream,kinesisvideostreams,KinesisVideoStreams,KinesisVideoStreams,analytics,kinesis-video-streams.png,service
kms.alias,kms,KMS,KMS,security,key-management-service.png,service
kms.grant,kms,KMS,KMS,security,key-management-service.png,service
kms.key_policy,kms,KMS,KMS,security,key-management-service.png,service
kms.key_rotation_status,kms,KMS,KMS,security,key-management-service.png,service
lakeformation.data_cells_filter,lakeformation,LakeFormation,LakeFormation,analytics,lake-formation.png,service
lakeformation.data_lake_settings,lakeformation,LakeFormation,LakeFormation,analytics,lake-formation.png,service
lakeformation.lake_formation_identity_center_configuration,lakeformation,LakeFormation,LakeFormation,analytics,lake-formation.png,service
lakeformation.resource,lakeformation,LakeFormation,LakeFormation,analytics,lake-formation.png,service
lambda.code_signing_config,lambda,Lambda,Lambda,compute,lambda.png,service
lambda.event_source_mapping,lambda,Lambda,Lambda,compute,lambda.png,service
lambda.function_concurrency,lambda,Lambda,Lambda,compute,lambda.png,service
lambda.function_configuration,lambda,Lambda,Lambda,compute,lambda.png,service
lambda.function_url_config,lambda,Lambda,Lambda,compute,lambda.png,service
lambda.layer_version,lambda,Lambda,Lambda,compute,lambda.png,service
lambda.layer_version_policy,lambda,Lambda,Lambda,compute,lambda.png,service
lambda.policy,lambda,Lambda,Lambda,compute,lambda.png,service
lambda.version,lambda,Lambda,Lambda,compute,lambda.png,service
license-manager.access_token,license-manager,LicenseManager,LicenseManager,management,license-manager.png,service
license-manager.associations_for_license_configuration,license-manager,LicenseManager,LicenseManager,management,license-manager.png,service
license-manager.distributed_grant,license-manager,LicenseManager,LicenseManager,management,license-manager.png,service
license-manager.failures_for_license_configuration_operation,license-manager,LicenseManager,LicenseManager,management,license-manager.png,service
license-manager.grant,license-manager,LicenseManager,LicenseManager,management,license-manager.png,service
license-manager.license,license-manager,LicenseManager,LicenseManager,management,license-manager.png,service
license-manager.license_asset_group,license-manager,LicenseManager,LicenseManager,management,license-manager.png,service
license-manager.license_asset_ruleset,license-manager,LicenseManager,LicenseManager,management,license-manager.png,service
license-manager.license_configuration,license-manager,LicenseManager,LicenseManager,management,license-manager.png,service
license-manager.license_configurations_for_organization,license-manager,LicenseManager,LicenseManager,management,license-manager.png,service
license-manager.license_conversion_task,license-manager,LicenseManager,LicenseManager,management,license-manager.png,service
license-manager.license_manager_report_generator,license-manager,LicenseManager,LicenseManager,management,license-manager.png,service
license-manager.license_specifications_for_resource,license-manager,LicenseManager,LicenseManager,management,license-manager.png,service
license-manager.license_version,license-manager,LicenseManager,LicenseManager,management,license-manager.png,service
license-manager.received_grant,license-manager,LicenseManager,LicenseManager,management,license-manager.png,service
license-manager.received_grants_for_organization,license-manager,LicenseManager,LicenseManager,management,license-manager.png,service
license-manager.service_setting,license-manager,LicenseManager,LicenseManager,management,license-manager.png,service
license-manager.token,license-manager,LicenseManager,LicenseManager,management,license-manager.png,service
license-manager.usage_for_license_configuration,license-manager,LicenseManager,LicenseManager,management,license-manager.png,service
lightsail.alarm,lightsail,Lightsail,Lightsail,compute,lightsail.png,service
lightsail.bucket,lightsail,Lightsail,Lightsail,compute,lightsail.png,service
lightsail.certificate,lightsail,Lightsail,Lightsail,compute,lightsail.png,service
lightsail.cloud_formation_stack_record,lightsail,Lightsail,Lightsail,compute,lightsail.png,service
lightsail.contact_method,lightsail,Lightsail,Lightsail,compute,lightsail.png,service
lightsail.container_service,lightsail,Lightsail,Lightsail,compute,lightsail.png,service
lightsail.disk,lightsail,Lightsail,Lightsail,compute,lightsail.png,service
lightsail.disk_snapshot,lightsail,Lightsail,Lightsail,compute,lightsail.png,service
lightsail.distribution,lightsail,Lightsail,Lightsail,compute,lightsail.png,service
lightsail.domain,lightsail,Lightsail,Lightsail,compute,lightsail.png,service
lightsail.export_snapshot_record,lightsail,Lightsail,Lightsail,compute,lightsail.png,service
lightsail.instance,lightsail,Lightsail,Lightsail,compute,lightsail.png,service
lightsail.instance_snapshot,lightsail,Lightsail,Lightsail,compute,lightsail.png,service
lightsail.key_pair,lightsail,Lightsail,Lightsail,compute,lightsail.png,service
lightsail.lightsail_db,lightsail,Lightsail,Lightsail,compute,lightsail.png,service
lightsail.load_balancer,lightsail,Lightsail,Lightsail,compute,lightsail.png,service
lightsail.instance,lightsail,Lightsail,Lightsail,compute,lightsail.png,service
lightsail.load_balancer,lightsail,Lightsail,Lightsail,compute,lightsail.png,service
lightsail.relational_database_snapshot,lightsail,Lightsail,Lightsail,compute,lightsail.png,service
lightsail.static_ip,lightsail,Lightsail,Lightsail,compute,lightsail.png,service
machinelearning.batch_prediction,machinelearning,MachineLearning,MachineLearning,ml,machine-learning.png,service
machinelearning.data_source,machinelearning,MachineLearning,MachineLearning,ml,machine-learning.png,service
machinelearning.evaluation,machinelearning,MachineLearning,MachineLearning,ml,machine-learning.png,service
machinelearning.ml_model,machinelearning,MachineLearning,MachineLearning,ml,machine-learning.png,service
macie.allow_list,macie,Macie,Macie,security,macie.png,service
macie.bucket,macie,Macie,Macie,security,macie.png,service
macie.classification_job,macie,Macie,Macie,security,macie.png,service
macie.findings_filter,macie,Macie,Macie,security,macie.png,service
managedblockchain.accessor,managedblockchain,ManagedBlockchain,ManagedBlockchain,blockchain,managed-blockchain.png,service
managedblockchain.invitation,managedblockchain,ManagedBlockchain,ManagedBlockchain,blockchain,managed-blockchain.png,service
managedblockchain.member,managedblockchain,ManagedBlockchain,ManagedBlockchain,blockchain,managed-blockchain.png,service
managedblockchain.network,managedblockchain,ManagedBlockchain,ManagedBlockchain,blockchain,managed-blockchain.png,service
managedblockchain.node,managedblockchain,ManagedBlockchain,ManagedBlockchain,blockchain,managed-blockchain.png,service
managedblockchain.proposal,managedblockchain,ManagedBlockchain,ManagedBlockchain,blockchain,managed-blockchain.png,service
managedblockchain.proposal_vote,managedblockchain,ManagedBlockchain,ManagedBlockchain,blockchain,managed-blockchain.png,service
mq.broker,mq,MQ,MQ,integration,mq.png,service
mq.configuration,mq,MQ,MQ,integration,mq.png,service
neptune.db_cluster,neptune,Neptune,Neptune,database,neptune.png,service
neptune.db_cluster_endpoint,neptune,Neptune,Neptune,database,neptune.png,service
neptune.db_cluster_parameter_group,neptune,Neptune,Neptune,database,neptune.png,service
neptune.db_cluster_snapshot,neptune,Neptune,Neptune,database,neptune.png,service
neptune.db_instance,neptune,Neptune,Neptune,database,neptune.png,service
neptune.db_parameter_group,neptune,Neptune,Neptune,database,neptune.png,service
neptune.db_subnet_group,neptune,Neptune,Neptune,database,neptune.png,service
neptune.event_subscription,neptune,Neptune,Neptune,database,neptune.png,service
neptune.global_cluster,neptune,Neptune,Neptune,database,neptune.png,service
network-firewall.firewall,network-firewall,NetworkFirewall,NetworkFirewall,network,network-firewall.png,service
network-firewall.firewall_policy,network-firewall,NetworkFirewall,NetworkFirewall,network,network-firewall.png,service
network-firewall.flow_operation,network-firewall,NetworkFirewall,NetworkFirewall,network,network-firewall.png,service
network-firewall.logging_configuration,network-firewall,NetworkFirewall,NetworkFirewall,network,network-firewall.png,service
network-firewall.proxy,network-firewall,NetworkFirewall,NetworkFirewall,network,network-firewall.png,service
network-firewall.proxy_configuration,network-firewall,NetworkFirewall,NetworkFirewall,network,network-firewall.png,service
network-firewall.proxy_rule,network-firewall,NetworkFirewall,NetworkFirewall,network,network-firewall.png,service
network-firewall.proxy_rule_group,network-firewall,NetworkFirewall,NetworkFirewall,network,network-firewall.png,service
network-firewall.resource_policy,network-firewall,NetworkFirewall,NetworkFirewall,network,network-firewall.png,service
network-firewall.rule_group,network-firewall,NetworkFirewall,NetworkFirewall,network,network-firewall.png,service
network-firewall.tls_inspection_configuration,network-firewall,NetworkFirewall,NetworkFirewall,network,network-firewall.png,service
network-firewall.vpc_endpoint_association,network-firewall,NetworkFirewall,NetworkFirewall,network,network-firewall.png,service
network-firewall.firewall,networkfirewall,NetworkFirewall,NetworkFirewall,network,network-firewall.png,service
network-firewall.firewall_policy,networkfirewall,NetworkFirewall,NetworkFirewall,network,network-firewall.png,service
network-firewall.proxy,networkfirewall,NetworkFirewall,NetworkFirewall,network,network-firewall.png,service
network-firewall.proxy_rule_group,networkfirewall,NetworkFirewall,NetworkFirewall,network,network-firewall.png,service
organizations.accounts_with_invalid_effective_policy,organizations,Organizations,Organizations,management,organizations.png,service
organizations.delegated_administrator,organizations,Organizations,Organizations,management,organizations.png,service
organizations.effective_policy,organizations,Organizations,Organizations,management,organizations.png,service
organizations.account,organizations,Organizations,Organizations,management,organizations.png,service
organizations.policy,organizations,Organizations,Organizations,management,organizations.png,service
organizations.organization,organizations,Organizations,Organizations,management,organizations.png,service
organizations.outbound_responsibility_transfer,organizations,Organizations,Organizations,management,organizations.png,service
organizations.policies_for_target,organizations,Organizations,Organizations,management,organizations.png,service
organizations.policy,organizations,Organizations,Organizations,management,organizations.png,service
organizations.resource_policy,organizations,Organizations,Organizations,management,organizations.png,service
organizations.responsibility_transfer,organizations,Organizations,Organizations,management,organizations.png,service
organizations.root,organizations,Organizations,Organizations,management,organizations.png,service
organizations.targets_for_policy,organizations,Organizations,Organizations,management,organizations.png,service
outposts.asset,outposts,Outposts,Outposts,compute,outposts.png,service
outposts.capacity_task,outposts,Outposts,Outposts,compute,outposts.png,service
outposts.connection,outposts,Outposts,Outposts,compute,outposts.png,service
outposts.order,outposts,Outposts,Outposts,compute,outposts.png,service
outposts.outpost,outposts,Outposts,Outposts,compute,outposts.png,service
outposts.outpost_instance_type,outposts,Outposts,Outposts,compute,outposts.png,service
outposts.site,outposts,Outposts,Outposts,compute,outposts.png,service
outposts.site_address,outposts,Outposts,Outposts,compute,outposts.png,service
personalize.algorithm,personalize,Personalize,Personalize,ml,personalize.png,service
personalize.batch_inference_job,personalize,Personalize,Personalize,ml,personalize.png,service
personalize.batch_segment_job,personalize,Personalize,Personalize,ml,personalize.png,service
personalize.campaign,personalize,Personalize,Personalize,ml,personalize.png,service
personalize.data_deletion_job,personalize,Personalize,Personalize,ml,personalize.png,service
personalize.dataset,personalize,Personalize,Personalize,ml,personalize.png,service
personalize.dataset_export_job,personalize,Personalize,Personalize,ml,personalize.png,service
personalize.dataset_group,personalize,Personalize,Personalize,ml,personalize.png,service
personalize.dataset_import_job,personalize,Personalize,Personalize,ml,personalize.png,service
personalize.event_tracker,personalize,Personalize,Personalize,ml,personalize.png,service
personalize.feature_transformation,personalize,Personalize,Personalize,ml,personalize.png,service
personalize.filter,personalize,Personalize,Personalize,ml,personalize.png,service
personalize.metric_attribution,personalize,Personalize,Personalize,ml,personalize.png,service
personalize.recipe,personalize,Personalize,Personalize,ml,personalize.png,service
personalize.recommender,personalize,Personalize,Personalize,ml,personalize.png,service
personalize.schema,personalize,Personalize,Personalize,ml,personalize.png,service
personalize.solution,personalize,Personalize,Personalize,ml,personalize.png,service
personalize.solution_version,personalize,Personalize,Personalize,ml,personalize.png,service
pinpoint.adm_channel,pinpoint,Pinpoint,Pinpoint,engagement,pinpoint.png,service
pinpoint.apns_channel,pinpoint,Pinpoint,Pinpoint,engagement,pinpoint.png,service
pinpoint.apns_sandbox_channel,pinpoint,Pinpoint,Pinpoint,engagement,pinpoint.png,service
pinpoint.apns_voip_channel,pinpoint,Pinpoint,Pinpoint,engagement,pinpoint.png,service
pinpoint.apns_voip_sandbox_channel,pinpoint,Pinpoint,Pinpoint,engagement,pinpoint.png,service
pinpoint.app,pinpoint,Pinpoint,Pinpoint,engagement,pinpoint.png,service
pinpoint.application_date_range_kpi,pinpoint,Pinpoint,Pinpoint,engagement,pinpoint.png,service
pinpoint.application_settings,pinpoint,Pinpoint,Pinpoint,engagement,pinpoint.png,service
pinpoint.baidu_channel,pinpoint,Pinpoint,Pinpoint,engagement,pinpoint.png,service
pinpoint.campaign,pinpoint,Pinpoint,Pinpoint,engagement,pinpoint.png,service
pinpoint.campaign_activity,pinpoint,Pinpoint,Pinpoint,engagement,pinpoint.png,service
pinpoint.campaign_date_range_kpi,pinpoint,Pinpoint,Pinpoint,engagement,pinpoint.png,service
pinpoint.campaign_version,pinpoint,Pinpoint,Pinpoint,engagement,pinpoint.png,service
pinpoint.channel,pinpoint,Pinpoint,Pinpoint,engagement,pinpoint.png,service
pinpoint.email_channel,pinpoint,Pinpoint,Pinpoint,engagement,pinpoint.png,service
pinpoint.email_template,pinpoint,Pinpoint,Pinpoint,engagement,pinpoint.png,service
pinpoint.endpoint,pinpoint,Pinpoint,Pinpoint,engagement,pinpoint.png,service
pinpoint.event_stream,pinpoint,Pinpoint,Pinpoint,engagement,pinpoint.png,service
pinpoint.export_job,pinpoint,Pinpoint,Pinpoint,engagement,pinpoint.png,service
pinpoint.gcm_channel,pinpoint,Pinpoint,Pinpoint,engagement,pinpoint.png,service
pinpoint.import_job,pinpoint,Pinpoint,Pinpoint,engagement,pinpoint.png,service
pinpoint.in_app_message,pinpoint,Pinpoint,Pinpoint,engagement,pinpoint.png,service
pinpoint.in_app_template,pinpoint,Pinpoint,Pinpoint,engagement,pinpoint.png,service
pinpoint.journey,pinpoint,Pinpoint,Pinpoint,engagement,pinpoint.png,service
pinpoint.journey_date_range_kpi,pinpoint,Pinpoint,Pinpoint,engagement,pinpoint.png,service
pinpoint.journey_execution_activity_metric,pinpoint,Pinpoint,Pinpoint,engagement,pinpoint.png,service
pinpoint.journey_execution_metric,pinpoint,Pinpoint,Pinpoint,engagement,pinpoint.png,service
pinpoint.journey_run,pinpoint,Pinpoint,Pinpoint,engagement,pinpoint.png,service
pinpoint.journey_run_execution_activity_metric,pinpoint,Pinpoint,Pinpoint,engagement,pinpoint.png,service
pinpoint.journey_run_execution_metric,pinpoint,Pinpoint,Pinpoint,engagement,pinpoint.png,service
pinpoint.push_template,pinpoint,Pinpoint,Pinpoint,engagement,pinpoint.png,service
pinpoint.recommender_configuration,pinpoint,Pinpoint,Pinpoint,engagement,pinpoint.png,service
pinpoint.segment,pinpoint,Pinpoint,Pinpoint,engagement,pinpoint.png,service
pinpoint.segment_export_job,pinpoint,Pinpoint,Pinpoint,engagement,pinpoint.png,service
pinpoint.segment_import_job,pinpoint,Pinpoint,Pinpoint,engagement,pinpoint.png,service
pinpoint.segment_version,pinpoint,Pinpoint,Pinpoint,engagement,pinpoint.png,service
pinpoint.sms_channel,pinpoint,Pinpoint,Pinpoint,engagement,pinpoint.png,service
pinpoint.sms_template,pinpoint,Pinpoint,Pinpoint,engagement,pinpoint.png,service
pinpoint.template,pinpoint,Pinpoint,Pinpoint,engagement,pinpoint.png,service
pinpoint.template_version,pinpoint,Pinpoint,Pinpoint,engagement,pinpoint.png,service
pinpoint.user_endpoint,pinpoint,Pinpoint,Pinpoint,engagement,pinpoint.png,service
pinpoint.voice_channel,pinpoint,Pinpoint,Pinpoint,engagement,pinpoint.png,service
pinpoint.voice_template,pinpoint,Pinpoint,Pinpoint,engagement,pinpoint.png,service
polly.lexicon,polly,Polly,Polly,ml,polly.png,service
polly.voice,polly,Polly,Polly,ml,polly.png,service
proton.component,proton,Proton,Proton,management,proton.png,service
proton.component_output,proton,Proton,Proton,management,proton.png,service
proton.component_provisioned_resource,proton,Proton,Proton,management,proton.png,service
proton.deployment,proton,Proton,Proton,management,proton.png,service
proton.environment,proton,Proton,Proton,management,proton.png,service
proton.environment_account_connection,proton,Proton,Proton,management,proton.png,service
proton.environment_output,proton,Proton,Proton,management,proton.png,service
proton.environment_provisioned_resource,proton,Proton,Proton,management,proton.png,service
proton.environment_template,proton,Proton,Proton,management,proton.png,service
proton.environment_template_version,proton,Proton,Proton,management,proton.png,service
proton.repository,proton,Proton,Proton,management,proton.png,service
proton.repository_sync_definition,proton,Proton,Proton,management,proton.png,service
proton.repository_sync_status,proton,Proton,Proton,management,proton.png,service
proton.service,proton,Proton,Proton,management,proton.png,service
proton.service_instance,proton,Proton,Proton,management,proton.png,service
proton.service_instance_output,proton,Proton,Proton,management,proton.png,service
proton.service_instance_provisioned_resource,proton,Proton,Proton,management,proton.png,service
proton.service_instance_sync_status,proton,Proton,Proton,management,proton.png,service
proton.service_pipeline_output,proton,Proton,Proton,management,proton.png,service
proton.service_pipeline_provisioned_resource,proton,Proton,Proton,management,proton.png,service
proton.service_sync_config,proton,Proton,Proton,management,proton.png,service
proton.service_template,proton,Proton,Proton,management,proton.png,service
proton.service_template_version,proton,Proton,Proton,management,proton.png,service
proton.template_sync_config,proton,Proton,Proton,management,proton.png,service
proton.template_sync_status,proton,Proton,Proton,management,proton.png,service
qldb.ListResource,qldb,QLDB,QLDB,blockchain,quantum-ledger-database-qldb.png,service
qldb.ledger,qldb,QLDB,QLDB,blockchain,quantum-ledger-database-qldb.png,service
quicksight.dashboard,quicksight,Quicksight,Quicksight,analytics,quicksight.png,service
quicksight.data_set,quicksight,Quicksight,Quicksight,analytics,quicksight.png,service
quicksight.quicksight_group,quicksight,Quicksight,Quicksight,analytics,quicksight.png,service
quicksight.quicksight_user,quicksight,Quicksight,Quicksight,analytics,quicksight.png,service
ram.pending_invitation_resource,ram,RAM,RAM,security,resource-access-manager.png,service
ram.principal,ram,RAM,RAM,security,resource-access-manager.png,service
ram.replace_permission_associations_work,ram,RAM,RAM,security,resource-access-manager.png,service
ram.resource,ram,RAM,RAM,security,resource-access-manager.png,service
ram.resource_policy,ram,RAM,RAM,security,resource-access-manager.png,service
ram.resource_share,ram,RAM,RAM,security,resource-access-manager.png,service
ram.resource_share_association,ram,RAM,RAM,security,resource-access-manager.png,service
ram.resource_share_invitation,ram,RAM,RAM,security,resource-access-manager.png,service
rds.blue_green_deployment,rds,RDS,RDS,database,rds.png,service
rds.certificate,rds,RDS,RDS,database,rds.png,service
rds.db_cluster_endpoint,rds,RDS,RDS,database,rds.png,service
rds.db_cluster_parameter,rds,RDS,RDS,database,rds.png,service
rds.db_cluster_parameter_group,rds,RDS,RDS,database,rds.png,service
rds.db_engine_version,rds,RDS,RDS,database,rds.png,service
rds.db_parameter_group,rds,RDS,RDS,database,rds.png,service
rds.db_proxy,rds,RDS,RDS,database,rds.png,service
rds.db_proxy_endpoint,rds,RDS,RDS,database,rds.png,service
rds.db_security_group,rds,RDS,RDS,database,rds.png,service
rds.db_shard_group,rds,RDS,RDS,database,rds.png,service
rds.db_snapshot_tenant_databas,rds,RDS,RDS,database,rds.png,service
rds.db_subnet_group,rds,RDS,RDS,database,rds.png,service
rds.event_subscription,rds,RDS,RDS,database,rds.png,service
rds.export_task,rds,RDS,RDS,database,rds.png,service
rds.global_cluster,rds,RDS,RDS,database,rds.png,service
rds.integration,rds,RDS,RDS,database,rds.png,service
rds.option_group,rds,RDS,RDS,database,rds.png,service
rds.rds_cluster_snapshot,rds,RDS,RDS,database,rds.png,service
rds.rds_reserved,rds,RDS,RDS,database,rds.png,service
rds.rds_snapshot,rds,RDS,RDS,database,rds.png,service
redshift.cluster,redshift,Redshift,Redshift,analytics,redshift.png,service
redshift.cluster_parameter_group,redshift,Redshift,Redshift,analytics,redshift.png,service
redshift.cluster_security_group,redshift,Redshift,Redshift,analytics,redshift.png,service
redshift.cluster_subnet_group,redshift,Redshift,Redshift,analytics,redshift.png,service
redshift.endpoint_access,redshift,Redshift,Redshift,analytics,redshift.png,service
redshift.endpoint_authorization,redshift,Redshift,Redshift,analytics,redshift.png,service
redshift.event_subscription,redshift,Redshift,Redshift,analytics,redshift.png,service
redshift.hsm_client_certificate,redshift,Redshift,Redshift,analytics,redshift.png,service
redshift.hsm_configuration,redshift,Redshift,Redshift,analytics,redshift.png,service
redshift.integration,redshift,Redshift,Redshift,analytics,redshift.png,service
redshift.logging_status,redshift,Redshift,Redshift,analytics,redshift.png,service
redshift.redshift_idc_application,redshift,Redshift,Redshift,analytics,redshift.png,service
redshift.redshift_snapshot,redshift,Redshift,Redshift,analytics,redshift.png,service
redshift.scheduled_action,redshift,Redshift,Redshift,analytics,redshift.png,service
rekognition.celebrity_info,rekognition,Rekognition,Rekognition,ml,rekognition.png,service
rekognition.collection,rekognition,Rekognition,Rekognition,ml,rekognition.png,service
rekognition.dataset,rekognition,Rekognition,Rekognition,ml,rekognition.png,service
rekognition.dataset_label,rekognition,Rekognition,Rekognition,ml,rekognition.png,service
rekognition.face,rekognition,Rekognition,Rekognition,ml,rekognition.png,service
rekognition.project,rekognition,Rekognition,Rekognition,ml,rekognition.png,service
rekognition.search_face,rekognition,Rekognition,Rekognition,ml,rekognition.png,service
rekognition.search_faces_by_image,rekognition,Rekognition,Rekognition,ml,rekognition.png,service
rekognition.search_user,rekognition,Rekognition,Rekognition,ml,rekognition.png,service
rekognition.search_users_by_image,rekognition,Rekognition,Rekognition,ml,rekognition.png,service
rekognition.stream_processor,rekognition,Rekognition,Rekognition,ml,rekognition.png,service
rekognition.user,rekognition,Rekognition,Rekognition,ml,rekognition.png,service
robomaker.fleet,robomaker,Robomaker,Robomaker,robotics,robomaker.png,service
robomaker.robot,robomaker,Robomaker,Robomaker,robotics,robomaker.png,service
robomaker.robot_application,robomaker,Robomaker,Robomaker,robotics,robomaker.png,service
robomaker.simulation_application,robomaker,Robomaker,Robomaker,robotics,robomaker.png,service
route53.cidr_collection,route53,Route53,Route53,network,route-53.png,service
route53.health_check,route53,Route53,Route53,network,route-53.png,service
route53.query_logging_config,route53,Route53,Route53,network,route-53.png,service
route53.traffic_policy_instance,route53,Route53,Route53,network,route-53.png,service
s3.access_point,s3,S3,S3,storage,simple-storage-service-s3.png,service
s3.bucket_acl,s3,S3,S3,storage,simple-storage-service-s3.png,service
s3.bucket_encryption,s3,S3,S3,storage,simple-storage-service-s3.png,service
s3.bucket_intelligent_tiering_configuration,s3,S3,S3,storage,simple-storage-service-s3.png,service
s3.bucket_lifecycle_configuration,s3,S3,S3,storage,simple-storage-service-s3.png,service
s3.bucket_logging,s3,S3,S3,storage,simple-storage-service-s3.png,service
s3.bucket_metrics_configuration,s3,S3,S3,storage,simple-storage-service-s3.png,service
s3.bucket_ownership_control,s3,S3,S3,storage,simple-storage-service-s3.png,service
s3.bucket_policy,s3,S3,S3,storage,simple-storage-service-s3.png,service
s3.bucket_policy_status,s3,S3,S3,storage,simple-storage-service-s3.png,service
