resource_key,field,label,type,source,reason
eks.nodegroup,createdAt,created_at,str,enrich:describe_nodegroup,2/2 carry it
eks.nodegroup,diskSize,disk_size,num,enrich:describe_nodegroup,2/2 carry it
eks.nodegroup,instanceTypes,instance_types,str,enrich:describe_nodegroup,
eks.nodegroup,scalingConfig.maxSize,max_size,num,enrich:describe_nodegroup,2/2 carry it
eks.nodegroup,scalingConfig.minSize,min_size,num,enrich:describe_nodegroup,2/2 carry it
eks.nodegroup,modifiedAt,modified_at,str,enrich:describe_nodegroup,2/2 carry it
eks.nodegroup,nodeRole,node_role,str,enrich:describe_nodegroup,2/2 carry it
eks.nodegroup,releaseVersion,release_version,str,enrich:describe_nodegroup,2/2 carry it
eks.nodegroup,status,status,str,enrich:describe_nodegroup,
eks.nodegroup,version,version,str,enrich:describe_nodegroup,2/2 carry it
elasticache.cache_parameter_group,CacheParameterGroupFamily,cache_parameter_group_family,str,list,20/20 carry it
elasticache.cache_parameter_group,IsGlobal,is_global,bool,list,20/20 carry it
elasticache.user,AccessString,access_string,str,list,1/1 carry it
elasticache.user,ARN,arn,str,list,1/1 carry it
elasticache.user,Authentication.Type,authentication_type,str,list,1/1 carry it
elasticache.user,Engine,engine,str,list,1/1 carry it
elasticache.user,MinimumEngineVersion,minimum_engine_version,str,list,1/1 carry it
elasticache.user,Status,status,str,list,1/1 carry it
elb.load_balancer,CanonicalHostedZoneNameID,canonical_hosted_zone_name_id,str,list,1/1 carry it
elb.load_balancer,CreatedTime,created_time,str,list,1/1 carry it
elb.load_balancer,SourceSecurityGroup.GroupName,group_name,str,list,1/1 carry it
elb.load_balancer,HealthCheck.HealthyThreshold,healthy_threshold,num,list,1/1 carry it
elb.load_balancer,HealthCheck.Interval,interval,num,list,1/1 carry it
elb.load_balancer,SourceSecurityGroup.OwnerAlias,owner_alias,str,list,1/1 carry it
elb.load_balancer,Scheme,scheme,str,list,1/1 carry it
elb.load_balancer,HealthCheck.Target,target,str,list,1/1 carry it
elb.load_balancer,HealthCheck.Timeout,timeout,num,list,1/1 carry it
elb.load_balancer,HealthCheck.UnhealthyThreshold,unhealthy_threshold,num,list,1/1 carry it
elb.load_balancer,VPCId,vpc_id,str,list,1/1 carry it
elbv2.listener,LoadBalancerArn,load_balancer_arn,str,list,2/2 carry it
elbv2.listener,Port,port,num,list,2/2 carry it
elbv2.listener,Protocol,protocol,str,list,2/2 carry it
elbv2.listener,SslPolicy,ssl_policy,str,list,1/1 carry it
elbv2.load_balancer,CanonicalHostedZoneId,canonical_hosted_zone_id,str,list,1/1 carry it
elbv2.load_balancer,CreatedTime,created_time,str,list,1/1 carry it
elbv2.load_balancer,DNSName,dns_name,str,list,1/1 carry it
elbv2.load_balancer,IpAddressType,ip_address_type,str,list,1/1 carry it
elbv2.load_balancer,Type,lb_type,str,list,
elbv2.load_balancer,Scheme,scheme,str,list,internet-facing or internal — this is the exposure level in one field
elbv2.load_balancer,State.Code,state_code,str,list,1/1 carry it
elbv2.load_balancer,VpcId,vpc_id,str,list,1/1 carry it
elbv2.target_group,HealthCheckEnabled,health_check_enabled,bool,list,2/2 carry it
elbv2.target_group,HealthCheckIntervalSeconds,health_check_interval_seconds,num,list,2/2 carry it
elbv2.target_group,HealthCheckPort,health_check_port,str,list,2/2 carry it
elbv2.target_group,HealthCheckProtocol,health_check_protocol,str,list,2/2 carry it
elbv2.target_group,HealthCheckTimeoutSeconds,health_check_timeout_seconds,num,list,2/2 carry it
elbv2.target_group,HealthyThresholdCount,healthy_threshold_count,num,list,2/2 carry it
elbv2.target_group,IpAddressType,ip_address_type,str,list,2/2 carry it
elbv2.target_group,Port,port,num,list,2/2 carry it
elbv2.target_group,Protocol,protocol,str,list,2/2 carry it
elbv2.target_group,TargetType,target_type,str,list,2/2 carry it
elbv2.target_group,UnhealthyThresholdCount,unhealthy_threshold_count,num,list,2/2 carry it
elbv2.target_group,VpcId,vpc_id,str,list,2/2 carry it
events.rule,EventBusName,event_bus_name,str,list,4/4 carry it
events.rule,ManagedBy,managed_by,str,list,2/2 carry it
events.rule,ScheduleExpression,schedule_expression,str,list,1/1 carry it
events.rule,State,state,str,list,4/4 carry it
greengrass.connector_definition,CreationTimestamp,creation_timestamp,str,list,1/1 carry it
greengrass.connector_definition,LastUpdatedTimestamp,last_updated_timestamp,str,list,1/1 carry it
greengrass.core_definition,CreationTimestamp,creation_timestamp,str,list,1/1 carry it
greengrass.core_definition,LastUpdatedTimestamp,last_updated_timestamp,str,list,1/1 carry it
greengrass.device_definition,CreationTimestamp,creation_timestamp,str,list,1/1 carry it
greengrass.device_definition,LastUpdatedTimestamp,last_updated_timestamp,str,list,1/1 carry it
greengrass.function_definition,CreationTimestamp,creation_timestamp,str,list,1/1 carry it
greengrass.function_definition,LastUpdatedTimestamp,last_updated_timestamp,str,list,1/1 carry it
greengrass.logger_definition,CreationTimestamp,creation_timestamp,str,list,1/1 carry it
greengrass.logger_definition,LastUpdatedTimestamp,last_updated_timestamp,str,list,1/1 carry it
greengrass.resource_definition,CreationTimestamp,creation_timestamp,str,list,1/1 carry it
greengrass.resource_definition,LastUpdatedTimestamp,last_updated_timestamp,str,list,1/1 carry it
greengrass.subscription_definition,CreationTimestamp,creation_timestamp,str,list,1/1 carry it
greengrass.subscription_definition,LastUpdatedTimestamp,last_updated_timestamp,str,list,1/1 carry it
iam.access_key,CreateDate,create_date,str,list,1/1 carry it
iam.access_key,Status,status,str,list,1/1 carry it
iam.access_key,UserName,user_name,str,list,1/1 carry it
iam.account_authorization_detail,CreateDate,create_date,str,list,5/5 carry it
iam.account_authorization_detail,Path,path,str,list,5/5 carry it
iam.account_authorization_detail,PermissionsBoundary.PermissionsBoundaryArn,permissions_boundary_arn,str,list,1/1 carry it
iam.account_authorization_detail,PermissionsBoundary.PermissionsBoundaryType,permissions_boundary_type,str,list,1/1 carry it
iam.account_authorization_detail,UserId,user_id,str,list,5/5 carry it
iam.account_authorization_detail,UserName,user_name,str,list,5/5 carry it
iam.attached_role_policy,PolicyName,policy_name,str,list,59/59 carry it
iam.attached_user_policy,PolicyName,policy_name,str,list,1/1 carry it
iam.group,CreateDate,create_date,str,list,1/1 carry it
iam.group,GroupId,group_id,str,list,1/1 carry it
iam.group,Path,path,str,list,1/1 carry it
iam.instance_profile,CreateDate,create_date,str,list,20/20 carry it
iam.instance_profile,InstanceProfileId,instance_profile_id,str,list,20/20 carry it
iam.instance_profile,Path,path,str,list,20/20 carry it
iam.policy,AttachmentCount,attachment_count,num,list,44/44 carry it
iam.policy,CreateDate,create_date,str,list,44/44 carry it
iam.policy,DefaultVersionId,default_version_id,str,list,44/44 carry it
iam.policy,IsAttachable,is_attachable,bool,list,44/44 carry it
iam.policy,Path,path,str,list,44/44 carry it
iam.policy,PermissionsBoundaryUsageCount,permissions_boundary_usage_count,num,list,44/44 carry it
iam.policy,UpdateDate,update_date,str,list,44/44 carry it
iam.role,AssumeRolePolicyDocument.Version,assume_role_policy_document_version,str,list,116/116 carry it
iam.role,CreateDate,create_date,str,list,116/116 carry it
iam.role,MaxSessionDuration,max_session_duration,num,list,116/116 carry it
iam.role,Path,path,str,list,116/116 carry it
iam.role,RoleId,role_id,str,list,116/116 carry it
iam.virtual_mfa_device,User.CreateDate,create_date,str,list,1/1 carry it
iam.virtual_mfa_device,EnableDate,enable_date,str,list,1/1 carry it
iam.virtual_mfa_device,User.PasswordLastUsed,password_last_used,str,list,1/1 carry it
iam.virtual_mfa_device,User.Arn,user_arn,str,list,1/1 carry it
iam.virtual_mfa_device,User.UserId,user_id,str,list,1/1 carry it
iot.certificate,creationDate,creation_date,str,list,1/1 carry it
iot.certificate,status,status,str,list,1/1 carry it
iot.domain_configuration,serviceType,service_type,str,list,3/3 carry it
ivs.channel,authorized,authorized,bool,list,1/1 carry it
ivs.channel,insecureIngest,insecure_ingest,bool,list,1/1 carry it
ivs.channel,latencyMode,latency_mode,str,list,1/1 carry it
ivs.channel,type,type,str,list,1/1 carry it
ivs.playback_restriction_policy,enableStrictOriginEnforcement,enable_strict_origin_enforcement,bool,list,1/1 carry it
ivschat.room,createTime,create_time,str,list,1/1 carry it
ivschat.room,updateTime,update_time,str,list,1/1 carry it
kms.alias,CreationDate,creation_date,str,list,11/11 carry it
kms.alias,LastUpdatedDate,last_updated_date,str,list,11/11 carry it
kms.alias,TargetKeyId,target_key_id,str,list,11/11 carry it
kms.grant,CreationDate,creation_date,str,list,16/16 carry it
kms.grant,IssuingAccount,issuing_account,str,list,16/16 carry it
kms.grant,KeyId,key_id,str,list,16/16 carry it
kms.grant,RetiringPrincipal,retiring_principal,str,list,16/16 carry it
kms.key,KeyState,key_state,str,list,
lambda.function,SnapStart.ApplyOn,apply_on,str,list,4/4 carry it
lambda.function,CodeSize,code_size,num,list,4/4 carry it
lambda.function,EphemeralStorage.Size,ephemeral_storage_size,num,list,4/4 carry it
lambda.function,LastModified,last_modified,str,list,"age, for the unused-function rules"
lambda.function,LoggingConfig.LogFormat,log_format,str,list,4/4 carry it
lambda.function,LoggingConfig.LogGroup,log_group,str,list,4/4 carry it
lambda.function,MemorySize,memory_mb,num,list,
lambda.function,PackageType,package_type,str,list,4/4 carry it
lambda.function,Role,role,str,list,4/4 carry it
lambda.function,Runtime,runtime,str,list,
lambda.function,Timeout,timeout_s,num,list,
lambda.function,TracingConfig.Mode,tracing_config_mode,str,list,4/4 carry it
lambda.function,Version,version,str,list,4/4 carry it
lambda.version,SnapStart.ApplyOn,apply_on,str,list,10/10 carry it
lambda.version,CodeSize,code_size,num,list,10/10 carry it
lambda.version,EphemeralStorage.Size,ephemeral_storage_size,num,list,10/10 carry it
lambda.version,FunctionName,function_name,str,list,10/10 carry it
lambda.version,LastModified,last_modified,str,list,10/10 carry it
lambda.version,LoggingConfig.LogGroup,log_group,str,list,10/10 carry it
lambda.version,MemorySize,memory_size,num,list,10/10 carry it
lambda.version,PackageType,package_type,str,list,10/10 carry it
lambda.version,Role,role,str,list,10/10 carry it
lambda.version,Timeout,timeout,num,list,10/10 carry it
lambda.version,TracingConfig.Mode,tracing_config_mode,str,list,10/10 carry it
lambda.version,Version,version,str,list,10/10 carry it
logs.log_group,creationTime,creation_time,num,list,9/9 carry it
logs.log_group,logGroupArn,log_group_arn,str,list,9/9 carry it
logs.log_group,logGroupClass,log_group_class,str,list,9/9 carry it
logs.log_group,metricFilterCount,metric_filter_count,num,list,9/9 carry it
logs.log_group,retentionInDays,retention_in_days,num,list,3/3 carry it
logs.log_group,storedBytes,stored_bytes,num,list,9/9 carry it
mediaconvert.queue,CreatedAt,created_at,str,list,1/1 carry it
mediaconvert.queue,LastUpdated,last_updated,str,list,1/1 carry it
mediaconvert.queue,PricingPlan,pricing_plan,str,list,1/1 carry it
mediaconvert.queue,ProgressingJobsCount,progressing_jobs_count,num,list,1/1 carry it
mediaconvert.queue,Status,status,str,list,1/1 carry it
mediaconvert.queue,SubmittedJobsCount,submitted_jobs_count,num,list,1/1 carry it
mediaconvert.queue,Type,type,str,list,1/1 carry it
memorydb.parameter_group,Family,family,str,list,5/5 carry it
memorydb.user,AccessString,access_string,str,list,1/1 carry it
memorydb.user,Authentication.Type,authentication_type,str,list,1/1 carry it
memorydb.user,MinimumEngineVersion,minimum_engine_version,str,list,1/1 carry it
memorydb.user,Status,status,str,list,1/1 carry it
networkmanager.global_network,CreatedAt,created_at,str,list,1/1 carry it
networkmanager.global_network,State,state,str,list,1/1 carry it
organizations.account,Email,email,str,list,5/5 carry it
organizations.account,Id,id,str,list,5/5 carry it
organizations.account,JoinedMethod,joined_method,str,list,5/5 carry it
organizations.account,JoinedTimestamp,joined_timestamp,str,list,5/5 carry it
organizations.account,Status,status,str,list,5/5 carry it
organizations.organization,FeatureSet,feature_set,str,list,1/1 carry it
organizations.organization,MasterAccountArn,master_account_arn,str,list,1/1 carry it
organizations.organization,MasterAccountEmail,master_account_email,str,list,1/1 carry it
organizations.organization,MasterAccountId,master_account_id,str,list,1/1 carry it
organizations.root,Id,id,str,list,1/1 carry it
pinpoint-sms-voice-v2.opt_out_list,CreatedTimestamp,created_timestamp,str,list,1/1 carry it
pinpoint-sms-voice-v2.opt_out_list,OptOutListName,opt_out_list_name,str,list,1/1 carry it
rds.certificate,CertificateIdentifier,certificate_identifier,str,list,3/3 carry it
rds.certificate,CertificateType,certificate_type,str,list,3/3 carry it
rds.certificate,CustomerOverride,customer_override,bool,list,3/3 carry it
rds.certificate,Thumbprint,thumbprint,str,list,3/3 carry it
rds.certificate,ValidFrom,valid_from,str,list,3/3 carry it
rds.certificate,ValidTill,valid_till,str,list,3/3 carry it
rds.db_instance,AllocatedStorage,allocated_storage_gb,num,list,storage bills separately from the instance class
rds.db_instance,BackupTarget,backup_target,str,list,1/1 carry it
rds.db_instance,DbInstancePort,db_instance_port,num,list,1/1 carry it
rds.db_instance,DBName,db_name,str,list,1/1 carry it
rds.db_instance,DbiResourceId,dbi_resource_id,str,list,1/1 carry it
rds.db_instance,StorageEncrypted,encrypted,bool,list,
rds.db_instance,Engine,engine,str,list,
rds.db_instance,EngineVersion,engine_version,str,list,1/1 carry it
rds.db_instance,DBInstanceClass,instance_class,str,list,
rds.db_instance,KmsKeyId,kms_key_id,str,list,1/1 carry it
rds.db_instance,LicenseModel,license_model,str,list,1/1 carry it
rds.db_instance,MultiAZ,multi_az,bool,list,multi-AZ doubles the instance cost
rds.db_instance,NetworkType,network_type,str,list,1/1 carry it
rds.db_instance,Endpoint.Port,port,num,list,1/1 carry it
rds.db_instance,PubliclyAccessible,publicly_accessible,bool,list,the single most consequential fact about a database
rds.db_instance,DBInstanceStatus,state,str,list,
rds.db_instance,StorageType,storage_type,str,list,1/1 carry it
rds.db_parameter_group,DBParameterGroupFamily,db_parameter_group_family,str,list,4/4 carry it
rds.db_subnet_group,SubnetGroupStatus,subnet_group_status,str,list,2/2 carry it
rds.db_subnet_group,VpcId,vpc_id,str,list,2/2 carry it
rds.option_group,AllowsVpcAndNonVpcInstanceMemberships,allows_vpc_and_non_vpc_instance_memberships,bool,list,3/3 carry it
rds.option_group,EngineName,engine_name,str,list,3/3 carry it
rds.option_group,MajorEngineVersion,major_engine_version,str,list,3/3 carry it
rds.rds_snapshot,DbiResourceId,dbi_resource_id,str,list,12/12 carry it
rds.rds_snapshot,Encrypted,encrypted,bool,list,12/12 carry it
rds.rds_snapshot,Engine,engine,str,list,12/12 carry it
rds.rds_snapshot,EngineVersion,engine_version,str,list,12/12 carry it
rds.rds_snapshot,KmsKeyId,kms_key_id,str,list,12/12 carry it
rds.rds_snapshot,LicenseModel,license_model,str,list,12/12 carry it
rds.rds_snapshot,MultiTenant,multi_tenant,bool,list,12/12 carry it
rds.rds_snapshot,Port,port,num,list,12/12 carry it
rds.rds_snapshot,SnapshotType,snapshot_type,str,list,12/12 carry it
rds.rds_snapshot,Status,status,str,list,12/12 carry it
rds.rds_snapshot,StorageType,storage_type,str,list,12/12 carry it
rds.rds_snapshot,VpcId,vpc_id,str,list,12/12 carry it
redshift.cluster_parameter_group,ParameterGroupFamily,parameter_group_family,str,list,1/1 carry it
route53.hosted_zone,CallerReference,caller_reference,str,list,3/3 carry it
route53.hosted_zone,Config.Comment,comment,str,list,2/2 carry it
route53.hosted_zone,Config.PrivateZone,private_zone,bool,list,3/3 carry it
route53.hosted_zone,ResourceRecordSetCount,resource_record_set_count,num,list,3/3 carry it
route53resolver.firewall_domain_list,ManagedOwnerName,managed_owner_name,str,list,4/4 carry it
route53resolver.resolver_config,AutodefinedReverse,autodefined_reverse,str,list,1/1 carry it
route53resolver.resolver_config,Id,id,str,list,1/1 carry it
route53resolver.resolver_rule,DomainName,domain_name,str,list,1/1 carry it
route53resolver.resolver_rule,Id,id,str,list,1/1 carry it
route53resolver.resolver_rule,RuleType,rule_type,str,list,1/1 carry it
route53resolver.resolver_rule,ShareStatus,share_status,str,list,1/1 carry it
route53resolver.resolver_rule,Status,status,str,list,1/1 carry it
route53resolver.resolver_rule_association,ResolverRuleId,resolver_rule_id,str,list,1/1 carry it
route53resolver.resolver_rule_association,Status,status,str,list,1/1 carry it
route53resolver.resolver_rule_association,VPCId,vpc_id,str,list,1/1 carry it
s3.bucket,PublicAccessBlockConfiguration.BlockPublicAcls,block_public_acls,bool,enrich:get_public_access_block,
s3.bucket,PublicAccessBlockConfiguration.BlockPublicPolicy,block_public_policy,bool,enrich:get_public_access_block,
s3.bucket,Region,bucket_region,str,enrich:get_bucket_location,
s3.bucket,CreationDate,creation_date,str,list,
s3.bucket,ServerSideEncryptionConfiguration,encrypted,present,enrich:get_bucket_encryption,"the call raises when a bucket has none, so presence IS the answer"
s3.bucket,PublicAccessBlockConfiguration.IgnorePublicAcls,ignore_public_acls,bool,enrich:get_public_access_block,
s3.bucket,LocationConstraint,location_constraint,str,enrich:get_bucket_location,46/55 carry it
s3.bucket,PublicAccessBlockConfiguration.RestrictPublicBuckets,restrict_public_buckets,bool,enrich:get_public_access_block,
s3.bucket,SizeBytes,size_gb,bytes_gb,enrich:metrics,CloudWatch BucketSizeBytes via enrich.metrics - list_buckets returns no size
s3.bucket,StorageClass,storage_class,str,list,the class decides the rate
s3.bucket,Status,versioning,str,enrich:get_bucket_versioning,"Enabled, Suspended, or absent for never-versioned"
sagemaker.hub,CreationTime,creation_time,str,list,1/1 carry it
sagemaker.hub,HubDisplayName,hub_display_name,str,list,1/1 carry it
sagemaker.hub,HubStatus,hub_status,str,list,1/1 carry it
sagemaker.hub,LastModifiedTime,last_modified_time,str,list,1/1 carry it
scheduler.schedule_group,State,state,str,list,1/1 carry it
secretsmanager.secret,CreatedDate,created_date,str,list,77/77 carry it
secretsmanager.secret,KmsKeyId,kms_key_id,str,list,5/5 carry it
secretsmanager.secret,LastAccessedDate,last_accessed_date,str,list,77/77 carry it
secretsmanager.secret,LastChangedDate,last_changed_date,str,list,77/77 carry it
securityhub.standard,StandardsManagedBy.Company,company,str,list,13/13 carry it
securityhub.standard,EnabledByDefault,enabled_by_default,bool,list,13/13 carry it
securityhub.standard,StandardsManagedBy.Product,product,str,list,13/13 carry it
service-quotas.service_quota_request,CaseId,case_id,str,list,2/2 carry it
service-quotas.service_quota_request,Created,created,str,list,2/2 carry it
service-quotas.service_quota_request,GlobalQuota,global_quota,bool,list,2/2 carry it
service-quotas.service_quota_request,LastUpdated,last_updated,str,list,2/2 carry it
service-quotas.service_quota_request,QuotaArn,quota_arn,str,list,2/2 carry it
service-quotas.service_quota_request,QuotaCode,quota_code,str,list,2/2 carry it
service-quotas.service_quota_request,QuotaName,quota_name,str,list,2/2 carry it
service-quotas.service_quota_request,Requester,requester,str,list,2/2 carry it
service-quotas.service_quota_request,ServiceCode,service_code,str,list,2/2 carry it
service-quotas.service_quota_request,ServiceName,service_name,str,list,2/2 carry it
service-quotas.service_quota_request,Status,status,str,list,2/2 carry it
service-quotas.service_quota_request,Unit,unit,str,list,2/2 carry it
servicecatalog.accepted_portfolio_share,CreatedTime,created_time,str,list,1/1 carry it
servicecatalog.accepted_portfolio_share,Id,id,str,list,1/1 carry it
servicecatalog.accepted_portfolio_share,ProviderName,provider_name,str,list,1/1 carry it
snowball.compatible_image,AmiId,ami_id,str,list,2/2 carry it
sns.topic,SubscriptionsConfirmed,subscriptions_confirmed,str,enrich:get_topic_attributes,1/1 carry it
sns.topic,SubscriptionsDeleted,subscriptions_deleted,str,enrich:get_topic_attributes,1/1 carry it
sns.topic,SubscriptionsPending,subscriptions_pending,str,enrich:get_topic_attributes,1/1 carry it
sqs.queue,ApproximateNumberOfMessages,approximate_number_of_messages,str,enrich:get_queue_attributes,1/1 carry it
sqs.queue,ApproximateNumberOfMessagesDelayed,approximate_number_of_messages_delayed,str,enrich:get_queue_attributes,1/1 carry it
sqs.queue,ApproximateNumberOfMessagesNotVisible,approximate_number_of_messages_not_visible,str,enrich:get_queue_attributes,1/1 carry it
sqs.queue,CreatedTimestamp,created_timestamp,str,enrich:get_queue_attributes,1/1 carry it
sqs.queue,DelaySeconds,delay_seconds,str,enrich:get_queue_attributes,1/1 carry it
sqs.queue,LastModifiedTimestamp,last_modified_timestamp,str,enrich:get_queue_attributes,1/1 carry it
sqs.queue,MaximumMessageSize,maximum_message_size,str,enrich:get_queue_attributes,1/1 carry it
sqs.queue,MessageRetentionPeriod,message_retention_period,str,enrich:get_queue_attributes,1/1 carry it
sqs.queue,ReceiveMessageWaitTimeSeconds,receive_message_wait_time_seconds,str,enrich:get_queue_attributes,1/1 carry it
sqs.queue,SqsManagedSseEnabled,sqs_managed_sse_enabled,str,enrich:get_queue_attributes,1/1 carry it
sqs.queue,VisibilityTimeout,visibility_timeout,str,enrich:get_queue_attributes,1/1 carry it
ssm.document,CreatedDate,created_date,str,list,1/1 carry it
ssm.document,DocumentFormat,document_format,str,list,1/1 carry it
ssm.document,DocumentType,document_type,str,list,1/1 carry it
ssm.document,DocumentVersion,document_version,str,list,1/1 carry it
ssm.document,SchemaVersion,schema_version,str,list,1/1 carry it
ssm.document_version,CreatedDate,created_date,str,list,1/1 carry it
ssm.document_version,DocumentFormat,document_format,str,list,1/1 carry it
ssm.document_version,DocumentVersion,document_version,str,list,1/1 carry it
ssm.document_version,IsDefaultVersion,is_default_version,bool,list,1/1 carry it
ssm.document_version,Status,status,str,list,1/1 carry it
ssm.patch_baseline,BaselineName,baseline_name,str,list,17/17 carry it
ssm.patch_baseline,DefaultBaseline,default_baseline,bool,list,17/17 carry it
ssm.patch_baseline,OperatingSystem,operating_system,str,list,17/17 carry it
ssm.ssm_managed_instance,AgentVersion,agent_version,str,list,3/3 carry it
ssm.ssm_managed_instance,ComputerName,computer_name,str,list,3/3 carry it
ssm.ssm_managed_instance,IPAddress,ip_address,str,list,3/3 carry it
ssm.ssm_managed_instance,IsLatestVersion,is_latest_version,bool,list,3/3 carry it
ssm.ssm_managed_instance,LastPingDateTime,last_ping_date_time,str,list,3/3 carry it
ssm.ssm_managed_instance,PingStatus,ping_status,str,list,3/3 carry it
ssm.ssm_managed_instance,PlatformName,platform_name,str,list,3/3 carry it
ssm.ssm_managed_instance,PlatformType,platform_type,str,list,3/3 carry it
ssm.ssm_managed_instance,PlatformVersion,platform_version,str,list,3/3 carry it
ssm.ssm_managed_instance,ResourceType,resource_type,str,list,3/3 carry it
ssm.ssm_managed_instance,SourceType,source_type,str,list,3/3 carry it
stepfunctions.state_machine,creationDate,creation_date,str,list,1/1 carry it
stepfunctions.state_machine,loggingConfiguration.includeExecutionData,include_execution_data,bool,enrich:describe_state_machine,1/1 carry it
stepfunctions.state_machine,loggingConfiguration.level,level,str,enrich:describe_state_machine,1/1 carry it
stepfunctions.state_machine,roleArn,role_arn,str,enrich:describe_state_machine,1/1 carry it
stepfunctions.state_machine,status,status,str,enrich:describe_state_machine,1/1 carry it
stepfunctions.state_machine,tracingConfiguration.enabled,tracing_configuration_enabled,bool,enrich:describe_state_machine,1/1 carry it
stepfunctions.state_machine,type,type,str,list,1/1 carry it
xray.sampling_rule,CreatedAt,created_at,str,list,1/1 carry it
xray.sampling_rule,SamplingRule.FixedRate,fixed_rate,num,list,1/1 carry it
xray.sampling_rule,SamplingRule.Host,host,str,list,1/1 carry it
xray.sampling_rule,SamplingRule.HTTPMethod,http_method,str,list,1/1 carry it
xray.sampling_rule,ModifiedAt,modified_at,str,list,1/1 carry it
xray.sampling_rule,SamplingRule.Priority,priority,num,list,1/1 carry it
xray.sampling_rule,SamplingRule.ResourceARN,resource_arn,str,list,1/1 carry it
xray.sampling_rule,SamplingRule.RuleARN,rule_arn,str,list,1/1 carry it
xray.sampling_rule,SamplingRule.Version,sampling_rule_version,num,list,1/1 carry it
xray.sampling_rule,SamplingRule.ServiceName,service_name,str,list,1/1 carry it
xray.sampling_rule,SamplingRule.ServiceType,service_type,str,list,1/1 carry it
xray.sampling_rule,SamplingRule.URLPath,url_path,str,list,1/1 carry it
