source_key,source_c7n,source_service,source_path,path_kind,target_key,target_c7n,edge_type,source,confidence,resolution,operation,evidence
kendra.data_source,,kendra,IndexId,scalar,kendra.index,,references,doc,medium,service-exact,describe_data_source,kendra.DescribeDataSource
kendra.data_source,,kendra,Configuration.S3Configuration.BucketName,dotted,s3.bucket,s3,references,doc,medium,well-known,describe_data_source,kendra.DescribeDataSource
kendra.data_source,,kendra,Configuration.SalesforceConfiguration.StandardObjectConfigurations[].Name,list_dict,securityhub.standard,,references,doc,medium,global-exact,describe_data_source,kendra.DescribeDataSource
kendra.experience,,kendra,DisplayData.GroupName,dotted,kendra.groups_older_than_ordering_id,,references,doc,medium,service-partial,list_experience_entities,kendra.ListExperienceEntities
kendra.experience,,kendra,IndexId,scalar,kendra.index,,references,doc,medium,service-exact,describe_experience,kendra.DescribeExperience
kendra.faq,,kendra,IndexId,scalar,kendra.index,,references,doc,medium,service-exact,describe_faq,kendra.DescribeFaq
kendra.index,,kendra,ServerSideEncryptionConfiguration.KmsKeyId,dotted,kms.key,kms-key,encrypted-by,doc,medium,leaf-hint,describe_index,kendra.DescribeIndex
kendra.indice,,kendra,Id,scalar,kendra.index,,references,doc,medium,service-exact,list_indices,kendra.ListIndices
kendra.indice,,kendra,Name,scalar,kendra.index,,references,doc,medium,service-exact,list_indices,kendra.ListIndices
kendra.query_suggestions_block_list,,kendra,IndexId,scalar,kendra.index,,references,doc,medium,service-exact,describe_query_suggestions_block_list,kendra.DescribeQuerySuggestionsBlockList
kinesis.stream_summary,,kinesis,StreamDescriptionSummary.StreamName,dotted,kinesis.stream,kinesis,references,doc,medium,service-exact,describe_stream_summary,kinesis.DescribeStreamSummary
kinesisanalytics.application,kinesis-analytics,kinesisanalytics,ApplicationDetail.ReferenceDataSourceDescriptions[].ReferenceId,list_dict,kinesisanalytics.application_reference_data_source,,references,doc,medium,service-partial,describe_application,kinesisanalytics.DescribeApplication
kinesisanalyticsv2.application,kinesis-analyticsv2,kinesisanalyticsv2,ApplicationDetail.ApplicationConfigurationDescription.VpcConfigurationDescriptions[].VpcConfigurationId,list_dict,ec2.vpc,vpc,contained-in,doc,medium,well-known,describe_application,kinesisanalyticsv2.DescribeApplication
kinesisanalyticsv2.application,kinesis-analyticsv2,kinesisanalyticsv2,ApplicationDetail.ApplicationConfigurationDescription.VpcConfigurationDescriptions[].VpcId,list_dict,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,describe_application,kinesisanalyticsv2.DescribeApplication
kinesisanalyticsv2.application,kinesis-analyticsv2,kinesisanalyticsv2,ApplicationDetail.ApplicationConfigurationDescription.SqlApplicationConfigurationDescription.ReferenceDataSourceDescriptions[].ReferenceId,list_dict,kinesisanalyticsv2.application_reference_data_source,,references,doc,medium,service-partial,describe_application,kinesisanalyticsv2.DescribeApplication
kinesisanalyticsv2.application_version,,kinesisanalyticsv2,ApplicationVersionDetail.ApplicationConfigurationDescription.VpcConfigurationDescriptions[].VpcConfigurationId,list_dict,ec2.vpc,vpc,contained-in,doc,medium,well-known,describe_application_version,kinesisanalyticsv2.DescribeApplicationVersion
kinesisanalyticsv2.application_version,,kinesisanalyticsv2,ApplicationVersionDetail.ApplicationConfigurationDescription.VpcConfigurationDescriptions[].VpcId,list_dict,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,describe_application_version,kinesisanalyticsv2.DescribeApplicationVersion
kinesisanalyticsv2.application_version,,kinesisanalyticsv2,ApplicationVersionDetail.ApplicationName,dotted,kinesisanalyticsv2.application,kinesis-analyticsv2,references,doc,medium,service-exact,describe_application_version,kinesisanalyticsv2.DescribeApplicationVersion
kinesisanalyticsv2.application_version,,kinesisanalyticsv2,ApplicationVersionDetail.ApplicationConfigurationDescription.SqlApplicationConfigurationDescription.ReferenceDataSourceDescriptions[].ReferenceId,list_dict,kinesisanalyticsv2.application_reference_data_source,,references,doc,medium,service-partial,describe_application_version,kinesisanalyticsv2.DescribeApplicationVersion
kinesisvideo.edge_agent_configuration,,kinesisvideo,EdgeConfig.HubDeviceArn,dotted,kinesisvideo.stream,,references,doc,medium,service-exact,list_edge_agent_configurations,kinesisvideo.ListEdgeAgentConfigurations
kinesisvideo.edge_agent_configuration,,kinesisvideo,StreamName,scalar,kinesisvideo.stream,,references,doc,medium,service-exact,list_edge_agent_configurations,kinesisvideo.ListEdgeAgentConfigurations
kinesisvideo.edge_configuration,,kinesisvideo,EdgeConfig.HubDeviceArn,dotted,kinesisvideo.stream,,references,doc,medium,service-exact,describe_edge_configuration,kinesisvideo.DescribeEdgeConfiguration
kinesisvideo.stream,,kinesisvideo,KmsKeyId,scalar,kms.key,kms-key,encrypted-by,doc,medium,leaf-hint,list_streams,kinesisvideo.ListStreams
kinesisvideo.stream,,kinesisvideo,StreamInfo.KmsKeyId,dotted,kms.key,kms-key,encrypted-by,doc,medium,leaf-hint,describe_stream,kinesisvideo.DescribeStream
kms.alias,kms,kms,TargetKeyId,scalar,kms.key,kms-key,encrypted-by,doc,medium,well-known,list_aliases,kms.ListAliases
kms.grant,,kms,KeyId,scalar,kms.key,kms-key,encrypted-by,doc,medium,well-known,list_grants,kms.ListGrants
lakeformation.data_cells_filter,,lakeformation,DataCellsFilter.TableCatalogId,dotted,glue.catalog,,references,doc,medium,global-exact,get_data_cells_filter,lakeformation.GetDataCellsFilter
lakeformation.data_cells_filter,,lakeformation,TableCatalogId,scalar,glue.catalog,,references,doc,medium,global-exact,list_data_cells_filter,lakeformation.ListDataCellsFilter
lakeformation.lake_formation_identity_center_configuration,,lakeformation,CatalogId,scalar,athena.data_catalog,,references,doc,medium,global-exact,describe_lake_formation_identity_center_configuration,lakeformation.DescribeLakeFormationIdentityCenterConfiguration
lakeformation.permissions,,lakeformation,Resource.Database.CatalogId,dotted,athena.data_catalog,,references,doc,medium,global-exact,get_effective_permissions_for_path,lakeformation.GetEffectivePermissionsForPath
lakeformation.permissions,,lakeformation,Resource.LFTag.CatalogId,dotted,athena.data_catalog,,references,doc,medium,global-exact,get_effective_permissions_for_path,lakeformation.GetEffectivePermissionsForPath
lakeformation.permissions,,lakeformation,Resource.LFTagPolicy.CatalogId,dotted,athena.data_catalog,,references,doc,medium,global-exact,get_effective_permissions_for_path,lakeformation.GetEffectivePermissionsForPath
lakeformation.permissions,,lakeformation,Resource.Table.CatalogId,dotted,athena.data_catalog,,references,doc,medium,global-exact,get_effective_permissions_for_path,lakeformation.GetEffectivePermissionsForPath
lakeformation.permissions,,lakeformation,Resource.TableWithColumns.CatalogId,dotted,athena.data_catalog,,references,doc,medium,global-exact,get_effective_permissions_for_path,lakeformation.GetEffectivePermissionsForPath
lakeformation.permissions,,lakeformation,Resource.DataCellsFilter.TableCatalogId,dotted,glue.catalog,,references,doc,medium,global-exact,get_effective_permissions_for_path,lakeformation.GetEffectivePermissionsForPath
lakeformation.permissions,,lakeformation,Resource.DataCellsFilter.Name,dotted,lakeformation.data_cells_filter,,references,doc,medium,service-exact,get_effective_permissions_for_path,lakeformation.GetEffectivePermissionsForPath
lakeformation.permissions,,lakeformation,Resource.Database.Name,dotted,lakeformation.resource,datalake-location,references,doc,medium,service-partial,get_effective_permissions_for_path,lakeformation.GetEffectivePermissionsForPath
lakeformation.permissions,,lakeformation,Resource.TableWithColumns.DatabaseName,dotted,lakeformation.resource,datalake-location,references,doc,medium,service-partial,get_effective_permissions_for_path,lakeformation.GetEffectivePermissionsForPath
lakeformation.permissions,,lakeformation,Resource.TableWithColumns.Name,dotted,lakeformation.resource,datalake-location,references,doc,medium,service-partial,get_effective_permissions_for_path,lakeformation.GetEffectivePermissionsForPath
lakeformation.resource,datalake-location,lakeformation,LFTagOnDatabase[].CatalogId,list_dict,athena.data_catalog,,references,doc,medium,global-exact,get_resource_lf_tags,lakeformation.GetResourceLFTags
lakeformation.resource,datalake-location,lakeformation,LFTagsOnColumns[].LFTags[].CatalogId,list_nested,athena.data_catalog,,references,doc,medium,global-exact,get_resource_lf_tags,lakeformation.GetResourceLFTags
lakeformation.resource,datalake-location,lakeformation,LFTagsOnTable[].CatalogId,list_dict,athena.data_catalog,,references,doc,medium,global-exact,get_resource_lf_tags,lakeformation.GetResourceLFTags
lakeformation.tag,,lakeformation,CatalogId,scalar,athena.data_catalog,,references,doc,medium,global-exact,get_lf_tag,lakeformation.GetLFTag
lambda.event_source_mapping,,lambda,FunctionArn,scalar,lambda.function,lambda,references,doc,medium,service-partial,get_event_source_mapping,lambda.GetEventSourceMapping
lambda.function,lambda,lambda,Configuration.RuntimeVersionConfig.RuntimeVersionArn,dotted,bedrockagentcore.runtime,,references,doc,medium,global-exact,get_function,lambda.GetFunction
lambda.function,lambda,lambda,RuntimeVersionConfig.RuntimeVersionArn,dotted,bedrockagentcore.runtime,,references,doc,medium,global-exact,list_functions,lambda.ListFunctions
lambda.function,lambda,lambda,Configuration.VpcConfig.VpcId,dotted,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,get_function,lambda.GetFunction
lambda.function,lambda,lambda,VpcConfig.VpcId,dotted,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,list_functions,lambda.ListFunctions
lambda.function,lambda,lambda,Configuration.KMSKeyArn,dotted,kms.key,kms-key,encrypted-by,doc,medium,leaf-hint,get_function,lambda.GetFunction
lambda.function,lambda,lambda,KMSKeyArn,scalar,kms.key,kms-key,encrypted-by,doc,medium,leaf-hint,list_functions,lambda.ListFunctions
lambda.function,lambda,lambda,Configuration.SigningProfileVersionArn,dotted,lambda.version,,references,doc,medium,service-partial,get_function,lambda.GetFunction
lambda.function,lambda,lambda,SigningProfileVersionArn,scalar,lambda.version,,references,doc,medium,service-partial,list_functions,lambda.ListFunctions
lambda.function,lambda,lambda,Configuration.SigningJobArn,dotted,signer.signing_job,,references,doc,medium,global-exact,get_function,lambda.GetFunction
lambda.function,lambda,lambda,SigningJobArn,scalar,signer.signing_job,,references,doc,medium,global-exact,list_functions,lambda.ListFunctions
lambda.function_configuration,,lambda,RuntimeVersionConfig.RuntimeVersionArn,dotted,bedrockagentcore.runtime,,references,doc,medium,global-exact,get_function_configuration,lambda.GetFunctionConfiguration
lambda.function_configuration,,lambda,VpcConfig.VpcId,dotted,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,get_function_configuration,lambda.GetFunctionConfiguration
lambda.function_configuration,,lambda,KMSKeyArn,scalar,kms.key,kms-key,encrypted-by,doc,medium,leaf-hint,get_function_configuration,lambda.GetFunctionConfiguration
lambda.function_configuration,,lambda,FunctionName,scalar,lambda.function,lambda,references,doc,medium,service-exact,get_function_configuration,lambda.GetFunctionConfiguration
lambda.function_configuration,,lambda,MasterArn,scalar,lambda.function,lambda,references,doc,medium,service-partial,get_function_configuration,lambda.GetFunctionConfiguration
lambda.function_configuration,,lambda,SigningProfileVersionArn,scalar,lambda.version,,references,doc,medium,service-partial,get_function_configuration,lambda.GetFunctionConfiguration
lambda.function_configuration,,lambda,SigningJobArn,scalar,signer.signing_job,,references,doc,medium,global-exact,get_function_configuration,lambda.GetFunctionConfiguration
lambda.layer_version_policy,,lambda,RevisionId,scalar,lambda.policy,,references,doc,medium,service-partial,get_layer_version_policy,lambda.GetLayerVersionPolicy
lambda.version,,lambda,RuntimeVersionConfig.RuntimeVersionArn,dotted,bedrockagentcore.runtime,,references,doc,medium,global-exact,list_versions_by_function,lambda.ListVersionsByFunction
lambda.version,,lambda,VpcConfig.VpcId,dotted,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,list_versions_by_function,lambda.ListVersionsByFunction
lambda.version,,lambda,KMSKeyArn,scalar,kms.key,kms-key,encrypted-by,doc,medium,leaf-hint,list_versions_by_function,lambda.ListVersionsByFunction
lambda.version,,lambda,FunctionName,scalar,lambda.function,lambda,references,doc,medium,service-exact,list_versions_by_function,lambda.ListVersionsByFunction
lambda.version,,lambda,MasterArn,scalar,lambda.function,lambda,references,doc,medium,service-partial,list_versions_by_function,lambda.ListVersionsByFunction
lambda.version,,lambda,SigningJobArn,scalar,signer.signing_job,,references,doc,medium,global-exact,list_versions_by_function,lambda.ListVersionsByFunction
launch-wizard.deployment,,launch-wizard,deployment.workloadName,dotted,launch-wizard.workload,,references,doc,medium,service-exact,get_deployment,launch-wizard.GetDeployment
launch-wizard.deployment,,launch-wizard,workloadName,scalar,launch-wizard.workload,,references,doc,medium,service-exact,list_deployments,launch-wizard.ListDeployments
launch-wizard.deployment,,launch-wizard,patternName,scalar,launch-wizard.workload_deployment_pattern,,references,doc,medium,service-exact,list_deployments,launch-wizard.ListDeployments
launch-wizard.workload_deployment_pattern,,launch-wizard,workloadName,scalar,launch-wizard.workload,,references,doc,medium,service-exact,list_workload_deployment_patterns,launch-wizard.ListWorkloadDeploymentPatterns
launch-wizard.workload_deployment_pattern,,launch-wizard,workloadVersionName,scalar,launch-wizard.workload,,references,doc,medium,service-exact,list_workload_deployment_patterns,launch-wizard.ListWorkloadDeploymentPatterns
lex-models.bot,lex-bot,lex-models,intentName,scalar,lex-models.intent,,references,doc,medium,service-exact,get_bot,lex-models.GetBot
lex-models.bot_alias,,lex-models,botName,scalar,lex-models.bot,lex-bot,references,doc,medium,service-exact,get_bot_alias,lex-models.GetBotAlias
lex-models.migration,,lex-models,v1BotName,scalar,lex-models.bot,lex-bot,references,doc,medium,service-partial,get_migration,lex-models.GetMigration
lex-runtime.session,,lex-runtime,dialogAction.intentName,dotted,lex-models.intent,,references,doc,medium,global-exact,get_session,lex-runtime.GetSession
lex-runtime.session,,lex-runtime,intentName,scalar,lex-models.intent,,references,doc,medium,global-exact,get_session,lex-runtime.GetSession
lexv2-models.export,,lexv2-models,resourceSpecification.botExportSpecification.botId,dotted,lexv2-models.bot,,references,doc,medium,service-exact,describe_export,lexv2-models.DescribeExport
lexv2-models.export,,lexv2-models,resourceSpecification.botLocaleExportSpecification.botId,dotted,lexv2-models.bot,,references,doc,medium,service-exact,describe_export,lexv2-models.DescribeExport
lexv2-models.export,,lexv2-models,resourceSpecification.testSetExportSpecification.testSetId,dotted,lexv2-models.test_set,,references,doc,medium,service-exact,describe_export,lexv2-models.DescribeExport
lexv2-models.import,,lexv2-models,resourceSpecification.botLocaleImportSpecification.botId,dotted,lexv2-models.bot,,references,doc,medium,service-exact,describe_import,lexv2-models.DescribeImport
lexv2-models.import,,lexv2-models,resourceSpecification.customVocabularyImportSpecification.botId,dotted,lexv2-models.bot,,references,doc,medium,service-exact,describe_import,lexv2-models.DescribeImport
lexv2-models.import,,lexv2-models,resourceSpecification.testSetImportResourceSpecification.testSetName,dotted,lexv2-models.test_set,,references,doc,medium,service-exact,describe_import,lexv2-models.DescribeImport
lexv2-models.test_execution,,lexv2-models,testExecutionResults.conversationLevelTestResults.items[].conversationId,list_dict,devicefarm.test,,references,doc,medium,global-exact,list_test_execution_result_items,lexv2-models.ListTestExecutionResultItems
lexv2-models.test_execution,,lexv2-models,testSetId,scalar,devicefarm.test,,references,doc,medium,global-exact,list_test_executions,lexv2-models.ListTestExecutions
lexv2-models.test_execution,,lexv2-models,testSetName,scalar,devicefarm.test,,references,doc,medium,global-exact,list_test_executions,lexv2-models.ListTestExecutions
lexv2-models.test_execution,,lexv2-models,testExecutionResults.intentClassificationTestResults.items[].intentName,list_dict,lex-models.intent,,references,doc,medium,global-exact,list_test_execution_result_items,lexv2-models.ListTestExecutionResultItems
lexv2-models.test_execution,,lexv2-models,testExecutionResults.intentLevelSlotResolutionTestResults.items[].intentName,list_dict,lex-models.intent,,references,doc,medium,global-exact,list_test_execution_result_items,lexv2-models.ListTestExecutionResultItems
lexv2-models.test_execution,,lexv2-models,target.botAliasTarget.botAliasId,dotted,lexv2-models.bot,,references,doc,medium,service-exact,describe_test_execution,lexv2-models.DescribeTestExecution
lexv2-models.test_execution,,lexv2-models,target.botAliasTarget.botId,dotted,lexv2-models.bot,,references,doc,medium,service-exact,describe_test_execution,lexv2-models.DescribeTestExecution
lexv2-models.test_execution,,lexv2-models,target.botAliasTarget.localeId,dotted,lexv2-models.bot,,references,doc,medium,service-exact,describe_test_execution,lexv2-models.DescribeTestExecution
lexv2-models.test_execution,,lexv2-models,testExecutionId,scalar,lexv2-models.test_set,,references,doc,medium,service-partial,describe_test_execution,lexv2-models.DescribeTestExecution
lexv2-models.test_execution,,lexv2-models,testSetId,scalar,lexv2-models.test_set,,references,doc,medium,service-partial,describe_test_execution,lexv2-models.DescribeTestExecution
lexv2-models.test_execution,,lexv2-models,testSetName,scalar,lexv2-models.test_set,,references,doc,medium,service-partial,describe_test_execution,lexv2-models.DescribeTestExecution
lexv2-models.test_execution,,lexv2-models,testExecutionResults.utteranceLevelTestResults.items[].conversationId,list_dict,qbusiness.conversation,,references,doc,medium,global-exact,list_test_execution_result_items,lexv2-models.ListTestExecutionResultItems
lexv2-models.test_set,,lexv2-models,conversationId,scalar,qbusiness.conversation,,references,doc,medium,global-exact,list_test_set_records,lexv2-models.ListTestSetRecords
lexv2-models.test_set_discrepancy_report,,lexv2-models,testSetDiscrepancyReportId,scalar,devicefarm.test,,references,doc,medium,global-exact,describe_test_set_discrepancy_report,lexv2-models.DescribeTestSetDiscrepancyReport
lexv2-models.test_set_discrepancy_report,,lexv2-models,testSetDiscrepancyTopErrors.intentDiscrepancies[].intentName,list_dict,lex-models.intent,,references,doc,medium,global-exact,describe_test_set_discrepancy_report,lexv2-models.DescribeTestSetDiscrepancyReport
lexv2-models.test_set_discrepancy_report,,lexv2-models,target.botAliasTarget.botAliasId,dotted,lexv2-models.bot,,references,doc,medium,service-exact,describe_test_set_discrepancy_report,lexv2-models.DescribeTestSetDiscrepancyReport
lexv2-models.test_set_discrepancy_report,,lexv2-models,target.botAliasTarget.botId,dotted,lexv2-models.bot,,references,doc,medium,service-exact,describe_test_set_discrepancy_report,lexv2-models.DescribeTestSetDiscrepancyReport
lexv2-models.test_set_discrepancy_report,,lexv2-models,target.botAliasTarget.localeId,dotted,lexv2-models.bot,,references,doc,medium,service-partial,describe_test_set_discrepancy_report,lexv2-models.DescribeTestSetDiscrepancyReport
lexv2-models.test_set_generation,,lexv2-models,testSetId,scalar,lexv2-models.test_set,,references,doc,medium,service-partial,describe_test_set_generation,lexv2-models.DescribeTestSetGeneration
lexv2-models.test_set_generation,,lexv2-models,testSetName,scalar,lexv2-models.test_set,,references,doc,medium,service-partial,describe_test_set_generation,lexv2-models.DescribeTestSetGeneration
lexv2-models.test_set_generation,,lexv2-models,generationDataSource.conversationLogsDataSource.localeId,dotted,qbusiness.conversation,,references,doc,medium,global-exact,describe_test_set_generation,lexv2-models.DescribeTestSetGeneration
license-manager-user-subscriptions.instance,,license-manager-user-subscriptions,InstanceId,scalar,ec2.instance,ec2,references,doc,medium,leaf-hint,list_instances,license-manager-user-subscriptions.ListInstances
license-manager-user-subscriptions.user_association,,license-manager-user-subscriptions,InstanceId,scalar,ec2.instance,ec2,references,doc,medium,leaf-hint,list_user_associations,license-manager-user-subscriptions.ListUserAssociations
license-manager.license_conversion_task,,license-manager,LicenseConversionTaskId,scalar,license-manager.license,,references,doc,medium,service-exact,get_license_conversion_task,license-manager.GetLicenseConversionTask
lightsail.bucket,,lightsail,accessKeyId,scalar,iam.access_key,,references,doc,medium,global-exact,get_bucket_access_keys,lightsail.GetBucketAccessKeys
lightsail.relational_database_snapshot,,lightsail,relationalDatabaseBlueprintId,scalar,lightsail.database,,references,doc,medium,service-exact,get_relational_databases,lightsail.GetRelationalDatabases
lightsail.relational_database_snapshot,,lightsail,relationalDatabaseBundleId,scalar,lightsail.database,,references,doc,medium,service-exact,get_relational_databases,lightsail.GetRelationalDatabases
location.geofence_collection,,location,KmsKeyId,scalar,kms.key,kms-key,encrypted-by,doc,medium,leaf-hint,describe_geofence_collection,location.DescribeGeofenceCollection
location.place_index,,location,IndexName,scalar,location.place,,references,doc,medium,service-exact,describe_place_index,location.DescribePlaceIndex
location.tracker,,location,KmsKeyId,scalar,kms.key,kms-key,encrypted-by,doc,medium,leaf-hint,describe_tracker,location.DescribeTracker
logs.export_task,,logs,logGroupName,scalar,logs.log_group,log-group,references,doc,medium,well-known,describe_export_tasks,logs.DescribeExportTasks
logs.log_anomaly_detector,,logs,kmsKeyId,scalar,kms.key,kms-key,encrypted-by,doc,medium,well-known,get_log_anomaly_detector,logs.GetLogAnomalyDetector
logs.log_anomaly_detector,,logs,anomalyDetectorArn,scalar,logs.anomaly,,references,doc,medium,service-exact,list_log_anomaly_detectors,logs.ListLogAnomalyDetectors
logs.log_anomaly_detector,,logs,detectorName,scalar,logs.anomaly,,references,doc,medium,service-exact,list_log_anomaly_detectors,logs.ListLogAnomalyDetectors
logs.metric_filter,log-metric,logs,logGroupName,scalar,logs.log_group,log-group,references,doc,medium,well-known,describe_metric_filters,logs.DescribeMetricFilters
logs.query,,logs,logGroupName,scalar,logs.log_group,log-group,references,doc,medium,well-known,describe_queries,logs.DescribeQueries
logs.subscription_filter,,logs,logGroupName,scalar,logs.log_group,log-group,references,doc,medium,well-known,describe_subscription_filters,logs.DescribeSubscriptionFilters
lookoutequipment.data_ingestion_job,,lookoutequipment,DatasetName,scalar,lookoutequipment.dataset,,references,doc,medium,service-exact,list_data_ingestion_jobs,lookoutequipment.ListDataIngestionJobs
lookoutequipment.inference_execution,,lookoutequipment,DataOutputConfiguration.KmsKeyId,dotted,kms.key,kms-key,encrypted-by,doc,medium,leaf-hint,list_inference_executions,lookoutequipment.ListInferenceExecutions
lookoutequipment.inference_scheduler,,lookoutequipment,DataOutputConfiguration.KmsKeyId,dotted,kms.key,kms-key,encrypted-by,doc,medium,leaf-hint,describe_inference_scheduler,lookoutequipment.DescribeInferenceScheduler
lookoutequipment.label,,lookoutequipment,LabelGroupName,scalar,lookoutequipment.label_group,,references,doc,medium,service-exact,list_labels,lookoutequipment.ListLabels
lookoutequipment.model,,lookoutequipment,ModelDiagnosticsOutputConfiguration.KmsKeyId,dotted,kms.key,kms-key,encrypted-by,doc,medium,leaf-hint,describe_model,lookoutequipment.DescribeModel
lookoutequipment.model,,lookoutequipment,LabelsInputConfiguration.LabelGroupName,dotted,lookoutequipment.label,,references,doc,medium,service-exact,describe_model,lookoutequipment.DescribeModel
lookoutequipment.model_version,,lookoutequipment,ModelDiagnosticsOutputConfiguration.KmsKeyId,dotted,kms.key,kms-key,encrypted-by,doc,medium,leaf-hint,describe_model_version,lookoutequipment.DescribeModelVersion
lookoutequipment.model_version,,lookoutequipment,DatasetName,scalar,lookoutequipment.dataset,,references,doc,medium,service-exact,describe_model_version,lookoutequipment.DescribeModelVersion
lookoutequipment.model_version,,lookoutequipment,LabelsInputConfiguration.LabelGroupName,dotted,lookoutequipment.label,,references,doc,medium,service-exact,describe_model_version,lookoutequipment.DescribeModelVersion
lookoutequipment.model_version,,lookoutequipment,ModelName,scalar,lookoutequipment.model,,references,doc,medium,service-exact,list_model_versions,lookoutequipment.ListModelVersions
m2.application,,m2,logGroups[].logGroupName,list_dict,logs.log_group,log-group,references,doc,medium,well-known,get_application,m2.GetApplication
m2.batch_job_execution,,m2,applicationId,scalar,m2.application,,references,doc,medium,service-exact,get_batch_job_execution,m2.GetBatchJobExecution
m2.batch_job_execution,,m2,batchJobIdentifier.s3BatchJobIdentifier.identifier.scriptName,dotted,m2.batch_job_definition,,references,doc,medium,service-partial,get_batch_job_execution,m2.GetBatchJobExecution
m2.batch_job_execution,,m2,batchJobIdentifier.scriptBatchJobIdentifier.scriptName,dotted,m2.batch_job_definition,,references,doc,medium,service-partial,get_batch_job_execution,m2.GetBatchJobExecution
m2.data_set_detail,,m2,dataSetName,scalar,m2.data_set,,references,doc,medium,service-exact,get_data_set_details,m2.GetDataSetDetails
m2.data_set_import_history,,m2,taskId,scalar,m2.data_set_import_task,,references,doc,medium,service-exact,list_data_set_import_history,m2.ListDataSetImportHistory
m2.deployment,,m2,applicationId,scalar,m2.application,,references,doc,medium,service-exact,get_deployment,m2.GetDeployment
m2.deployment,,m2,environmentId,scalar,m2.environment,,references,doc,medium,service-partial,get_deployment,m2.GetDeployment
m2.environment,,m2,vpcId,scalar,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,get_environment,m2.GetEnvironment
machinelearning.evaluation,,machinelearning,MLModelId,scalar,machinelearning.ml_model,ml-model,references,doc,medium,service-exact,describe_evaluations,machinelearning.DescribeEvaluations
machinelearning.ml_model,ml-model,machinelearning,TrainingDataSourceId,scalar,machinelearning.data_source,,references,doc,medium,service-partial,describe_ml_models,machinelearning.DescribeMLModels
macie2.administrator_account,,macie2,administrator.invitationId,dotted,macie2.invitation,,references,doc,medium,service-exact,get_administrator_account,macie2.GetAdministratorAccount
macie2.allow_list,,macie2,criteria.s3WordsList.bucketName,dotted,s3.bucket,s3,references,doc,medium,well-known,get_allow_list,macie2.GetAllowList
macie2.bucket,,macie2,bucketName,scalar,s3.bucket,s3,references,doc,medium,well-known,describe_buckets,macie2.DescribeBuckets
macie2.classification_export_configuration,,macie2,configuration.s3Destination.bucketName,dotted,s3.bucket,s3,references,doc,medium,well-known,get_classification_export_configuration,macie2.GetClassificationExportConfiguration
macie2.master_account,,macie2,master.invitationId,dotted,macie2.invitation,,references,doc,medium,service-exact,get_master_account,macie2.GetMasterAccount
managedblockchain-query.transaction_event,,managedblockchain-query,tokenId,scalar,managedblockchain-query.transaction,,references,doc,medium,service-partial,list_transaction_events,managedblockchain-query.ListTransactionEvents
managedblockchain-query.transaction_event,,managedblockchain-query,transactionId,scalar,managedblockchain-query.transaction,,references,doc,medium,service-exact,list_transaction_events,managedblockchain-query.ListTransactionEvents
managedblockchain.invitation,,managedblockchain,NetworkSummary.Id,dotted,managedblockchain.network,,references,doc,medium,service-exact,list_invitations,managedblockchain.ListInvitations
managedblockchain.invitation,,managedblockchain,NetworkSummary.Name,dotted,managedblockchain.network,,references,doc,medium,service-exact,list_invitations,managedblockchain.ListInvitations
managedblockchain.member,,managedblockchain,Member.KmsKeyArn,dotted,kms.key,kms-key,encrypted-by,doc,medium,leaf-hint,get_member,managedblockchain.GetMember
managedblockchain.member,,managedblockchain,Member.NetworkId,dotted,managedblockchain.network,,references,doc,medium,service-exact,get_member,managedblockchain.GetMember
managedblockchain.network,,managedblockchain,Network.VpcEndpointServiceName,dotted,ec2.vpc,vpc,contained-in,doc,medium,well-known,get_network,managedblockchain.GetNetwork
managedblockchain.node,,managedblockchain,Node.KmsKeyArn,dotted,kms.key,kms-key,encrypted-by,doc,medium,leaf-hint,get_node,managedblockchain.GetNode
managedblockchain.node,,managedblockchain,Node.MemberId,dotted,managedblockchain.member,,references,doc,medium,service-exact,get_node,managedblockchain.GetNode
managedblockchain.node,,managedblockchain,Node.NetworkId,dotted,managedblockchain.network,,references,doc,medium,service-exact,get_node,managedblockchain.GetNode
managedblockchain.proposal,,managedblockchain,Proposal.Actions.Removals[].MemberId,list_dict,managedblockchain.member,,references,doc,medium,service-exact,get_proposal,managedblockchain.GetProposal
managedblockchain.proposal,,managedblockchain,Proposal.ProposedByMemberId,dotted,managedblockchain.member,,references,doc,medium,service-exact,get_proposal,managedblockchain.GetProposal
managedblockchain.proposal,,managedblockchain,Proposal.ProposedByMemberName,dotted,managedblockchain.member,,references,doc,medium,service-exact,get_proposal,managedblockchain.GetProposal
managedblockchain.proposal,,managedblockchain,ProposedByMemberId,scalar,managedblockchain.member,,references,doc,medium,service-exact,list_proposals,managedblockchain.ListProposals
managedblockchain.proposal,,managedblockchain,ProposedByMemberName,scalar,managedblockchain.member,,references,doc,medium,service-exact,list_proposals,managedblockchain.ListProposals
managedblockchain.proposal,,managedblockchain,Proposal.NetworkId,dotted,managedblockchain.network,,references,doc,medium,service-exact,get_proposal,managedblockchain.GetProposal
